chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	Travel Verb Phrases	Travel Noun Phrases	Travel Phrases	Travelled Location
1	PART 1	9	On the Province of Persia, and the Journey of the Magi	167	They revere it as a god, and use it for burning all their sacrifices ; 				use,burning	use,burning	use it for burning all their sacrifices,burning all their sacrifices	it,all their sacrifices		
1	PART 1	9	On the Province of Persia, and the Journey of the Magi	168	and when at any time it goes out, they repair to that well, where the fire is never extinguished,and from it bring a fresh supply.				extinguished,bring	extinguished,bring	extinguished,bring a fresh supply	I,a fresh supply		
1	PART 1	9	On the Province of Persia, and the Journey of the Magi	169	This is what all the people of that country tell, and Messer Marco was assured of it by those of the castle, and therefore it is truth.		Messer Marco		tell,was,assured	tell,was,assured	tell,was assured of it by those of the castle,assured of it by those of the castle	I,the castle		
1	PART 1	9	On the Province of Persia, and the Journey of the Magi	170	One of these kings was of Saba, the other of Ava, the other of the castle.			Saba,Ava	was	was	was of Saba , the other of Ava , the other of the castle	Saba , the other of Ava ,	Saba  , the other of Ava 	Saba ,Ava
1	PART 1	9	On the Province of Persia, and the Journey of the Magi	171	Now let me tell you of Persia, its cities, and the actions and customs of the people.			Persia	let,tell	let,tell	let me tell you of Persia , its cities , and the actions and customs of the people,tell you of Persia , its cities , and the actions and customs of the people	me,you		
1	PART 1	10	On the Kingdoms of Persia	172	Know, then, that in Persia there are eight kingdoms, because it is a very great country, and I will tell you their names.	Casum,Cardistan,Lor,Cielstan,Istanit,Cerazi,Soucara,Tonocain		Persia	tell	tell	tell you their names	you		
1	PART 1	10	On the Kingdoms of Persia	173	The first is called Casum ;the second, to the south, Cardistan ; the third Lor ; the fourth Cielstan ;the fifth Istanit ;he sixth Cerazi ;the seventh Soucara ;the eighth Tonocain,which is on the remotest frontier.			Casum,Cardistan,Lor,Cielstan,Istanit,Cerazi,Soucara,Tonocain	called	called	called Casum ; the second , to the south , Cardistan ; the third Lor ; the fourth Cielstan ; the fifth Istanit ; he sixth Cerazi ; the seventh Soucara ; the eighth Tonocain , which is on the remotest frontier	Casum ; the second	Casum ; the second	Casum
1	PART 1	10	On the Kingdoms of Persia	174	In this last are many fine horses of high value, which are taken in large numbers to be sold in India; 			India	taken,be,sold	taken,be,sold	taken in large numbers to be sold in India,be sold in India,sold in India	India,India	India ,India	India ,India
1	PART 1	10	On the Kingdoms of Persia	175	and the greater part of them are worth two hundred livres tournois each.									
1	PART 1	10	On the Kingdoms of Persia	176	They have also the finest asses in the world, one of which is worth full thirty mares of silver.									
1	PART 1	10	On the Kingdoms of Persia	177	The men of that country lead these horses to two cities on the banks of the sea of India, called Chisi and Curmosa, and find there merchants, who buy them and carry them into their distant country.			sea of India,Chisi,Curmosa	called,find,carry	called,find,carry	called Chisi and Curmosa , and find there,find there,carry them into their distant country	Chisi and Curmosa,there,them	Chisi and Curmosa	Curmosa ,Chisi
1	PART 1	10	On the Kingdoms of Persia	178	In these kingdoms there are many cruel men, who are constantly killing one another, and but for the fear of the Eastern Tartars, who now rule in this land, they would ruin the merchants.				killing,ruin	killing,ruin	killing one another,ruin the merchants	one another,the merchants		
1	PART 1	10	On the Kingdoms of Persia	179	As it is, unless the latter are well provided with arms and bows, they often kill or hurt them severely.				provided	provided	provided with arms and bows	arms and bows		
1	PART 1	10	On the Kingdoms of Persia	180	These men all hold the law of Mohammed.		Mohammed							
1	PART 1	10	On the Kingdoms of Persia	181	In the city are industrious merchants ; 									
1	PART 1	10	On the Kingdoms of Persia	182	they make robes of silk and gold of various fashions, and raise also plenty of cotton.									
1	PART 1	10	On the Kingdoms of Persia	183	The country abounds in wheat, barley, millet, as well asin vines and other fruits.									
1	PART 1	10	On the Kingdoms of Persia	184	Some may imagine that the Saracens do not drink wine, as being forbidden by their law ; 				imagine,drink,being,forbidden	imagine,drink,being,forbidden	imagine that the Saracens do not drink wine , as being forbidden by their law,drink wine , as being forbidden by their law,being forbidden by their law,forbidden by their law	wine,their law		
1	PART 1	10	On the Kingdoms of Persia	185	but they quiet their consciences by thinking that if boiled over the fire, which renders it milder and sweet, it may be drunk without breaking the commandment.				thinking,boiled,be,breaking	thinking,boiled,be,breaking	thinking that if boiled over the fire , which renders it milder and sweet , it may be drunk without breaking the commandment,boiled over the fire , which renders it milder and sweet,be drunk without breaking the commandment,breaking the commandment	the fire , which renders it milder and sweet,the commandment		
1	PART 1	10	On the Kingdoms of Persia	186	Changing its taste, they change its name, and no longer call it wine, though it really is so.				Changing,call	Changing,call	Changing its taste,call it wine	its taste,it		
1	PART 1	10	On the Kingdoms of Persia	187	Let us now leave them, and tell you of Yasdi.			Yasdi	Let,tell	Let,tell	Let us now leave them , and tell you of Yasdi,tell you of Yasdi	us,you of Yasdi	you of Yasdi	Yasdi
1	PART 1	11	On the City of Yasdi	188	Yasdi is a beautiful and noble city, with rich manufactures.	Yasdi		Yasdi						
1	PART 1	11	On the City of Yasdi	189	The people make silk cloths called by its name, which the merchants carry into various countries.				called	called	called by its name , which the merchants carry into various countries	its name , which the merchants carry into various countries		
1	PART 1	11	On the City of Yasdi	190	They all adore Mohammed.		Mohammed							
1	PART 1	11	On the City of Yasdi	191	When a man departs from that city, he rides seven days over a plain, where in three places only there are habitations and inns for the traveller.									
1	PART 1	11	On the City of Yasdi	192	There are many forests filled with partridges and other birds, which afford excellent sport ; also beautiful wild asses.				filled	filled	filled with partridges and other birds , which afford excellent sport ; also beautiful wild asses	partridges and other birds , which afford excellent sport ; also beautiful wild asses		
1	PART 1	11	On the City of Yasdi	193	At the end of these seven days a country called Creman presents itself.			Creman	called	called	called Creman presents itself	Creman	Creman	Creman
1	PART 1	12	On the Kingdom of Creman	194	Creman is a kingdom anciently belonging to Persia, and which used to be governed by a hereditary prince ; 	Creman		Creman,Persia	belonging,used,be,governed	belonging,used,be,governed	belonging to Persia,used to be governed by a hereditary prince,be governed by a hereditary prince,governed by a hereditary prince	Persia,a hereditary prince	Persia	Persia
1	PART 1	12	On the Kingdom of Creman	195	but since the Tartar conquered it, he appoints what deputy he pleases.				conquered	conquered	conquered it	it		
1	PART 1	12	On the Kingdom of Creman	196	In that region the stones called turquoises are in great abundance ; 				called	called	called turquoises are in great abundance	turquoises		
1	PART 1	12	On the Kingdom of Creman	197	they are found in the mountains, and excavated from the rocks.				found,excavated	found,excavated	found in the mountains,excavated from the rocks.	the mountains,the rocks		
1	PART 1	12	On the Kingdom of Creman	198	 The inhabitants make all things necessary for troops, such as reins, saddles, bows, arrows, quivers, and all kinds of arms, according to the custom of the country.				according	according	according to the custom of the country.	the custom of the country		
1	PART 1	12	On the Kingdom of Creman	199	The ladies work very neatly cloths of gold and silk, representing with the needle, beasts, birds, and many other objects.				representing	representing	representing with the needle , beasts , birds , and many other objects	the needle , beasts , birds , and many other objects		
1	PART 1	12	On the Kingdom of Creman	200	In the mountains are reared the finest falcons in the world, for though smaller than the peregrine species, they fly so swiftly that no bird can escape them.				reared,escape	reared,escape	reared the finest falcons in the world , for though smaller than the peregrine species,escape them	the finest falcons,the world,the peregrine species,them		
1	PART 1	12	On the Kingdom of Creman	201	When a man leaves the city of Creman, he travels seven days through towns and fortified places, finding much amusement, because there are great numbers of wild beasts and birds.			Creman	fortified,finding	fortified,finding	fortified places,finding much amusement , because there are great numbers of wild beasts and birds	places,much amusement		
1	PART 1	12	On the Kingdom of Creman	202	 At the end of these seven days, he comes to the declivity of a mountain, and continues two days always descending.				descending	descending	descending .			
1	PART 1	12	On the Kingdom of Creman	203	There are abundance of fruits, but no habitation, only shepherds pasturing their flocks.				pasturing	pasturing	pasturing their flocks	their flocks		
1	PART 1	12	On the Kingdom of Creman	204	The cold on this road during winter is so great that a man cannot safely travel unless with a very ample provision of clothes.				travel	travel	travel unless with a very ample provision of clothes			
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	205	At the bottom of this descent is a very extensive plain, at the commencement of which is a city named Camandu,once wonderfully great and noble, but now much declined, because the Tartar invaders have repeatedly plundered it.	Camandu,Reobarle		Camandu	named,declined,plundered	named,declined,plundered	named,declined , because the Tartar invaders have repeatedly plundered it,plundered it	I,it		
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	206	The heat here is extreme, and the province is called Reobarle.			Reobarle	called	called	called Reobarle	Reobarle	Reobarle	Reobarle
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	207	Its fruits are dates, pistachio nuts, apples of paradise, and others which do not grow in our country.				grow	grow	grow in our country	our country		
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	208	Here are a species of birds called francolin, which are different from those of other lands, their colour being a mixture of white and black, while the beak and feet are red.				called,being	called,being	called francolin , which are different from those of other lands , their colour being a mixture of white and black , while the beak and feet are red,being a mixture of white and black	francolin , which are different from those of other lands , their colour being a mixture of white and black , while the beak and feet are red,a mixture of white and black		
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	209	The oxen are very large, white as snow, and the hair very smooth, in consequence of the heat.									
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	210	Between the shoulders is a hump, two palms high, and their appearance is the most beautiful of any in the world.									
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	211	When the owner wishes to load them, they bend down as the camels do, and after receiving their burden, rise and bear it well, being extremely strong.				load,receiving,bear,being	load,receiving,bear,being	load them,receiving their burden , rise,bear it well , being extremely strong,being extremely strong	them,their burden , rise,it		
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	212	There are sheep as large as asses, and with tails so thick and so broad as to weigh full thirty pounds.				weigh	weigh	weigh full thirty pounds	full thirty pounds		
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	213	They are also fat, and make excellent food.				make	make	make excellent food	excellent food		
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	214	The people have castles and cities surrounded by walls of earth, in order to defend themselves against the Caraunas, a mixed race between the Indians and the Tartars.				surrounded,defend	surrounded,defend	surrounded by walls of earth,defend themselves against the Caraunas , a mixed race between the Indians and the Tartars	walls of earth,themselves		
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	215	When these people wish to overrun the country and rob it, they, by their enchantment and diabolical agency, cause the day to become dark, so that you can see to little or no distance, and this darkness they make to last seven days.				overrun,cause,become,see,last	overrun,cause,become,see,last	overrun the country and rob it , they , by their enchantment and diabolical agency,cause the day to become dark,become dark,see to little or no distance , and this darkness,last seven days	the country and rob,they,their enchantment and diabolical agency,the day,little or no distance , and this darkness		
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	216	They know the places so well, that they can ride during the thickest of it ; 				ride	ride	ride during the thickest of it	the thickest of it		
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	217	and they are sometimes ten thousand in number, so that nothing found on the plain, man, beast, or any thing, can escape.				found,escape	found,escape	found on the plain , man , beast , or any thing,escape	the plain , man , beast , or any thing,I		
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	218	They kill the old persons, and carry off the young to sell them for slaves.				carry,sell	carry,sell	carry off the young to sell them for slaves,sell them for slaves	them		
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	219	Their king is called Nogodar, and he went to the court of Ciagatai, who was the brother of the great khan, with 10,000 men, and remained with him, because his uncle was very powerful.		Nogodar,Khan,Ciagatai		called,went,was,remained,was	called,went,was,remained,was	called Nogodar,went to the court of Ciagatai , who was the brother of the great khan , with 10,000 men , and remained with him , because his uncle was very powerful,was the brother of the great khan,was very powerful,remained with him,was the brother of the great khan,was very powerful	Nogodar,the court of Ciagatai , who was the brother of the great khan ,,him		
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	220	During this stay, Nogodar committed a very great wickedness, and I will tell you what it was.		Nogodar		committed,tell,was	committed,tell,was	committed a very great wickedness,tell you what it was,was	a very great wickedness,you,I		
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	221	He departed from his uncle Ciagatai, who was in Great Armenia, and took with him 10,000 of his people, who were very cruel, and marched by Badasian and through a province called Pasciai, and another called Chesciemur, losing many of his people and beasts, because the roads were narrow and very bad; 		Ciagatai	Great Armenia,Badasian,Pasciai,Chesciemur	departed,was,took,were,marched,called,called,losing,were	departed,was,took,were,marched,called,called,losing,were	departed from his uncle Ciagatai , who was in Great Armenia , and took with him 10,000 of his people , who were very cruel , and marched by Badasian and through a province called Pasciai , and another called Chesciemur , losing many of his people and beasts , because the roads were narrow and very bad,was in Great Armenia,took with him,were very cruel,were narrow and very bad,marched by Badasian and through a province called Pasciai , and another called Chesciemur , losing many of his people and beasts , because the roads were narrow and very bad,called Pasciai , and another called Chesciemur , losing many of his people and beasts , because the roads were narrow and very bad,called Pasciai , and another called Chesciemur , losing many of his people and beasts , because the roads were narrow and very bad,losing many of his people and beasts,were very cruel,were narrow and very bad	his uncle Ciagatai , who was in Great Armenia,Great Armenia,him,Badasian and through a province called Pasciai , and another called Chesciemur , losing many of his people and beasts,Pasciai , and another called Chesciemur,Pasciai , and another called Chesciemur,many of his people and beasts	Badasian and through a province called Pasciai  , and another called Chesciemur  ,Pasciai  , and another called Chesciemur ,Pasciai  , and another called Chesciemur	Pasciai ,Badasian ,Chesciemur ,Pasciai ,Chesciemur ,Pasciai ,Chesciemur
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	222	and when they had passed all these provinces, they entered into India, on the borders of one called Dilivar.			India,Dilivar	had,passed,entered,called	had,passed,entered,called	had passed all these provinces,passed all these provinces,entered into India , on the borders of one called Dilivar,called Dilivar	all these provinces,India,Dilivar	India ,Dilivar	India ,Dilivar
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	223	They came to the city of the same name, and took it from a king called Asidiu Sultan, who was very great and rich.		Asidiu Sultan		came,took,called,was	came,took,called,was	came to the city of the same name , and took it from a king called Asidiu Sultan , who was very great and rich,took it from a king called Asidiu Sultan , who was very great and rich,called Asidiu Sultan , who was very great and rich,was very great and rich	the city of the same name,it,Asidiu Sultan , who was very great and rich		
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	224	There Nogodar, with his people, continues to rule, and makes war with all the other Tartars who dwell in the surrounding country.		Nogodar		rule	rule	rule	I		
1	PART 1	13	On Camandu, Reobarle, and the Karauna Robbers	225	Having told you of this plain, and of the people who produced darkness in order to rob, I must also mention that Messer Marco himself was nearly taken by them amid this gloom, but though a number of his companions were captured, and either killed or sold as slaves, he himself escaped to a castle named Canosalmi.		Messer Marco	Canosalmi	Having,told,produced,mention,was,taken,were,captured,killed,sold,escaped,named	Having,told,produced,mention,was,taken,were,captured,killed,sold,escaped,named	Having told you of this plain,told you of this plain,produced darkness in order to rob,mention that Messer Marco himself was nearly taken by them amid this gloom , but though a number of his companions were captured,was nearly taken by them amid this gloom,taken by them amid this gloom,were captured,captured,killed or sold as slaves , he himself escaped to a castle named Canosalmi,sold as slaves,escaped to a castle named Canosalmi,named Canosalmi	you,darkness,them,I,slaves,a castle named Canosalmi,Canosalmi	a castle named Canosalmi ,Canosalmi	Canosalmi ,Canosalmi
1	PART 1	14	On the City of Cormos	226	That plain extends five days' journey southward, and you then come to a descent which continues twenty miles by a very bad and difficult road, full of wicked robbers.	Formosa, Cormos								
1	PART 1	14	On the City of Cormos	227	You then approach the very beautiful plain of Formosa, watered by fine rivers, with plantations of the date-palm, and having the air filled with francolins, parrots, and other birds unknown to our climate.			Formosa	watered,having,filled	watered,having,filled	watered by fine rivers,having the air filled with francolins , parrots,filled with francolins , parrots	fine rivers,the air,francolins , parrots		
1	PART 1	14	On the City of Cormos	228	You ride two days through it, and then arrive at the ocean, on which there is a city and fort named Cormos.			Cormos	arrive,named	arrive,named	arrive at the ocean , on which there is a city and fort named Cormos,named Cormos	the ocean , on which there is a city and fort named Cormos,Cormos	 on which there is a city and fort named Cormos ,Cormos	Cormos ,Cormos
1	PART 1	14	On the City of Cormos	229	The ships of India bring thither all kinds of spiceries, precious stones, and pearls, cloths of silk and gold, elephants' teeth, and many other articles.			India	bring	bring	bring thither all kinds of spiceries , precious stones , and pearls , cloths of silk and gold , elephants ' teeth , and many other articles			
1	PART 1	14	On the City of Cormos	230	It is the capital of a kingdom, having many cities and castles under it, and the sovereign is called Ruemedan Achomac.			Ruemedan Achomac	having,called	having,called	having many cities and castles under it,called Ruemedan Achomac	many cities and castles,Ruemedan Achomac		
1	PART 1	14	On the City of Cormos	231	 The climate, however, is intensely hot, and extremely unhealthy, and when any foreign merchant dies, the king inherits all his property.									
1	PART 1	14	On the City of Cormos	232	Wine is here made of dates and other spices, and is extremely good ; 				made	made	made of dates and other spices	dates and other spices		
1	PART 1	14	On the City of Cormos	233	but when drunk by men unaccustomed to it, has a strong purgative quality, though, after some use, it agrees well, and promotes corpulence.									
1	PART 1	14	On the City of Cormos	234	The people live chiefly on dates and salted fish, particularly the tunny ; 									
1	PART 1	14	On the City of Cormos	235	considering these victuals to be the most wholesome, and that if they used wheaten bread and fiesh they would fall sick.				considering,be,used,fall	considering,be,used,fall	considering these victuals to be the most wholesome,be the most wholesome,used wheaten bread and fiesh,fall sick	these victuals,the most wholesome,wheaten bread and fiesh		
1	PART 1	14	On the City of Cormos	236	The ships are very bad, and many are lost from not being secured by nails like ours, but sewed together by a thread made of the bark of the Indian nuttrees, which being softened in water, becomes like horsehair, and is durable enough.				lost,being,secured,sewed,made,being,softened	lost,being,secured,sewed,made,being,softened	lost from not being secured by nails like ours , but sewed together by a thread made of the bark of the Indian nuttrees , which being softened in water,being secured by nails like ours , but sewed together by a thread made of the bark of the Indian nuttrees , which being softened in water,secured by nails like ours , but sewed together by a thread made of the bark of the Indian nuttrees , which being softened in water,sewed together by a thread made of the bark of the Indian nuttrees , which being softened in water,made of the bark of the Indian nuttrees , which being softened in water,being secured by nails like ours , but sewed together by a thread made of the bark of the Indian nuttrees , which being softened in water,softened in water	nails like ours,a thread made of the bark of the Indian nuttrees , which being softened in water,the bark of the Indian nuttrees , which being softened in water,water		
1	PART 1	14	On the City of Cormos	237	They use it for want of iron, but it is by no means strong or secure.									
1	PART 1	14	On the City of Cormos	238	They have a mast, sail, and rudder, all single, and a coverlet of leather, which is spread over the goods, and on that they place the horses, many of which are transported into India.			India	spread,transported	spread,transported	spread over the goods,transported into India	the goods,India	India	India
1	PART 1	14	On the City of Cormos	239	These ships, too, are not tarred, but covered with the oil of fish.				tarred,covered	tarred,covered	tarred,covered with the oil of fish	I,the oil of fish		
1	PART 1	14	On the City of Cormos	240	The people are black, and adore Mohammed.		Mohammed							
1	PART 1	14	On the City of Cormos	241	They do not remain in the city during summer, for then they would all die, but retire to the country, where they have verdant gardens, finely watered by streams.				remain,die,retire,watered	remain,die,retire,watered	remain in the city during summer,die , but retire to the country , where they have verdant gardens , finely watered by streams,retire to the country , where they have verdant gardens , finely watered,watered by streams.	the city,the country,streams		
1	PART 1	14	On the City of Cormos	242	Even there they would not escape, because there often blows from the sandy tracts that surround the city a wind so excessively hot that it would kill them all, if they did not plunge into the water and thus escape it.				escape,kill,did,escape	escape,kill,did,escape	escape , because there often blows from the sandy tracts that surround the city a wind so excessively hot that it would kill them all , if they did not plunge into the water and thus escape it,kill them all,did not plunge into the water,escape , because there often blows from the sandy tracts that surround the city a wind so excessively hot that it would kill them all , if they did not plunge into the water and thus escape it	them		
1	PART 1	14	On the City of Cormos	243	They sow wheat, barley, and other kinds of grain in the month of November, and reap them in March, when they become ripe and perfect ; 				reap	reap	reap them in March	them		
1	PART 1	14	On the City of Cormos	244	but none except the date will endure till May, being dried up by the extreme heat.				endure,being,dried	endure,being,dried	endure till May , being dried up by the extreme heat,being dried up by the extreme heat,dried up by the extreme heat	May		
1	PART 1	14	On the City of Cormos	245	I have also to tell you, when men or women die, great grief is shown, and the ladies, during full four years after the death of their husbands, make lamentations at least once a-day.				tell,shown	tell,shown	tell you,shown	you,I		
1	PART 1	14	On the City of Cormos	246	On these occasions, they assemble their relations and neighbours, who join them in loud moanings and cries.									
1	PART 1	14	On the City of Cormos	247	In proof of the extreme violence of the heat, Marco Polo mentions the following circumstance which occurred during his residence.		Marco Polo		following,occurred	following,occurred	following circumstance which occurred during his residence.,occurred during his residence	circumstance which occurred during his residence,his residence		
1	PART 1	14	On the City of Cormos	248	The ruler of Cormos neglected to pay his tribute to the King of Creman, who took the resolution of enforcing it at the season when the principal inhabitants go in to the country.			Cormos,Creman	neglected,pay,took,enforcing	neglected,pay,took,enforcing	neglected to pay his tribute to the King of Creman , who took the resolution of enforcing it at the season when the principal inhabitants go in to the country,pay his tribute to the King of Creman , who took the resolution of enforcing it at the season when the principal inhabitants go in to the country,took the resolution of enforcing it at the season,enforcing it at the season	the country,his tribute,the resolution of enforcing it at the season,it		
1	PART 1	14	On the City of Cormos	249	He therefore despatched 1600 horse and 5000 foot through the district of Reobarle, to take them by surprise.			Reobarle	despatched,take	despatched,take	despatched 1600 horse and 5000 foot through the district of Reobarle , to take them by surprise,take them by surprise	1600 horse and 5000 foot,them		
1	PART 1	14	On the City of Cormos	250	Being misled, however, by the guides, they did not reach the place till night, when they halted to rest in a grove near the town.				Being,misled,did,reach,halted,rest	Being,misled,did,reach,halted,rest	Being misled , however , by the guides,misled , however , by the guides,did not reach the place till night , when they halted to rest in a grove near the town,reach the place till night , when they halted to rest in a grove near the town,halted to rest in a grove near the town,rest in a grove near the town	the place,they,the town,a grove near the town		
1	PART 1	14	On the City of Cormos	251	On renewing their march next morning, they were attacked by the hot wind, and all suffocated ; 				renewing,were,attacked,suffocated	renewing,were,attacked,suffocated	renewing their march next morning,were attacked by the hot wind,attacked by the hot wind,suffocated	their march,the hot wind,I		
1	PART 1	14	On the City of Cormos	252	not one surviving to carry back the fatal intelligence.				surviving,carry	surviving,carry	surviving to carry back the fatal intelligence,carry back the fatal intelligence			
1	PART 1	14	On the City of Cormos	253	When the people of Cormos learned this event, and went to bury the dead bodies lest they should infect the air, they found them so softened by the intense heat, that the limbs, when handled, separated from the trunks ; 			Cormos	learned,went,bury,infect,found,handled,separated	learned,went,bury,infect,found,handled,separated	learned this event , and went to bury the dead bodies lest they should infect the air,went to bury the dead bodies lest they should infect the air,bury the dead bodies lest they should infect the air,infect the air,found them so softened by the intense heat , that the limbs , when handled , separated from the trunks,handled,separated from the trunks	this event,the dead bodies,they,the air,the air,them,I,the trunks		
1	PART 1	14	On the City of Cormos	254	and it was necessary to dig graves close to where the corpses lay.				was,dig,close,lay	was,dig,close,lay	was necessary to dig graves close to where the corpses lay,dig graves close to where the corpses lay,close to where the corpses lay,lay	graves,I		
1	PART 1	15	Return to Creman	255	We will now leave this city, and not go on to India, for I will describe it farther on in my book, in the proper time and place.	Creman		India	leave,go,describe	leave,go,describe	leave this city , and not go on to India , for I will describe it farther on in my book , in the proper time and place,go on to India , for I will describe it farther on in my book , in the proper time and place,describe it farther on in my book , in the proper time and place	this city,it		
1	PART 1	15	Return to Creman	256	We will return, therefore, by another road to Creman, because the countries now to be delineated can be reached only by way of that city, and I must tell you that Ruemedan Achomac, of whom we have just spoken, is subject to its king.			Creman,Ruemedan Achomac	return,be,delineated,be,reached,tell,spoken	return,be,delineated,be,reached,tell,spoken	return , therefore , by another road to Creman , because the countries now to be delineated can be reached only by way of that city,be delineated can be reached only by way of that city,delineated can be reached only by way of that city,be delineated can be reached only by way of that city,reached only by way of that city,tell you that Ruemedan Achomac , of whom we have just spoken , is subject to its king,spoken	you,I		
1	PART 1	15	Return to Creman	257	The route in returning thither from Cormos is through a very fine plain.			Cormos	returning	returning	returning thither from Cormos			
1	PART 1	15	Return to Creman	258	There are many springs whence the water issues in a hot state, forming baths very salutary in cutaneous and other diseases.				forming	forming	forming baths very salutary in cutaneous and other diseases	baths		
1	PART 1	15	Return to Creman	259	Here is abundance of fruits and dates, also of partridges and other birds ; 									
1	PART 1	15	Return to Creman	260	but the wheaten bread, owing to the quality of the water, is so bitter that no one unaccustomed to its use can eat it.				owing,eat	owing,eat	owing to the quality of the water,eat it	the quality of the water,it		
1	PART 1	15	Return to Creman	261	I now wish to tell you of a country lying to the north.				tell,lying	tell,lying	tell you of a country lying to the north,lying to the north	you,the north		
1	PART 1	15	Return to Creman	262	When a man has left Creman, he travels seven days in that direction, through a very dreary region.			Creman	left	left	left Creman	Creman	Creman	Creman
1	PART 1	15	Return to Creman	263	During three days he finds no river, and the little water met with is salt, green like grass, and so bitter that it is impossible to drink it, and if a man tastes even a drop, it produces violent purging.				met,drink,purging	met,drink,purging	met with is salt , green like grass , and so bitter that it is impossible to drink it,drink it,purging	it,I purging		
1	PART 1	15	Return to Creman	264	Travellers, therefore, carry water with them ; 									
1	PART 1	15	Return to Creman	265	but the beasts being obliged to drink such as they find, suffer severely.				being,obliged,drink	being,obliged,drink	being obliged to drink such as they find,obliged to drink such as they find,drink such as they find			
1	PART 1	15	Return to Creman	266	The whole tract is an arid desert, destitute of animals, which could not find food.				find	find	find food	food		
1	PART 1	15	Return to Creman	267	On the fourth day, you reach a river of fresh water, but with its channel mostly under ground.									
1	PART 1	15	Return to Creman	268	In some spots, however, the force of the current makes abrupt openings, when the stream appears for a short space, and drink is abundantly supplied.				supplied	supplied	supplied .			
1	PART 1	15	Return to Creman	269	Then follows another tract that lasts four days, and is also a dry desert, with bitter water, and no animals except wild asses.									
1	PART 1	15	Return to Creman	270	 At the end of the four days, we leave the kingdom of Creman and proceed towards Cobinam.			Creman,Cobinam	proceed	proceed	proceed towards Cobinam	Cobinam	Cobinam	Cobinam
1	PART 1	16	On the City of Cobinam	271	Cobinam is a great city inhabited by Mohammedans.	Cobinam		Cobinam	inhabited	inhabited	inhabited by Mohammedans	Mohammedans		
1	PART 1	16	On the City of Cobinam	272	There is abundance of iron, brass, and andanico, of the second of which they construct large and beautiful mirrors; 									
1	PART 1	16	On the City of Cobinam	273	they make here also the tutty, which is extremely good for the eyes, and likewise sponge, in the following manner.				following	following	following manner.			
1	PART 1	16	On the City of Cobinam	274	They take a vein of earth fitted for this purpose, and throw it into a burning furnace, above which is a grating of iron; 				fitted,throw,grating	fitted,throw,grating	fitted for this purpose,throw it into a burning furnace , above which is a grating of iron,grating of iron;	this purpose,it,iron		
1	PART 1	16	On the City of Cobinam	275	then the smoke and moisture ascending adhere to the iron and form tutty, while the earth which remains in the furnace becomes sponge.				ascending	ascending	ascending	I ascending		
1	PART 1	17	On the Province of Tonocain	276	When a man departs from Cobinam, he goes through a desert of eight days, and the country is very arid; 	Tonocain		Cobinam						
1	PART 1	17	On the Province of Tonocain	277	there is neither fruit nor trees, and the water is bitter and bad, so that he must carry both it and food for himself, but the beasts drink that on the road, though very unwillingly.				carry	carry	carry both it and food for himself	both it and food		
1	PART 1	17	On the Province of Tonocain	278	He then comes to a province called Tonocain, with cities and many castles, bordering upon Persia towards the north; 			Tonocain,Persia	called,bordering	called,bordering	called Tonocain , with cities and many castles , bordering upon Persia towards the north,bordering upon Persia towards the north	Tonocain,Persia towards the north	Tonocain ,Persia towards the north	Tonocain ,Persia
1	PART 1	17	On the Province of Tonocain	279	and there is a very great plain on which grows what the Christians call the dry tree, which I will describe to you.				describe	describe	describe to you	you		
1	PART 1	17	On the Province of Tonocain	280	It is very large, and its leaves are green on one side and white on the other.									
1	PART 1	17	On the Province of Tonocain	281	It yields a nut like the chestnut ; 									
1	PART 1	17	On the Province of Tonocain	282	but there is nothing within it.									
1	PART 1	17	On the Province of Tonocain	283	It is a strong wood, and yellow like box ; 									
1	PART 1	17	On the Province of Tonocain	284	and there is no other tree in those parts for a hundred miles round, except on one side, at ten miles' distance.									
