chapter No	chapter Title	section No	section Title	sentence No	sentence
1	part1	27	The Twelve Governors of Provinces and their Duty	231	The latter have power to appoint the lords of the provinces above mentioned ; and having chosen the one whom they judge best qualified, they name him to the great khan, who confirms him, and bestows a golden tablet corresponding to his command.
1	part1	27	The Twelve Governors of Provinces and their Duty	232	These twelve barons are called in the Tartar language scieng, that is, the greater officers of state.
1	part1	27	The Twelve Governors of Provinces and their Duty	233	They order the army to go where and in what numbers they please, but all according to the commands of the great sire ; and they do every other thing necessary for the provinces.
1	part1	27	The Twelve Governors of Provinces and their Duty	234	The palace in which they dwell is called scien, and is the largest in all the court; they have the power of doing much good to any one whom they favour.
1	part1	28	The Couriers of the Great Khan and their Stations	235	I must now inform you, that from the city of Kambalu, many messengers are sent to divers provinces, and on all the roads they find, at every twenty-five miles, a post called jamb, where the imperial envoys are received.
1	part1	28	The Couriers of the Great Khan and their Stations	236	At each is a large edifice, containing a bed covered with silk, and every thing useful and convenient for a traveller ; so that ifa king were to come, he would be well accommodated.
1	part1	28	The Couriers of the Great Khan and their Stations	237	Here, too, they find full 400 horses whom the prince has ordered to be always in waiting to convey them when sent into any quarter, along the principal roads.
1	part1	28	The Couriers of the Great Khan and their Stations	238	When they have to go through any district where there is no habitation, the monarch has caused such edifices to be reared at the distance of thirty-five or at most forty miles; thus they go through all the provinces, finding every where inns and horses for their reception.
1	part1	28	The Couriers of the Great Khan and their Stations	239	This is the greatest establishment that ever was kept by any king or emperor in the world ; for at those places there are maintained more than 200,000 horses.
1	part1	28	The Couriers of the Great Khan and their Stations	240	Also the edifices, furnished and prepared in the manner now described, amount to more than 10,000.
1	part1	28	The Couriers of the Great Khan and their Stations	241	Moreover, in the intervals between these stations, at every three miles, are erected villages of about forty houses, inhabited by foot-runners, also employed on these despatches, They wear a large girdle, set round with bells, which are heard at a great distance.
1	part1	28	The Couriers of the Great Khan and their Stations	242	‘When one of them receives a letter or packet, he runs full speed to the next village, where his approach being announced by the bells, another is ready to start and proceed to the next, and soon.
1	part1	28	The Couriers of the Great Khan and their Stations	243	By these pedestrian messengers the khan receives news in one day and night from places distant ten days’ journey; in two, from those distant twenty ; and in ten, from those distant a hundred.
1	part1	28	The Couriers of the Great Khan and their Stations	244	t From them he exacts no tribute, but gives them horses and many other things.
1	part1	28	The Couriers of the Great Khan and their Stations	245	When his messengers go on horseback to carry intelligence into the provinces or bring tidings from distant parts, and, more especially, respecting any district that has rebelled, they ride in one day and night 200, 260, or even 300 miles ; and when there are two, they receive two good horses, bind themselves round the head and body, and gallop fall speed from one station to the next at twentyfive miles’ distance, where they find two others fresh and ready harnessed, on which they proceed with the same rapidity.
1	part1	28	The Couriers of the Great Khan and their Stations	246	They stop not for an instant day nor night, and are thus enabled to bring news in so short a period.
1	part1	28	The Couriers of the Great Khan and their Stations	247	Now, I will tell you the great bounty which the monarch bestows twice in the year.
1	part1	29	The Care and Bounty of the Monarch towards his Subjects	248	He sends his messengers through all his kingdoms and provinces, to know if any of his subjects have had their crops injured through bad weather or any other disaster ; and if such injury has happened, he does not exact from them any tribute for that season or year ; nay, he gives them corn out of his own stores to subsist upon, and to sow their fields.
1	part1	29	The Care and Bounty of the Monarch towards his Subjects	249	This he does in summer ; in winter he inquires if there has been a mortality among the cattle, and in that case grants similar exemption and aid.
1	part1	29	The Care and Bounty of the Monarch towards his Subjects	250	When there is a great abundance of grain, he causes magazines to be formed, to contain wheat, rice, millet, or barley, and care to be taken that it be not lost or spoiled ; then when a scarcity occurs, this grain is drawn forth, and sold for a third or fourth of the current price.
1	part1	29	The Care and Bounty of the Monarch towards his Subjects	251	Thus there cannot be any severe famine ; for he does it through all his dominions; he bestows also great charity on many poor families in Kambalu ; and when he hears of individuals who have not food to eat, he causes grain to be given tothem.
1	part1	29	The Care and Bounty of the Monarch towards his Subjects	252	Bread is not refused at the court throughout the whole year to any who come to beg for it; and on this account he is adored as a god by his people.
1	part1	29	The Care and Bounty of the Monarch towards his Subjects	253	His majesty provides them also with raiment out of his tithes of wool, silk, and hemp.
1	part1	29	The Care and Bounty of the Monarch towards his Subjects	254	These materials he causes to be woven into different sorts of cloth, in a house erected for that purpose, where every artisan is obliged to work one day in the week for his service.
1	part1	29	The Care and Bounty of the Monarch towards his Subjects	255	Garments made of the stuffs thus manufactured are given to destitute families for their winter and summer dresses, A dress is also prepared for his armies ; and in every city a quantity of woollen cloth is woven, being defrayed from the tithes there levied.
1	part1	29	The Care and Bounty of the Monarch towards his Subjects	256	It must be observed, that the Tartars, according to their original customs, when they had not yet adopted the religion of the idolaters, never bestowed alms ; but when applied to by any necessitous person, repelled him with reproachful expressions, saying,— begone with your complaints of a bad season, God has sent it to you, and had he loved you, as he evidently loves me, you would have similarly prospered.
1	part1	29	The Care and Bounty of the Monarch towards his Subjects	257	But since some of the wise men among the idolaters, especially the baksi, have represented to his majesty, that to provide for the poor is a good work and highly grateful to their deities, he has bestowed charity in the manner now described, so that, at his court, none are denied food who come to ask for it.
1	part1	29	The Care and Bounty of the Monarch towards his Subjects	258	He has also so arranged that in all the highways by which messengers, merchants, and other persons travel, trees are planted at short distances on both sides of the road, and are so tall that they can be seen from a great distance.
1	part1	29	The Care and Bounty of the Monarch towards his Subjects	259	They serve thus both to show the way and afford a grateful shade.
1	part1	29	The Care and Bounty of the Monarch towards his Subjects	260	This is done whenever the nature of the soil admits of plantation ; but when the route lies through sandy deserts or over rocky mountains, he has ordered stones to be set up, or columns erected, to guide the traveller.
1	part1	29	The Care and Bounty of the Monarch towards his Subjects	261	Officers of rank are appointed, whose duty it is to take care that these matters be properly arranged, and the roads kept constantly in good order.
1	part1	29	The Care and Bounty of the Monarch towards his Subjects	262	Besides other motives, the great khan is influenced by the declaration of his soothsayers and astrologers, that those who plant trees receive long life as their reward.
1	part1	3	Kublai prepares to meet him	263	When Kublai learned these things, he was not at all alarmed, but declared, that he wished he might never wear a crown, nor hold sway over a kingdom, if he did not bring the traitors to an evil death.
1	part1	3	Kublai prepares to meet him	264	He therefore made his whole army be prepared in twenty-two days, and so secretly, that nothing was known beyond his own council.
1	part1	3	Kublai prepares to meet him	265	He raised full 360,000 mounted soldiers, and 100,000 infantry ; and the reason of their number not being greater, was, that they consisted only of his huntsmen, and those immediately round his person, the rest being employed in carrying on distant wars ; for if he could have assembled his whole host, the multitude would have been such as no man could have numbered.
1	part1	3	Kublai prepares to meet him	266	He then called his astrologers, and asked of them if he would be victorious ; they answered, that he would do to his enemies according to his pleasure.
1	part1	30	Liquor used for Wine in Cathay	267	You must know that the greater part of the people of Cathay drink a wine made of rice and many good spices, and prepare it in such a way that it is more agreeable to drink than any other liquid.
1	part1	30	Liquor used for Wine in Cathay	268	It is clear and beautiful, and it makes a man drunk sooner than any other wine, for it is extremely hot.
1	part1	31	Stones which are burnt instead of Wood	269	It may be observed, also, that throughout the whole province of Cathay, there are a kind of black stones cut from the mountains in veins, which burn like logs.
1	part1	31	Stones which are burnt instead of Wood	270	They maintain the fire better than wood.
1	part1	31	Stones which are burnt instead of Wood	271	If you put them on in the evening, they will preserve it the whole night, and will be found burning in the morning.
1	part1	31	Stones which are burnt instead of Wood	272	Throughout the whole of Cathay this fuel is used.
1	part1	31	Stones which are burnt instead of Wood	273	t They have also wood indeed ; but the stones are much less expensive.
1	part1	32	The Astrologers of Kambalu—the Tartar Computation of Time	274	The city of Kambalu contains, inclusive of Christians, Saracens, and Kataians, about 5000 astrologers and soothsayers, whom the emperor provides with food and clothing, as he does the poor families; and they are constantly practising their art.
1	part1	32	The Astrologers of Kambalu—the Tartar Computation of Time	275	They have astrolabes, on which are delineated the planetary signs, the hours of passing the meridian, and their successive aspects during the whole year.
1	part1	32	The Astrologers of Kambalu—the Tartar Computation of Time	276	The astrologers of each separate sect annually examine their respective tables, to ascertain thence the course of the heavenly bodies, and their relative positions for every lunation.
1	part1	32	The Astrologers of Kambalu—the Tartar Computation of Time	277	From the paths and configurations of the planets in the several signs, they foretell the state of the weather and the peculiar phenomena which are to occur in each month.
1	part1	32	The Astrologers of Kambalu—the Tartar Computation of Time	278	In one, for instance, there will be thunder and storms; in another earthquakes; ina third violent lightning and rain ; in a fourth pestilence, mortality, war, discord, conspiracy.
1	part1	32	The Astrologers of Kambalu—the Tartar Computation of Time	279	What they find in their astrolabes they predict, adding, however, that God may at his pleasure do either more or less than they have announced.
1	part1	32	The Astrologers of Kambalu—the Tartar Computation of Time	280	Their annual prophecies are written on small squares called takuini, which are sold at a moderate price to all persons anxious to search into futurity.
1	part1	32	The Astrologers of Kambalu—the Tartar Computation of Time	281	Those whose announcements prove more generally correct are accounted the most perfect masters of their art, and consequently held in the highest honour.
1	part1	32	The Astrologers of Kambalu—the Tartar Computation of Time	282	When any one projects a great work, a long journey for commercial purposes, or any other undertaking, the probable success of which he is desirous to learn, he goes to one of these astrologers, informs him of the time at which he intends to set out, and inquires what aspect the heavens then exhibit.
1	part1	32	The Astrologers of Kambalu—the Tartar Computation of Time	283	The astrologer replies, that before he can answer, he must be informed of the year, month, and hour of his nativity, on learning which he examines how the constellation that was then in the ascendant corresponds with the aspect of the celestial bodies at the time of the ‘inquiry.
1	part1	32	The Astrologers of Kambalu—the Tartar Computation of Time	284	Upon this comparison he founds his prediction as to the favourable or unfavourable issue of the enterprise.
1	part1	32	The Astrologers of Kambalu—the Tartar Computation of Time	285	The Tartars compute time by a cycle of twelve years, the first of which they name the lion ; the second, the ox; the third, the dragon ; the fourth, the dog; and so on till all the twelve have elapsed.
1	part1	32	The Astrologers of Kambalu—the Tartar Computation of Time	286	When any one,therefore, is asked the year in which he was born, he answers, it was in that of the lion, on such a day, and at such an hour and minute; all of which had been carefully noted in a book.
1	part1	32	The Astrologers of Kambalu—the Tartar Computation of Time	287	When the years of the cycle are completed, they begin again with the first, and constantly go over the same round.
1	part1	33	Religion and Customs of the Tartars (Chinese)	288	These people are idolaters, and each person has, for the object of worship, a tablet fixed against an elevated part of the wall of his apartment, having a name written on it which denotes the high, heavenly, and mighty God, and this they daily worship, burning incense before it.
1	part1	33	Religion and Customs of the Tartars (Chinese)	289	Raising their hands, and beating their faces three times against the floor, they entreat from him the blessings of sound understanding and bodily health, addressing no other petition.
1	part1	33	Religion and Customs of the Tartars (Chinese)	290	Below, on the floor, they have a statue named Natigai, considered as the god of terrestrial objects, or of whatever is produced on the earth.
1	part1	33	Religion and Customs of the Tartars (Chinese)	291	They suppose him to have a wife and children, and worship him in the same manner with incense, lifting their hands, and bending to the ground.
1	part1	33	Religion and Customs of the Tartars (Chinese)	292	They pray to him for good weather, plentiful crops, increase of family, and other such objects, They believe the soul to be so far immortal, that immediately after death it enters another body, and according as a man’s actions in this life have been virtuous or wicked, his future state will be progressively more or less fortunate.
1	part1	33	Religion and Customs of the Tartars (Chinese)	293	If he has been poor, yet acted worthily and respectably, he will be born anew, first of a lady, becoming himeelf a gentleman ; then of a woman of rank, becoming a nobleman, and he will continually ascend in the scale of existence till he becomes united with the divinity.
1	part1	33	Religion and Customs of the Tartars (Chinese)	294	Onthe contrary, if a gentleman’s son have acted unworthily, he will, at his next birth, become a clown, and at length a dog ; descending always to a condition more vile than the former.
1	part1	33	Religion and Customs of the Tartars (Chinese)	295	They converse courteously, accosting each other with politeness and with countenances expressive of pleasure ; they have a well-bred air, and a manner of eating particularly cleanly.
1	part1	33	Religion and Customs of the Tartars (Chinese)	296	The utmost reverence is shown to parents ; and should any child treat his with disrespect, or neglect to assist them, there is a public tribunal having for its especial object to punish the crime of -filial ingratitude.
1	part1	33	Religion and Customs of the Tartars (Chinese)	297	Malefactors, when found guilty, after being apprehended and thrown into prison, are strangled ; but such as remain till the expiry of three years, a time appointed by his majesty for a general release, are set at liberty, having however a brand fixed on one of the cheeks, by which they may be recognised.
1	part1	33	Religion and Customs of the Tartars (Chinese)	298	The great khan has prohibited all gambling and other species of fraud, to which this people are addicted beyond any other upon earth; and as a reason for this prohibition, he tells them in his edict, “ I subdued you by the power of my sword, and consequently whatever you possess belongs of right to me; in gambling, therefore, you sport with my property”.
1	part1	33	Religion and Customs of the Tartars (Chinese)	299	Yet he does not, by the right thus claimed, take any thing on an arbitrary principle.
1	part1	33	Religion and Customs of the Tartars (Chinese)	300	The orderly and regular manner in which all ranks present themselves before him deserves notice.
1	part1	33	Religion and Customs of the Tartars (Chinese)	301	On approaching within half a mile of his residence, they testify their reverence for his exalted rank by an humble, subdued, and quiet demeanour, so that not the least noise is heard, nor does any one call, or even speak aloud.
1	part1	33	Religion and Customs of the Tartars (Chinese)	302	Every man of rank carries with him, while he continues in the hall of audience, a vessel into which he spits, that he may not soil the floor; and having done so, he replaces the cover, and makes a bow.
1	part1	33	Religion and Customs of the Tartars (Chinese)	303	They usually take with them handsome buskins of white leather, and on reaching the court, before entering the hall, where they wait to be summoned by his majesty, put them on, giving those worn in walking to the care of the servants.
1	part1	33	Religion and Customs of the Tartars (Chinese)	304	This precaution is taken that they may not sully the beautiful carpets, curiously wrought with silk and gold, and exhibiting a variety of colours.
1	part1	34	Marco Polo’s Journey—The River Pulisangan and its beautiful Bridge	305	T have now to inform you that the great khan having sent Messer Marco as his ambassador into the western provinces, he departed from Kambalu, and travelled in that direction full four months.
1	part1	34	Marco Polo’s Journey—The River Pulisangan and its beautiful Bridge	306	You shall now hear all that he saw on that journey going and returning.
1	part1	34	Marco Polo’s Journey—The River Pulisangan and its beautiful Bridge	307	When a man leaves Kambalu and has gone ten miles, he finds a river called Pulisangan, which flows on to the ocean, and is crossed by many merchants with their goods, Over it is a grand stone bridge, which has not its equal in the world ; it is 300 paces long and eight broad, and ten horsemen can ride abreast over it.
1	part1	34	Marco Polo’s Journey—The River Pulisangan and its beautiful Bridge	308	It has twenty-four arches, supported by piers in the water, and is wholly of marble, finely wrought into columns in the manner that I will tell you.
1	part1	34	Marco Polo’s Journey—The River Pulisangan and its beautiful Bridge	309	At the head of the bridge is a column of marble, above and beneath which are beautifully carved lions of the same material, and about a pace distant is another column, with its lions, and between the two are slabs of gray marble, to secure passengers from falling into the water ; and the whole bridge thus formed is the most magnificent object in the world.
1	part1	35	The great City of Geo-gui	310	After leaving that bridge a man travels thirty miles westward, finding every where fine trees, villages, and inns, and then comes to a city which is named Geo-gui.
1	part1	35	The great City of Geo-gui	311	The country is rich in grain, the people are all idolaters ; they live by merchandise and the arts, making cloth of gold, as well as silk, and beautiful linen.
1	part1	35	The great City of Geo-gui	312	There are also numerous houses for the reception of strangers.
1	part1	35	The great City of Geo-gui	313	A mile beyond that city are two roads, one leading westward through Cathay, the other southward to the great province of Manji.
1	part1	35	The great City of Geo-gui	314	In riding westward through Cathay full ten days,t+ you find always handsome cities and castles, abundance of arts and merchandise, fine inns, trees, vines, and a civilized people.
1	part1	36	The Cities of Ta-in-fu and Pi-an-fa	315	At the end of this journey is a kingdom named Tain-fu,t with a capital of the same name.
1	part1	36	The Cities of Ta-in-fu and Pi-an-fa	316	It contains many arts and much merchandise, with a large supply of stores necessary for the imperial army.
1	part1	36	The Cities of Ta-in-fu and Pi-an-fa	317	The district presents numerous vineyards, and being the only part of Cathay where wine is made, supplies it to the surrounding provinces.
1	part1	36	The Cities of Ta-in-fu and Pi-an-fa	318	It yields also much silk, abounding in the trees on which the worms are fed.
1	part1	36	The Cities of Ta-in-fu and Pi-an-fa	319	A degree of civilisation prevails among all the people of this country, in consequence of their frequent intercourse with the numerous towns which lie very near each other.
1	part1	36	The Cities of Ta-in-fu and Pi-an-fa	320	The merchants are constantly carrying their goods from one to another, as fairs are successively held at each.
1	part1	36	The Cities of Ta-in-fu and Pi-an-fa	321	Five days’ journey beyond the ten already mentioned, there is said to be another city still larger and handsomer, named Achbaluch, where are the limits of his majesty’s hunting-ground, within which no person must sport, except princes of his family, and others whose names are inscribed on the grand falconer’s list ; beyond, all persons qualified by their rank have that liberty.
1	part1	36	The Cities of Ta-in-fu and Pi-an-fa	322	The khan scarcely ever follows the chase in this quarter; hence the wild animals, especially hares, multiply to such a degree, as to cause the destruction of all the growing corn.
1	part1	36	The Cities of Ta-in-fu and Pi-an-fa	323	This having come to his knowledge, he was induced to repair thither with his whole court, and prodigious quantities of game were then taken.
1	part1	36	The Cities of Ta-in-fu and Pi-an-fa	324	Leaving Ta-in-fu, and riding westward full seven days through very fine districts, amid numerous merchants, you find a large town, named Pi-an-fu,t supported by commerce and the silk manufacture.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	325	Two miles west of Pi-an-fu is a famous castle, named Caya-fu,t built anciently by a king named Dor.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	326	In this castle is a very beautiful palace, with a great hall, containing portraits, beautifully painted, of all the kings who formerly reigned in these provinces.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	327	Having mentioned this King Dor, I will tell you a curious story of what passed between him and Prester John.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	328	The two sovereigns being at war, Dor was in so strong a situation that the other could not reach him, and was therefore much chagrined ; upon which seven of his servants said that they would bring before him his adversary, and if he wished even alive.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	329	He said he should be very much obliged to them.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	330	Having obtained this permission, they went to the king and presented themselves as strangers desirous to serve him.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	331	He gave them an honourable welcome, and they began their duties with the utmost zeal, rendering themselves extremely acceptable.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	332	After they had remained two years, he became greatly attached to them, and confided in their love as if they had been his sons.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	333	Now hear what these wicked fellows did, and how difficult it is to find defence against a traitor.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	334	The king happened to go out on an excursion with a small number of persons, among whom were these seven.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	335	When they had passed a river distant from the palace, seeing that the king had not attendants enough to defend him, they laid hands on him, drew their swords, and threatened to kill him unless he instantly went along with them.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	336	He was greatly surprised, and said to them,—What mean you by this, my sons !
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	337	—what are you saying—whither do you wish me to go!
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	338	” They replied :—“ We wish you to come with us to Prester John, who is our master”.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	339	When Dor heard this, he almost died with grief, and said—“ ha!
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	340	my good friends, have I not honoured and treated you as children; why will you betray me into the hands of my enemy!
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	341	This would be a most wicked and disloyal action”.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	342	They replied that it must be so.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	343	They led him to their sovereign, who rejoiced greatly, and addressed the king in very rough language.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	344	He made no reply, not knowing what to answer; upon which, the other set him to keep his cattle, as a mark of disgrace and contempt, and during two years he performed this menial office.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	345	After that time Prester John was appeased, and resolved to spare his captive.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	346	He bestowed on him splendid regal vestments, paying him great honour, and saying,— Now own you were not a man capable of making war against me”.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	347	’ The king then replied,—“ Sire, I always knew that I was unable to contend with you; I repent much of my former bad conduct, and promise faithfully that I will always be your friend”.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	348	Then said the christian prince,— I will impose upon you no more hardship and grief; you shall receive favour and honour”.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	349	Having then supplied him with many horses handsomely equipped, and a numerous attendance, he permitted him to go.
1	part1	37	The Castle of Caya-fu—Story of its King and Prester John	350	Dor then returned to his kingdom, and from that time was a faithful friend and servant of Prester John.
1	part1	38	The great River Kara-moran, and the City Ca-cian-fu	351	Twenty miles westward from that castle is a river called Kara-moran,t so large and broad that it cannot be crossed by a bridge, and flows on even to the ocean.
1	part1	38	The great River Kara-moran, and the City Ca-cian-fu	352	On its banks are many cities and castles, likewise many merchants and manufactured goods; and in the country around ginger grows in great abundance.
1	part1	38	The great River Kara-moran, and the City Ca-cian-fu	353	The number of birds is wonderful, so that for a Venetian grosso one can buy three pheasants ; and after travelling three days, you find a noble city named Ca-cian-fu.
1	part1	38	The great River Kara-moran, and the City Ca-cian-fu	354	The people are idolaters, as likewise those of Cathay.
1	part1	38	The great River Kara-moran, and the City Ca-cian-fu	355	It is a city of great merchandise and many arts.
1	part1	38	The great River Kara-moran, and the City Ca-cian-fu	356	They have abundance of silk, with cloth of gold of all fashions.
1	part1	38	The great River Kara-moran, and the City Ca-cian-fu	357	I will go on to tell you of the capital of the kingdom.
1	part1	39	The City of Quen-gian-fu	358	When a man has left the city of Ca-cian-fu, and travelled eight days westward, he finds always cities and castles, merchandise and arts, pleasure-grounds and houses; and the whole country is full of mulberries, producing abundance of silk.
1	part1	39	The City of Quen-gian-fu	359	The men are idolaters and live by labouring the ground, hunting, and hawking.
1	part1	39	The City of Quen-gian-fu	360	At the end of the eight days he comes to the noble city of Quen-gian-fu,t capital of a kingdom anciently magnificent and powerful, and which had many noble and valiant kings.
1	part1	39	The City of Quen-gian-fu	361	At present the crown is held by Mangalu, a son of the greatkhan.
1	part1	39	The City of Quen-gian-fu	362	That city is rich in merchandise and manufactures, particularly of implements for the supply of an army; likewise every thing necessary for the subsistence of man.
1	part1	39	The City of Quen-gian-fu	363	The people are all idolaters.
1	part1	39	The City of Quen-gian-fu	364	Westward isa beautiful palace of King Mangalu, which I will describe to you.
1	part1	39	The City of Quen-gian-fu	365	It lies ina great plain watered by a river, as also by many lakes and fountains.
1	part1	39	The City of Quen-gian-fu	366	A wall five miles in circuit, surrounded with battlements, and well built, encloses this splendid edifice, having halls and chambers adorned with beaten gold.
1	part1	39	The City of Quen-gian-fu	367	Mangalu exercises his dominion with great justice, and is much beloved by his people ; the residents in the district enjoy great amusement in hawking and hunting.
1	part1	4	Description of the Battle	368	The great khan having assembled these forces, took his departure, and in twenty days came to a vast plain, where Nayan had assembled all his troops, amounting to 400,000 warriors.
1	part1	4	Description of the Battle	369	The khan took much care to scour the paths, and intercept all who could have carried the intelligence ; so that when he approached at dawn of day, the rebel was lying asleep in bed with a favourite wife, not having the least dread of his arrival, and, consequently, no guard on any side of the camp.
1	part1	4	Description of the Battle	370	Kublai then advanced, having a tower fixed upon four elephants, whereon were placed his ensigns, so that he could be seen by the whole army.
1	part1	4	Description of the Battle	371	His men, divided into bands of twenty thousand, surrounded in a moment the adverse force, each soldier having a footman on the crupper behind him, with a bow in his hand.
1	part1	4	Description of the Battle	372	When Nayan and his men saw their camp thus encircled by the khan and his host, they were seized with amaze ; yet they ran to arms, formed themselves in order of battle, and were soon prepared to strike.
1	part1	4	Description of the Battle	373	Then began the beating on many instruments, and singing with loud voices; for it is the custom of the Tartars, that until the horn termed naccar is winded the troops do not engage.
1	part1	4	Description of the Battle	374	But when that grand trumpet of the great khan was sounded, all the other performers began playing, and raising their voices very loud, making a noise that was truly most wonderful.
1	part1	4	Description of the Battle	375	Then the two armies rushed against each other with sword, spear, and lance, while the footmen were prepared with bow and quiver.
1	part1	4	Description of the Battle	376	The battle was fierce and cruel; the arrows filled the air like rain ; horses and horsemen were seen falling to the ground; and the tumult was such, that if Jove had thundered, he could not have been heard.
1	part1	4	Description of the Battle	377	Nayan was a baptized Christian, and therefore had the cross upon his standard.
1	part1	4	Description of the Battle	378	Never, in our day, was there so hard and terrible a combat, nor so many assembled on one field, especially of horsemen ; and the number who fell on both sides was fearful to behold.
1	part1	4	Description of the Battle	379	The battle continued from nine in the morning till midday ; but the great khan at last remained master of the field.
1	part1	4	Description of the Battle	380	When Nayan and his men saw that they could hold out no longer, they betook themselves to flight ; but it availed them nothing; he was taken, and all his troops surrendered.
1	part1	40	The Province of Cun-chin	381	A man departing from this palace travels three days west ward through a very fine plain, always finding villages and castles, with men living by merchandise and rearing silk in great abundance.
1	part1	40	The Province of Cun-chin	382	He then comes to great mountains and valleys belonging to the province of Cun-chin ;t the people are all idolaters, and subsist by agriculture and hunting, having many forests full of various wild animals.
1	part1	40	The Province of Cun-chin	383	Thus a man rides for twenty days through mountains, valleys, and woods, always finding cities, castles, and good inns.
1	part1	41	The Province of Achalech-Manji	384	After this journey, he enters a province named Achalech-Manji, entirely level, and full of cities and castles.
1	part1	41	The Province of Achalech-Manji	385	The people are all idolaters, and live by merchandise and art, and the province yields such a quantity of ginger, that it is distributed throughout Cathay, to the great profit of the inhabitants.
1	part1	41	The Province of Achalech-Manji	386	The land also yields rice, wheat, and other grain, and is rich in all productions.
1	part1	41	The Province of Achalech-Manji	387	The principal country is called AchalechManji, which means in our language one of the borders of Manji.
1	part1	41	The Province of Achalech-Manji	388	This plain lasts for two days, and we then travel twenty through mountains, valleys, and woods, seeing many cities and castles.
1	part1	41	The Province of Achalech-Manji	389	These people are idolaters, and live on the fruits of the earth and the flesh of birds and beasts; for there are abundance of lions, bears, wolves, stags, deer, and particularly of those animals which yield the musk.
1	part1	42	The Province and City of Sin-din-fu	390	When a man has left this country and travelled twenty days westward, he approaches a province on the borders of Manji named Sin-din-fu.
1	part1	42	The Province and City of Sin-din-fu	391	The capital, bearing the same name, was anciently very great and noble, governed by a mighty and wealthy sovereign.
1	part1	42	The Province and City of Sin-din-fu	392	He died, leaving three sons, who divided the city into three parts, and each enclosed his portion with a wall, which was within the great wall of twenty miles in circuit.
1	part1	42	The Province and City of Sin-din-fu	393	They ranked still as kings, and had ample possessions ; but the great khan overcame them, and took full possession of their territory.
1	part1	42	The Province and City of Sin-din-fu	394	Through the city, a large river of fresh water, abounding with fish, passes and flows on to the ocean, distant eighty or a hundred days’ journey ; it is called Quian-su.
1	part1	42	The Province and City of Sin-din-fu	395	On that current is a very great number of cities and castles, and such a multitude of ships, as no one who has not seen could possibly believe.
1	part1	42	The Province and City of Sin-din-fu	396	Equally wonderful is the quantity of merchandise conveyed ; indeed it is so broad as to appear a sea and not a river.
1	part1	42	The Province and City of Sin-din-fu	397	Within the city, it is crossed by a bridge, wholly of marble, half a mile long and eight paces broad ; the upper part is supported by marble columns, and richly painted ; and upon it are many houses where merchants expose goods for sale ; but these are set up in the morning and taken down in the evening.
1	part1	42	The Province and City of Sin-din-fu	398	At one of them, larger than the others, stands the chamberlain of the khan, who receives the duty on the merchandise sold, which is worth annually a thousand golden bezants.
1	part1	42	The Province and City of Sin-din-fu	399	The inhabitants are all idolaters ; and from that city a man goes five days’ journey through castles, villages, and scattered houses.
1	part1	42	The Province and City of Sin-din-fu	400	The people subsist by agriculture, and the tract abounds with wild beasts.
1	part1	42	The Province and City of Sin-din-fu	401	There are also large manufactures of gauzes and cloth of gold.
1	part1	42	The Province and City of Sin-din-fu	402	After travelling these five days, he comes to Thibet.
1	part1	43	The Province of Thibet	403	This is a very large province; the men have a language of their own, and are idolaters.
1	part1	43	The Province of Thibet	404	They border upon Manji and many other countries, and are very great robbers ; the extent is such, that it contains eight kingdoms and many cities and castles.
1	part1	43	The Province of Thibet	405	There are also extensive rivers, lakes, and mountains, where is found a vast quantity of gold.
1	part1	43	The Province of Thibet	406	Cinnamon and coral occur, which last is very dear, because they place it round the neck of their women and their idols, and hold it asa precious jewel.
1	part1	43	The Province of Thibet	407	Here are made camlets, and other cloths of silk and gold.
1	part1	43	The Province of Thibet	408	There are very skilful enchanters and astrologers, but extremely wicked men, who perform works of the devil, which it were unlawful to relate, they would strike with such amazement.
1	part1	43	The Province of Thibet	409	They have mastiff dogs as largeas asses, and excellent in taking wild animals.
