Unnamed: 0	chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	VerbNet Travel	VerbNet Narrate
265	3	PART 1	20	Hindoo Customs and Superstitions	266	The merchants who import them wish this to happen, and are therefore careful not to introduce the cure.				wish,happen,introduce	wish,happen,introduce		
266	3	PART 1	20	Hindoo Customs and Superstitions	267	Another custom is, that when a man has committed a crime, and is condemned to die, he expresses a wish to devote himself in honour of a certain divinity, to which the king consents.				committed,condemned,die,devote	committed,condemned,die,devote		
267	3	PART 1	20	Hindoo Customs and Superstitions	268	"Then his relations and friends place him on a wagon, giving him twelve knives, and lead him through the city, calling out, "" This brave man is about to kill himself for the love of the great idol."""				giving,lead,calling,kill	giving,lead,calling,kill		
268	3	PART 1	20	Hindoo Customs and Superstitions	269	"When they come to the place of execution, he takes a knife and cries aloud, "" I kill myself for the love of such a deityù""."							
269	3	PART 1	20	Hindoo Customs and Superstitions	270	He then, with different knives, strikes himself in one arm, then in the other, next in the stomach, and so on till he expires, when the relations burn his body with great joy.							
270	3	PART 1	20	Hindoo Customs and Superstitions	271	I must tell you another custom of this country, that when a man is dead, and his body burned, his wife throws herself into the fire with her lord ; 				tell,burned	tell,burned		tell
271	3	PART 1	20	Hindoo Customs and Superstitions	272	she is then much praised by the people, and many ladies follow the example.				praised	praised		
272	3	PART 1	20	Hindoo Customs and Superstitions	273	The men also of this kingdom adore idols, and many worship the ox, saying, he is a valuable animal, and on no account would they kill him, or eat his flesh.				saying,kill,eat	saying,kill,eat		saying
273	3	PART 1	20	Hindoo Customs and Superstitions	274	Yet there is a race named gaui who eat it, butas they dare not slay the animal, they use only those that die a natural or accidental death.				named,slay	named,slay		
274	3	PART 1	20	Hindoo Customs and Superstitions	275	All the people, too, anoint their houses with its dung.				anoint	anoint		
275	3	PART 1	20	Hindoo Customs and Superstitions	276	"It is the custom also that the king, barons, and other persons sit upon the ground, and when asked why they decline a more honourable seat, they say, "" We came from earth, and must return to it, and cannot too much honour this common motherù."""				asked,came,return	asked,came,return	came,return	
276	3	PART 1	20	Hindoo Customs and Superstitions	277	These gaui who eat beef are the persons by whose ancestors St Thomas the apostle was killed; 		St Thomas		was,killed	was,killed		
277	3	PART 1	20	Hindoo Customs and Superstitions	278	hence none of this lineage can enter the place where he lies buried, nor could twenty men force them in, nor ten hold them there, on account of the virtue of that sacred body.				enter,buried,force	enter,buried,force	enter	
278	3	PART 1	20	Hindoo Customs and Superstitions	279	In this country there grows no grain but rice.							
279	3	PART 1	20	Hindoo Customs and Superstitions	280	It is remarkable that large fine horses in process of breeding produce only ponies with twisted legs, unfit for riding, and good for nothing.				breeding,riding	breeding,riding		
280	3	PART 1	20	Hindoo Customs and Superstitions	281	The people go to battle with lance and shield, entirely naked ;							
281	3	PART 1	20	Hindoo Customs and Superstitions	282	 yet are they not valiant and courageous, but mean and cowardly.				mean	mean		
282	3	PART 1	20	Hindoo Customs and Superstitions	283	They kill no animals of any description ; 							
283	3	PART 1	20	Hindoo Customs and Superstitions	284	but when they wish to eat their flesh, make them be slain by the Saracens and other nations, whose laws and customs are different.				eat,be,slain	eat,be,slain		
284	3	PART 1	20	Hindoo Customs and Superstitions	285	Both men and women wash the whole body in water twice every day, morning and evening, and till then will neither eat nor drink.				eat,drink	eat,drink		
285	3	PART 1	20	Hindoo Customs and Superstitions	286	He who omits this observance is regarded as we do a heretic.				regarded	regarded		
286	3	PART 1	20	Hindoo Customs and Superstitions	287	Very severe justice is executed upon those who commit murder or any other trespass.				executed	executed		
287	3	PART 1	20	Hindoo Customs and Superstitions	288	When a creditor has repeatedly applied for payment and been deceived by fallacious promises, he takes the following course.				applied,been,deceived,following	applied,been,deceived,following		
288	3	PART 1	20	Hindoo Customs and Superstitions	289	He draws a circle round the debtor, who dares not move beyond it, till he has either made payment or given good security ; 				move,made,given	move,made,given		
289	3	PART 1	20	Hindoo Customs and Superstitions	290	and should he attempt to escape, he becomes liable to capital punishment.				attempt,escape	attempt,escape	escape	
290	3	PART 1	20	Hindoo Customs and Superstitions	291	Marco himself, when returning homeward through this country, was eyewitness to a remarkable transaction of this nature.		Marco		returning,was	returning,was	returning	
291	3	PART 1	20	Hindoo Customs and Superstitions	292	The king owed a sum of money to a foreign merchant, and being frequently solicited, he put him off with empty promises.				owed,being,solicited,put	owed,being,solicited,put		
292	3	PART 1	20	Hindoo Customs and Superstitions	293	One day, when his majesty was riding out, the creditor took the opportunity of describing such a circle round his person.				was,riding,took,describing	was,riding,took,describing		
293	3	PART 1	20	Hindoo Customs and Superstitions	294	On seeing what had been done, the monarch immediately stopped, and did not move from the spot till the demand was satisfied.				seeing,had,been,done,stopped,did,move,was,satisfied	seeing,had,been,done,stopped,did,move,was,satisfied		
294	3	PART 1	20	Hindoo Customs and Superstitions	295	The people viewed with admiration this conduct, and pronounced their sovereign well entitled to the epithet of just.				viewed,pronounced,entitled	viewed,pronounced,entitled		
295	3	PART 1	20	Hindoo Customs and Superstitions	296	Most persons abstain from drinking wine, and reject the testimony or guarantee of those who indulge in it ;							
296	3	PART 1	20	Hindoo Customs and Superstitions	297	also of mariners, accounted a reckless and desperate race.				accounted	accounted		
297	3	PART 1	20	Hindoo Customs and Superstitions	298	Dissolute conduct is practised without censure.				practised	practised		
298	3	PART 1	20	Hindoo Customs and Superstitions	299	The heat is wonderful, and is the cause of their going naked.				going	going	going	
299	3	PART 1	20	Hindoo Customs and Superstitions	300	No rain falls except in June, July, and August, and were not the air cooled by showers during these three months, it would be impossible to live.				were,cooled,be,live	were,cooled,be,live		
300	3	PART 1	20	Hindoo Customs and Superstitions	301	Many are skilled in an art which they call physiognomy, which consists in knowing men or women, their qualities good or bad, by merely seeing them.				knowing,seeing	knowing,seeing		
301	3	PART 1	20	Hindoo Customs and Superstitions	302	They regard augury beyond any people in the world ; 							
302	3	PART 1	20	Hindoo Customs and Superstitions	303	for, I assure you, if a man sets out on a journey, and meets an omen deemed unlucky, he often turns back.				deemed	deemed		
303	3	PART 1	20	Hindoo Customs and Superstitions	304	Whenever a boy or girl is born, the father or mother causes the nativity to be written out, the day, month, and hour, and these are interpreted by astrologers learned in enchantment and the magical art.				born,be,written,interpreted,learned	born,be,written,interpreted,learned		written
304	3	PART 1	20	Hindoo Customs and Superstitions	305	As soon as a son attains the age of thirteen, he is set at liberty, and no longer allowed to remain in his father's house.				set,allowed,remain	set,allowed,remain		
305	3	PART 1	20	Hindoo Customs and Superstitions	306	He receives from twenty to twenty-four groats of their money, and is then considered capable of earning his own subsistence by some trade.				considered,earning	considered,earning		
306	3	PART 1	20	Hindoo Customs and Superstitions	307	These boys, accordingly, run about in all directions throughout the day, buying and selling.							
307	3	PART 1	20	Hindoo Customs and Superstitions	308	During the pearl-fishery, they frequent the beach and purchase from the fishermen five or six small ones, which they carry to the merchant, who, on account of the heat, has remained seated in his house.				remained,seated	remained,seated		
308	3	PART 1	20	Hindoo Customs and Superstitions	309	They tell him what they have paid, and demand a reasonable profit, which he usually gives.				paid,demand	paid,demand		
309	3	PART 1	20	Hindoo Customs and Superstitions	310	The day's business being over, they carry provision to their mothers, who prepare and dress it for their dinner ; 				being	being		
310	3	PART 1	20	Hindoo Customs and Superstitions	311	but they do not depend at all on their father for a maintenance.				depend	depend		
311	3	PART 1	20	Hindoo Customs and Superstitions	312	Here, and throughout all India, the birds and beasts are different from ours, except one bird, which is the quail.			India				
312	3	PART 1	20	Hindoo Customs and Superstitions	313	They have also bald owls, which fly in the night ; 							
313	3	PART 1	20	Hindoo Customs and Superstitions	314	they have neither wings nor feathers, and are as large as an eagle.							
314	3	PART 1	20	Hindoo Customs and Superstitions	315	The eagles are black like crows, larger than ours, expert both at flying and hawking.				flying,hawking	flying,hawking	flying	
315	3	PART 1	20	Hindoo Customs and Superstitions	316	Another thing worth mentioning is, that they feed their horses with flesh and many other dishes cooked with rice.				mentioning,cooked	mentioning,cooked		mentioning
316	3	PART 1	20	Hindoo Customs and Superstitions	317	Their monasteries are filled with idols, to whom many young girls are devoted by their parents.				filled,devoted	filled,devoted		
317	3	PART 1	20	Hindoo Customs and Superstitions	318	They must go to the monastery whenever required by the superior, which is usually several times a-week.				go,required	go,required	go	
318	3	PART 1	20	Hindoo Customs and Superstitions	319	They there sing, dance, and make great rejoicings.				sing,dance,make	sing,dance,make		
319	3	PART 1	20	Hindoo Customs and Superstitions	320	These young ladies also prepare savoury dishes of flesh and other food, which they carry to the sanctuary, and place before the idol as much as would make a good meal for a great lord.				make	make		
320	3	PART 1	20	Hindoo Customs and Superstitions	321	They then dance, sing, and rejoice, till time has been given for him to feed on the substance of the meat, when they take and eat it themselves, with great rejoicing.				dance,sing,rejoice,been,given,feed	dance,sing,rejoice,been,given,feed		
321	3	PART 1	20	Hindoo Customs and Superstitions	322	These ladies, who are very numerous, continue the same mode of life till after their marriage.							
322	3	PART 1	20	Hindoo Customs and Superstitions	323	Having given you this full account of the manners, customs, and doings of this kingdom, we shall depart and tell of another, named Mutfili.			Mutfili	Having,given,depart,tell,named	Having,given,depart,tell,named	depart	tell
323	3	PART 1	21	Masulipatam-Diamonds of Golconda	324	At this kingdom we arrive after departing from Maabar and travelling northward about a thousand miles.	Mutfili		Maabar	departing,travelling	departing,travelling	departing	
324	3	PART 1	21	Masulipatam-Diamonds of Golconda	325	It is subject to a queen of great wisdom, whose husband died forty years ago, and her love to him was such that she has never married another.				died,was,married	died,was,married		
325	3	PART 1	21	Masulipatam-Diamonds of Golconda	326	During this whole term, she has ruled the nation with great equity, and been beloved beyond measure by her people.				ruled,been	ruled,been		
326	3	PART 1	21	Masulipatam-Diamonds of Golconda	327	They are idolaters and independent ; 							
327	3	PART 1	21	Masulipatam-Diamonds of Golconda	328	they live on rice, flesh, and milk.							
328	3	PART 1	21	Masulipatam-Diamonds of Golconda	329	In this kingdom, you must know, is found the diamond ; 				know,found	know,found		
329	3	PART 1	21	Masulipatam-Diamonds of Golconda	330	there are several mountains, among which, during rain, water flows with great turbulence, and through wide caverns; 							
330	3	PART 1	21	Masulipatam-Diamonds of Golconda	331	and when the shower ceases, men search through the ground previously inundated, and find the gems. 				inundated,find	inundated,find		
331	3	PART 1	21	Masulipatam-Diamonds of Golconda	332	In summer, there is not a drop of water, and the heat can scarcely be endured, while fierce and venomous serpents inspire great fear; 				be,endured	be,endured		
332	3	PART 1	21	Masulipatam-Diamonds of Golconda	333	yet those who venture thither discover valuable diamonds.				discover	discover		
333	3	PART 1	21	Masulipatam-Diamonds of Golconda	334	There is also an extensive and deep valley, so enclosed by rocks as to be quite inaccessible; 				enclosed,be	enclosed,be		
334	3	PART 1	21	Masulipatam-Diamonds of Golconda	335	but the people throw in pieces of flesh, to which the diamonds adhere.							
335	3	PART 1	21	Masulipatam-Diamonds of Golconda	336	Now you must observe, there are a number of white eagles, which, when they see the flesh in the bottom of the valley, fly thither, seize and carry it to different spots.				observe,seize,carry	observe,seize,carry		observe
336	3	PART 1	21	Masulipatam-Diamonds of Golconda	337	The men are on the watch, and as soon as they see the bird with the spoil in its mouth, raise loud cries, when, being terrified, it flies away and drops the meat, which they take up, and find the diamond attached.				raise,being,terrified,find,attached	raise,being,terrified,find,attached		
337	3	PART 1	21	Masulipatam-Diamonds of Golconda	338	Even when the prey has been swallowed, they watch where the excrement is voided, and obtain in this way not a few jewels.				been,swallowed,voided,obtain	been,swallowed,voided,obtain		
338	3	PART 1	21	Masulipatam-Diamonds of Golconda	339	Now this is the only country in the world containing these precious stones ; and do not suppose that the best come to our christian countries ;				containing,suppose,come	containing,suppose,come	come	
339	3	PART 1	21	Masulipatam-Diamonds of Golconda	340	 they are carried to the great khan and other lords of those regions, whose ample treasure enables them to purchase.		Khan		carried,purchase	carried,purchase		
340	3	PART 1	21	Masulipatam-Diamonds of Golconda	341	I must mention, too, that here are made the most beautiful and valuable cotton cloths in the world ; also the thinnest and most delicate, resembling our spiders' webs.				mention,made,resembling	mention,made,resembling		mention
341	3	PART 1	21	Masulipatam-Diamonds of Golconda	342	They have abundance of animals, and the largest sheep in the world, with plentiful subsistence of everykind.							
342	3	PART 1	21	Masulipatam-Diamonds of Golconda	343	I must now describe the place containing the body of the apostle St Thomas.		St Thomas		describe,containing	describe,containing		
343	3	PART 1	22	St Thomas (Madras), Legends respecting him	344	This is in a small town of Maabar, containing few inhabitants, and seldom visited by merchants, there being little trade, and the roads difficult.	St Thomas 		Maabar	containing,visited,being	containing,visited,being		
344	3	PART 1	22	St Thomas (Madras), Legends respecting him	345	Many Christians and Saracens, however, resort thither in pilgrimage: the latter esteem him a great saint, and even assert that he was a Mohammedan.		Mohammedan		assert,was	assert,was		
345	3	PART 1	22	St Thomas (Madras), Legends respecting him	346	But I will now relate a wonder.				relate	relate		relate
346	3	PART 1	22	St Thomas (Madras), Legends respecting him	347	The Christians, who repair to that shrine, take from the place a red earth, carry it into their country, and give a small portion to any person sick of a fever, who is presently cured.				take,give,cured	take,give,cured		
347	3	PART 1	22	St Thomas (Madras), Legends respecting him	348	But I have now a miracle to tell ; 				tell	tell		tell
348	3	PART 1	22	St Thomas (Madras), Legends respecting him	349	for about the year 1288, a baron of this district had a great quantity of rice, and filled with it all the houses around the church.				had,filled	had,filled		
349	3	PART 1	22	St Thomas (Madras), Legends respecting him	350	The pilgrims having thus no place to lodge, prayed him much to desist ; 				having,lodge,prayed,desist	having,lodge,prayed,desist		
350	3	PART 1	22	St Thomas (Madras), Legends respecting him	351	but being fierce and proud, he paid no regard to their entreaty.				being,paid	being,paid		
351	3	PART 1	22	St Thomas (Madras), Legends respecting him	352	"Next night, accordingly, Messer St Thomas appeared to him with a fork in his hand, which he thrust forcibly against his throat, causing severe pain, and saying, "" If you do not forthwith empty my houses, you shall die an evil deathù."""		Messer St Thomas		appeared,thrust,causing,saying,die	appeared,thrust,causing,saying,die		saying
352	3	PART 1	22	St Thomas (Madras), Legends respecting him	353	He disappeared, and the baron rose early in the morning, related the apparition, and caused all the buildings to be emptied.				disappeared,rose,caused,be,emptied	disappeared,rose,caused,be,emptied	rose	
353	3	PART 1	22	St Thomas (Madras), Legends respecting him	354	The Christians greatly rejoiced, and honoured this great apostle.				rejoiced,honoured	rejoiced,honoured		
354	3	PART 1	22	St Thomas (Madras), Legends respecting him	355	I could relate other wonderful cures effected on persons labouring under various bodily infirmities; 				relate,effected,labouring	relate,effected,labouring		relate
355	3	PART 1	22	St Thomas (Madras), Legends respecting him	356	but I will now merely describe his death.				describe	describe		
356	3	PART 1	22	St Thomas (Madras), Legends respecting him	357	He had left his hermitage in the wood, and was engaged in prayer, while around were a number of peacocks, which are more numerous here than elsewhere in the world.				had,left,was,engaged,were	had,left,was,engaged,were	left	
357	3	PART 1	22	St Thomas (Madras), Legends respecting him	358	Now an idolatrous Gaui, aiming at one of these birds, let fly an arrow without seeing the saint, whom, however, it struck on the right side ; 				aiming,let,fly,seeing,struck	aiming,let,fly,seeing,struck	fly	
358	3	PART 1	22	St Thomas (Madras), Legends respecting him	359	and finding himself thus wounded, he very mildly adored his Creator, and soon after expired.				finding,wounded,adored,expired	finding,wounded,adored,expired		
359	3	PART 1	22	St Thomas (Madras), Legends respecting him	360	But before coming hither, he had converted many people in Nubia,as I will afterwards narrate.			Nubia	coming,had,converted,narrate	coming,had,converted,narrate	coming	narrate
360	3	PART 1	22	St Thomas (Madras), Legends respecting him	361	When a child in this province is born, they anoint him every day with the oil of sesame, which makes him become blacker than at birth; 				born,become	born,become		
361	3	PART 1	22	St Thomas (Madras), Legends respecting him	362	for whoever is most deeply tinted is honoured in proportion.				honoured	honoured		
362	3	PART 1	22	St Thomas (Madras), Legends respecting him	363	Indeed, these people paint their god and all their idols black, and their devils white as snow.							
363	3	PART 1	22	St Thomas (Madras), Legends respecting him	364	The men, when they go to battle, place such faith in the ox as a holy thing, that they take the hair of the wild bull, and if they fight on a horse, attach it to the neck ; if on foot, to their shield ; thinking themselves thus better secured against every danger.				thinking,secured	thinking,secured		
364	3	PART 1	22	St Thomas (Madras), Legends respecting him	365	Hence, the hair of this animal sells at a considerable price.							
365	3	PART 1	23	Lar ; the Bramins	366	Lar is a province lying westward of this place, and thence came originally all the Abraiamain in the world.	Lar		Lar	lying,came	lying,came	came	
366	3	PART 1	23	Lar ; the Bramins	367	These are the best and most honest of all merchants, and would not on any account tell a lie.				tell	tell		tell
367	3	PART 1	23	Lar ; the Bramins	368	They neither eat flesh nor drink wine, are faithful to their wives, and lead every way very virtuous lives.				lead	lead		
368	3	PART 1	23	Lar ; the Bramins	369	They take nothing from any one, and do nothing that could be considered a sin.				be,considered	be,considered		
369	3	PART 1	23	Lar ; the Bramins	370	They are all known by a silk thread worn over the shoulder, and tied beneath the opposite arm, so that it passes across both the breast and back.				known,worn,tied	known,worn,tied		
370	3	PART 1	23	Lar ; the Bramins	371	They have a rich king, who readily purchases precious stones, and enjoins that the merchants shall offer to him all the pearls brought from Maabar, for which he pays double the cost.			Maabar	offer,brought	offer,brought		
371	3	PART 1	23	Lar ; the Bramins	372	They therefore procure them in large quantities.				procure	procure		
372	3	PART 1	23	Lar ; the Bramins	373	They are idolaters,and regard omens from birds and beasts more than any other nation in the world.							
373	3	PART 1	23	Lar ; the Bramins	374	I will tell you one of their customs: when one wishes to treat for any merchandise, he rises and observes his shadow in the sun ; 				tell,treat	tell,treat		tell
374	3	PART 1	23	Lar ; the Bramins	375	and if it be of the due length, on that day, according to certain rules, he makes his bargain ; 				be,according	be,according		
375	3	PART 1	23	Lar ; the Bramins	376	but if it be not long enough, he will not buy a single article.				be,buy	be,buy		
376	3	PART 1	23	Lar ; the Bramins	377	If they go to a house for this purpose, and see one of the animals named tarantula, which here greatly abound, they observe if it comes to them from a lucky quarter, in which case they buy ; 				see,named	see,named		
377	3	PART 1	23	Lar ; the Bramins	378	but if otherwise, they give up the transaction and go away.				go	go	go	
378	3	PART 1	23	Lar ; the Bramins	379	Nay, I assure you, if one leaving his house hears a man sneeze in a manner that does not appear lucky, he stops and re-enters.				leaving,sneeze,appear	leaving,sneeze,appear	leaving	
379	3	PART 1	23	Lar ; the Bramins	380	Even if on his road he sees a swallow approaching from the right or left, in an unlucky manner, he returns.				swallow,approaching,left	swallow,approaching,left	approaching,left	
380	3	PART 1	23	Lar ; the Bramins	381	Their teeth are very good, through the use of an herb, which makes them look extremely well, and is very salutary.				look	look		
381	3	PART 1	23	Lar ; the Bramins	382	They never bleed from the vein or any other part, yet perfectly preserve their health.				preserve	preserve		
382	3	PART 1	23	Lar ; the Bramins	383	There are among them an order named cuigui, who live to an extraordinary age, even 150 or 200 years, yet can perform all the service of the monastery and idols as well as younger men.				named,perform	named,perform		
383	3	PART 1	23	Lar ; the Bramins	384	This is owing to their great abstinence in eating and drinking ; 				owing	owing		
384	3	PART 1	23	Lar ; the Bramins	385	for they subsist mostly on rice and milk.							
385	3	PART 1	23	Lar ; the Bramins	386	They mingle also quick silver and sulphur, making a beverage which they drink from their infancy, saying that it lengthens their lives.				making,saying	making,saying		saying
386	3	PART 1	23	Lar ; the Bramins	387	There is also in this kingdom a religious order of more rigid cuigui, observing the strictest abstinence, leading a very rude and severe life, and going perfectly naked.				observing,leading,going	observing,leading,going	going	observing
387	3	PART 1	23	Lar ; the Bramins	388	They adore the ox, and many wear on their forehead a small effigy of one in copper or bronze gilded.							
388	3	PART 1	23	Lar ; the Bramins	389	They also burn the dung, and reduce it to a powder, with which they reverentially anoint many parts of their body, as Christians use holy water.				reduce	reduce		
389	3	PART 1	23	Lar ; the Bramins	390	They eat neither from spoon nor platter, but from large leaves, mostly of the apple of paradise.							
390	3	PART 1	23	Lar ; the Bramins	391	Even these must be dry ; 				be	be		
391	3	PART 1	23	Lar ; the Bramins	392	for if green, they are said to have a soul, which it would be sin to kill; 				said,have,be,kill	said,have,be,kill		said
392	3	PART 1	23	Lar ; the Bramins	393	and they would rather die than commit towards any animal an action believed unlawful.				die,commit,believed	die,commit,believed		
393	3	PART 1	23	Lar ; the Bramins	394	When asked why they feel no shame in going naked, they say, because they wish to have nothing belonging to this world, which they entered without clothing ; 				asked,going,have,belonging,entered	asked,going,have,belonging,entered	going,entered	
394	3	PART 1	23	Lar ; the Bramins	395	and committing no sin, they have no reason to be ashamed.				committing,be	committing,be		
395	3	PART 1	23	Lar ; the Bramins	396	Besides, they kill no living creature, neither fly nor flea, nor hog nor worm, considering they have souls.				considering	considering		
396	3	PART 1	23	Lar ; the Bramins	397	They will sleep on the earth without any covering, whence it is a great wonder they do not die, much more that they enjoy so long a life.				sleep,covering,whence,die	sleep,covering,whence,die		
397	3	PART 1	23	Lar ; the Bramins	398	They fast the whole year round, drinking only water.				drinking	drinking		
398	3	PART 1	23	Lar ; the Bramins	399	Some reside in the monastery to serve the gods;				serve	serve		
399	3	PART 1	23	Lar ; the Bramins	400	 but before admission they undergo the following trial.				following	following		
400	3	PART 1	23	Lar ; the Bramins	401	The young girls offered to the idols caress these new candidates, and endeavour variously to entertain them.				offered,entertain	offered,entertain		
401	3	PART 1	23	Lar ; the Bramins	402	Such as appear to take any pleasure in these endearments, are rejected as unworthy ; 				take,rejected	take,rejected		
402	3	PART 1	23	Lar ; the Bramins	403	but if they show themselves totally indifferent, they are then retained.				retained	retained		
403	3	PART 1	23	Lar ; the Bramins	404	Such are the customs of these cruel and perfidious idolaters, who burn the bodies of their dead, because otherwise they would breed worms, which after eating the flesh would starve, and thus involve in great sin the soul to which the body belonged.				breed,eating,starve,involve,belonged	breed,eating,starve,involve,belonged		
404	3	PART 1	23	Lar ; the Bramins	405	But I will now cease saying any more about them.				cease,saying	cease,saying		saying
405	3	PART 1	24	City of Cail	406	Cail is a great and noble city, belonging to Asciar, eldest of the five brother-kings.	Cail	Asciar	Cail	belonging	belonging		
406	3	PART 1	24	City of Cail	407	Its port is frequented by all the ships from the west, Curmos, Quisci, Aden, and the whole of Arabia, laden with merchandise and horses.			Curmos, Quisci, Aden, Arabia	frequented	frequented		
407	3	PART 1	24	City of Cail	408	The merchants bring them hither as to a good market, frequented by purchasers from other quarters.				frequented	frequented		
408	3	PART 1	24	City of Cail	409	The king possesses immense treasures, and wears many precious stones.							
409	3	PART 1	24	City of Cail	410	He rules his nation very justly and uprightly, for which cause the merchants frequent it, and afford him great profit.				afford	afford		
410	3	PART 1	24	City of Cail	411	He has three hundred wives and upwards, holding it a high honour to increase their number.				holding,increase	holding,increase		
411	3	PART 1	24	City of Cail	412	When discord arises among the five brother-kings, their mother, who is still alive, rushes between them, and will not allow them to fight.				allow,fight	allow,fight		
412	3	PART 1	24	City of Cail	413	"Often, when they will not yield to her prayer, and are about to engage, she takes a knife and says, ""If you will not renounce this quarrel, I will kill myself presently, and cut away the paps with which I gave you milk."""				yield,engage,renounce,quarrel,kill,cut,gave	yield,engage,renounce,quarrel,kill,cut,gave		
413	3	PART 1	24	City of Cail	414	When the sons see this great piety in their mother, they feel themselves bound to make peace.				bound,make	bound,make		
414	3	PART 1	24	City of Cail	415	But as soon as she is dead, they cannot fail to quarrel and destroy each other.				fail,quarrel,destroy	fail,quarrel,destroy		
415	3	PART 1	24	City of Cail	416	All the natives here, as well as generally throughout India, have continually in their mouths the leaf called tembul.			India	called	called		
416	3	PART 1	24	City of Cail	417	It affords them gratification, and its use has become quite habitual ;				become	become		
417	3	PART 1	24	City of Cail	418	 after chewing they spit out the moisture.				chewing	chewing		
418	3	PART 1	24	City of Cail	419	The rich mix it with camphor and other aromatic drugs, and even with quick-lime.							
419	3	PART 1	24	City of Cail	420	When any one wishes to insult another in the grossest manner, he spits this juice in his face.							
420	3	PART 1	24	City of Cail	421	The injured party then hastens to the king, and declares his wish to decide the quarrel by combat.				decide,quarrel	decide,quarrel		
421	3	PART 1	24	City of Cail	422	His majesty furnishes him with a sword and small shield ;							
422	3	PART 1	24	City of Cail	423	and all the people assemble as spectators of the conflict, which is only terminated by the death of one of the parties.				terminated	terminated		
423	3	PART 1	24	City of Cail	424	They are not, however, allowed to strike with the point of the sword.				allowed,strike	allowed,strike		
424	3	PART 1	24	City of Cail	425	Now let us depart and tell you of the kingdom of Coilon.			Coilon	let,depart,tell	let,depart,tell	depart	tell
425	3	PART 1	25	Kingdom of Coilon	426	After departing from Maabar, and going south-west 500 miles, you arrive at Coilon.	Coilon		Maabar,Coilon	departing,going	departing,going	departing,going	
426	3	PART 1	25	Kingdom of Coilon	427	The people are idolaters, yet among them are Christians and Jews.							
427	3	PART 1	25	Kingdom of Coilon	428	They have languages of their own, and a king tributary to no one.							
428	3	PART 1	25	Kingdom of Coilon	429	In this territory grows extremely good brazil-wood, called coilomin.				called	called		
429	3	PART 1	25	Kingdom of Coilon	430	Pepper greatly abounds, being collected in the months of May, June, and July; 				being,collected	being,collected		
430	3	PART 1	25	Kingdom of Coilon	431	the trees are carefully planted and irrigated.				planted,irrigated	planted,irrigated		
431	3	PART 1	25	Kingdom of Coilon	432	Indigo also is very plentiful and good, being made of an herb which they place in a great vessel, then pour in water, and leave it till the juice is given out.				being,made,leave,given	being,made,leave,given	leave	
432	3	PART 1	25	Kingdom of Coilon	433	Being then placed in the hot sun, it boils, acquires consistence, and becomes what we see.				Being,placed	Being,placed		
433	3	PART 1	25	Kingdom of Coilon	434	In this country the heat of the sun can scarcely be endured ;				be,endured	be,endured		
434	3	PART 1	25	Kingdom of Coilon	435	if you put an egg into any river, it will be boiled before you have gone any great distance.				be,boiled,gone	be,boiled,gone	gone	
435	3	PART 1	25	Kingdom of Coilon	436	Hither resort many merchants from Manji, Arabia, and the Levant, bringing quantities of goods, and carrying away those of the country.			Manji, Arabia,Levant	bringing,carrying	bringing,carrying		
436	3	PART 1	25	Kingdom of Coilon	437	There are various animals different from all others in the world; such as a black lion, without either spot or mark ; parrots of numerous kinds, some white as snow, with red beak and feet ; others red and white, most lovely ; and some extremely small, and also very beautiful.							
437	3	PART 1	25	Kingdom of Coilon	438	The peacocks are much larger, handsomer, and of a different species from ours.							
438	3	PART 1	25	Kingdom of Coilon	439	The domestic fowls are also peculiar; in short, they have all things, fruits, beasts, and birds, dissimilar to ours, and both handsomer and better.							
439	3	PART 1	25	Kingdom of Coilon	440	They have no grain but rice, and make a wine from sugar, which is good, and intoxicates sooner than that from grapes.				make	make		
440	3	PART 1	25	Kingdom of Coilon	441	Every thing necessary to support life abounds.				support	support		
441	3	PART 1	25	Kingdom of Coilon	442	Here are a number of skilful astrologers and physicians, who know how to preserve the human body in health.				preserve	preserve		
442	3	PART 1	25	Kingdom of Coilon	443	Both sexes are completely black, and wear no covering except a fine cloth about the middle.				wear,covering	wear,covering		
443	3	PART 1	25	Kingdom of Coilon	444	Their behaviour to each other shows little sense of propriety.							
444	3	PART 1	25	Kingdom of Coilon	445	A man will marry his cousin-german, the widow of his father, and even of his brother ; 				marry	marry		
445	3	PART 1	25	Kingdom of Coilon	446	this is the custom among all the people of India.			India				
446	3	PART 1	26	Comari (Cape Comorin)	447	Comari is a country of India, remarkable in this respect, that the north-star, which we had not seen since leaving Java, appeared to us when thirty miles out at sea, rising about a cubit above the horizon.	Comari		Comari,India,Java	had,seen,leaving,appeared,rising	had,seen,leaving,appeared,rising	leaving,rising	
447	3	PART 1	26	Comari (Cape Comorin)	448	There are few domestic, but abundance of wild animals, particularly monkeys of various shapes, some of which would almost seem to be men.				seem,be	seem,be		
448	3	PART 1	26	Comari (Cape Comorin)	449	There are cats of a very peculiar and wonderful species, lions, leopards, and ounces in great numbers.							
449	3	PART 1	26	Comari (Cape Comorin)	450	I will now proceed to Eli.			Eli	proceed	proceed		
450	3	PART 1	27	Eli or Dely	451	Eli is a kingdom, about 300 miles west of Comari.	Eli		Eli,Comari				
451	3	PART 1	27	Eli or Dely	452	 The people are subject to a king, idolaters, with a peculiar language, and independent of foreigners.							
