chapter No	chapter Title	section No	section Title	sentence No	sentence
3	part3	20	Hindoo Customs and Superstitions	206	The eagles are black like crows, larger than ours, expert both at flying and hawking.
3	part3	20	Hindoo Customs and Superstitions	207	Another thing worth mentioning is, that they feed their horses with flesh and many other dishes cooked with rice.
3	part3	20	Hindoo Customs and Superstitions	208	Their monasteries are filled with idols, to whom many young girls are devoted by their parents.
3	part3	20	Hindoo Customs and Superstitions	209	They must go to the monastery whenever required by the superior, which is usually several times a-week.
3	part3	20	Hindoo Customs and Superstitions	210	They there sing, dance, and make great rejoicings.
3	part3	20	Hindoo Customs and Superstitions	211	These young ladies also prepare savoury dishes of flesh and other food, which they carry to the sanctuary, and place before the idol as much as would make a good meal for a great lord.
3	part3	20	Hindoo Customs and Superstitions	212	They then dance, sing, and rejoice, till time has been given for him to feed on the substance of the meat, when they take and eat it themselves, with great rejoicing.
3	part3	20	Hindoo Customs and Superstitions	213	These ladies, who are very numerous, continue the same mode of life till after their marriage.
3	part3	20	Hindoo Customs and Superstitions	214	Having given you this full account of the manners, customs, and doings of this kingdom, we shall depart and tell of another, named Mutfili.
3	part3	21	Masulipatam—Diamonds of Golconda	215	At this kingdom we arrive after departing from Maabar and travelling northward about a thousand miles.
3	part3	21	Masulipatam—Diamonds of Golconda	216	It is subject to a queen of great wisdom, whose husband died forty years ago, and her love to him was such that she has never married another.
3	part3	21	Masulipatam—Diamonds of Golconda	217	During this whole term, she has ruled the nation with great equity, and been beloved beyond measure by her people.
3	part3	21	Masulipatam—Diamonds of Golconda	218	They are idolaters and independent ; they live on rice, flesh, and milk.
3	part3	21	Masulipatam—Diamonds of Golconda	219	In this kingdom, you must know, is found the diamond ; there are several mountains, among which, during rain, water flows with great turbulence, and through wide caverns; and when the shower ceases, men search through the ground previously inundated, and find the gems, In summer, there is not a drop of water, and the heat can scarcely be endured, while fierce and venomous serpents inspire great fear; yet those who venture thither discover valuable diamonds.
3	part3	21	Masulipatam—Diamonds of Golconda	220	There is also an extensive and deep valley, so enclosed by rocks as to be quite inaccessible; but the people throw in pieces of flesh, to which the diamonds adhere.
3	part3	21	Masulipatam—Diamonds of Golconda	221	Now you must observe, there are a number of white eagles, which, when they see the flesh in the bottom of the valley, fly thither, seize and carry it to different spots.
3	part3	21	Masulipatam—Diamonds of Golconda	222	The men are on the watch, and as soon as they see the bird with the spoil in its mouth, raise loud cries, when, being terrified, it flies away and drops the meat, which they take up, and find the diamond attached.
3	part3	21	Masulipatam—Diamonds of Golconda	223	Even when the prey has been swallowed, they watch where the excrement is voided, and obtain in this way not a few jewels.
3	part3	21	Masulipatam—Diamonds of Golconda	224	Now this is the only country in the world containing these precious stones ; and do not suppose that the best come to our christian countries ; they are carried to the great khan and other lords of those regions, whose ample treasure enables them to purchase.
3	part3	21	Masulipatam—Diamonds of Golconda	225	I must mention, too, that here are made the most beautiful and valuable cotton cloths in the world ; also the thinnest and most delicate, resembling our spiders’ webs.
3	part3	21	Masulipatam—Diamonds of Golconda	226	They have abundance of animals, and the largest sheep in the world, with plentiful subsistence ofeverykind.
3	part3	21	Masulipatam—Diamonds of Golconda	227	I must now describe the place containing the body of the apostle St Thomas.
3	part3	22	St Thomas (Madras), Legends respecting him	228	This is in a small town of Maabar, containing few inhabitants, and seldom visited by merchants, there being little trade, and the roads difficult.
3	part3	22	St Thomas (Madras), Legends respecting him	229	Many Christians and Saracens, however, resort thither in pilgrimage: the latter esteem him a great saint, and even assert that he wasa Mohammedan.
3	part3	22	St Thomas (Madras), Legends respecting him	230	But I will now relate awonder.
3	part3	22	St Thomas (Madras), Legends respecting him	231	The Christians, who repair to that shrine, take from the place a red earth, carry it into their country, and give a small portion to any person sick of a fever, who is presently cured.
3	part3	22	St Thomas (Madras), Legends respecting him	232	But I have now a miracle to tell ; for about the year 1288, a baron of this district had a great quantity of rice, and filled with it all the houses around the church.
3	part3	22	St Thomas (Madras), Legends respecting him	233	The pilgrims having thus no place to lodge, prayed him much to desist ; but being fierce and proud, he paid no regard to their entreaty.
3	part3	22	St Thomas (Madras), Legends respecting him	234	Next night, accordingly, Messer St Thomas appeared to him with a fork in his hand, which he thrust forcibly against his throat, causing severe pain, and saying, “ If you do not forthwith empty my houses, you shall die an evil death”.
3	part3	22	St Thomas (Madras), Legends respecting him	235	He disappeared, and the baron rose early in the morning, related the apparition, and caused all the buildings to be emptied.
3	part3	22	St Thomas (Madras), Legends respecting him	236	The Christians greatly rejoiced, and honoured this great apostle.
3	part3	22	St Thomas (Madras), Legends respecting him	237	I could relate other wonderful cures effected on persons labouring under various bodily infirmities; but I will now merely describe his death.
3	part3	22	St Thomas (Madras), Legends respecting him	238	He had left his hermitage in the wood, and was engaged in prayer, while around were a number of peacocks, which are more numerous here than elsewhere in the world.
3	part3	22	St Thomas (Madras), Legends respecting him	239	Now an idolatrous Gaui, aiming at one of these birds, let fly an arrow without seeing the saint, whom, however, it struck on the right side ; and finding himself thus wounded, he very mildly adored his Creator, and soon after expired.
3	part3	22	St Thomas (Madras), Legends respecting him	240	But before coming hither, he had converted many people in Nubia,as I will afterwards narrate.
3	part3	22	St Thomas (Madras), Legends respecting him	241	When a child in this province is born, they anoint him every day with the oil of sesamé, which makes him become blacker than at birth; for whoever ix most deeply tinted is honoured in proportion.
3	part3	22	St Thomas (Madras), Legends respecting him	242	Indeed, these people paint their god and all their idols black, and their devils white as snow.
3	part3	22	St Thomas (Madras), Legends respecting him	243	The men, when they go to battle, place such faith in the ox as a holy thing, that they take the hair of the wild bull, and if they fight on a horse, attach it to the neck ; if on foot, to their shield ; thinking themselves thus better secured against every danger.
3	part3	22	St Thomas (Madras), Legends respecting him	244	Hence, the hair of this animal sells at a considerable price.
3	part3	23	Lar ; the Bramins	245	Lar is a province lying westward of this place, and thence came originally all the Abraiamain in the world.
3	part3	23	Lar ; the Bramins	246	These are the best and most honest of all merchants, and would not on any account tell a lie.
3	part3	23	Lar ; the Bramins	247	They neither eat flesh nor drink wine, are faithful to their wives, and lead every way very virtuous lives.
3	part3	23	Lar ; the Bramins	248	They take nothing from any one, and do nothing that could be considered a sin.
3	part3	23	Lar ; the Bramins	249	They are all known by a silk thread worn over the shoulder, and tied beneath the opposite arm, so that it passes across both the breast and back.
3	part3	23	Lar ; the Bramins	250	t They have arich king, who readily purchases precious stones, and enjoins that the merchants shall offer to him all the pearls brought from Maabar, for which he pays double the cost.
3	part3	23	Lar ; the Bramins	251	They therefore procure them in large quantities.
3	part3	23	Lar ; the Bramins	252	Theyare idolaters,and regard omens from birds and beasts more than any other nation in the world.
3	part3	23	Lar ; the Bramins	253	I will tell you one of their customs: when one wishes to treat for any merchandise, he rises and observes his shadow in the sun ; and if it be of the due length, on that day, according to certain rules, he makes his bargain ; but if it be not long enough, he will not buy a single article.
3	part3	23	Lar ; the Bramins	254	If they go to a house for this purpose, and see one of the animals named tarantula, which here greatly abound, they observe if it comes to them from a lucky quarter, in which case they buy ; but if otherwise, they give up the transaction and go away.
3	part3	23	Lar ; the Bramins	255	Nay, I assure you, if one leaving his house hears a man sneeze in a manner that does not appear lucky, he stops and re-enters, Even if on his road he sees a swallow approaching from the right or left, in an unlucky manner, he returns.
3	part3	23	Lar ; the Bramins	256	Their teeth are very good, through the use of an herb, which makes them look extremely well, and is very salutary.
3	part3	23	Lar ; the Bramins	257	They never bleed from the vein or any other part, yet perfectly preserve their health.
3	part3	23	Lar ; the Bramins	258	There are among them an order named cuigui, who live to an extraordinary age, even 150 or 200 years, yet can perform all the service of the monastery and idols as well as younger men.
3	part3	23	Lar ; the Bramins	259	This is owing to their great abstinence in eating and drinking ; for they subsist mostly on rice and milk.
3	part3	23	Lar ; the Bramins	260	They mingle also quicksilver and sulphur, making a beverage which they drink from their infancy, saying that it lengthens their lives.
3	part3	23	Lar ; the Bramins	261	t There is also in this kingdom a religious order of more rigid cuigui, observing the strictest abstinence, leading a very rude and severe life, and going perfectly naked.
3	part3	23	Lar ; the Bramins	262	They adore the ox, and many wear on their forehead a small effigy of one in copper or bronze gilded.
3	part3	23	Lar ; the Bramins	263	They also burn the dung, and reduce it to a powder, with which they reverentially anoint many parts of their body, as Christians use holy water.
3	part3	23	Lar ; the Bramins	264	They eat neither from spoon nor platter, but from large leaves, mostly of the apple of paradise.
3	part3	23	Lar ; the Bramins	265	Even these must be dry ; for if green, they are said to have a soul, which it would be sin to kill; and they would rather die than commit towards any animal an action believed unlawful.
3	part3	23	Lar ; the Bramins	266	When asked why they feel no shame in going naked, they say, because they wish to have nothing belonging to this world, which they entered without clothing ; and committing no sin, they have no reason to be ashamed.
3	part3	23	Lar ; the Bramins	267	Besides, they kill no living creature, neither fly nor flea, nor hog nor worm, considering they have souls.
3	part3	23	Lar ; the Bramins	268	They will sleep on the earth without any covering, whence it is a great wonder they do not die, much more that they enjoy so long a life.
3	part3	23	Lar ; the Bramins	269	They fast the whole year round, drinking only water.
3	part3	23	Lar ; the Bramins	270	Some reside in the monastery to serve the gods; but before admission they undergo the following trial.
3	part3	23	Lar ; the Bramins	271	The young girls offered to the idols caress these new candidates, and endeavour variously to entertain them.
3	part3	23	Lar ; the Bramins	272	Such as appear to take any pleasure in these endearments, are rejected as unworthy ; but if they show themselves totally indifferent, they are then retained.
3	part3	23	Lar ; the Bramins	273	Such are the customs of these cruel and perfidious idolaters, who burn the bodies of their dead, because otherwise they would breed worms, which after eating the flesh would starve, and thus involve in great sin the soul to which the body belonged.
3	part3	23	Lar ; the Bramins	274	But I willnow cease saying any more about them.
3	part3	24	City of Cail	275	Cail is a great and noble city, belonging to Asciar, eldest of the five brother-kings.
3	part3	24	City of Cail	276	Its port is frequented by all the ships from the west, Curmos, Quisci, Aden, and the whole of Arabia, laden with merchandise and horses.
3	part3	24	City of Cail	277	The merchants bring them hither as to a good market, frequented by purchasers from other quarters.
3	part3	24	City of Cail	278	The king possesses immense treasures, and wears many precious stones.
3	part3	24	City of Cail	279	He rules his nation very justly and uprightly, for which cause the merchants frequent it, and afford him great profit.
3	part3	24	City of Cail	280	He has three hundred wives and upwards, holding it a high honour to increase their number.
3	part3	24	City of Cail	281	When discord arises among the five brother-kings, their mother, who is still alive, rushes between them, and will not allow them to fight.
3	part3	24	City of Cail	282	Often, when they will not yield to her prayer, and are about to engage, she takes a knife and says, “ If you will not renounce this quarrel, I will kill myself presently, and cut away the paps with which I gave you milk”.
3	part3	24	City of Cail	283	When the sons see this great piety in their mother, they feel themselves bound to make peace.
3	part3	24	City of Cail	284	But as soon as she is dead, they cannot fail to quarrel and destroy each other.
3	part3	24	City of Cail	285	All the natives here, as well as generally throughout India, have continually in their mouths the leaf called tembul.
3	part3	24	City of Cail	286	It affords them gratification, and its use has become quite habitual ; after chewing they spit out the moisture.
3	part3	24	City of Cail	287	The rich mix it with camphor and other aromatic drugs, and even with quick-lime.
3	part3	24	City of Cail	288	When any one wishes to insult another in the grossest manner, he spits this juice in his face.
3	part3	24	City of Cail	289	The injured party then hastens to the king, and declares his wish to decide the quarrel by combat.
3	part3	24	City of Cail	290	His majesty furnishes him with a sword and small shield ; and all the people assemble as spectators of the conflict, which is only terminated by the death of one of the parties.
3	part3	24	City of Cail	291	They are not, however, allowed to strike with the point of the sword.
3	part3	24	City of Cail	292	Now let us depart and tell you of the kingdom of Coilon.
3	part3	25	Kingdom of Coilon	293	After departing from Maabar, and going south-west 500 miles, you arrive at Coilon.
3	part3	25	Kingdom of Coilon	294	The people are idolaters, yet among them are Christians and Jews.
3	part3	25	Kingdom of Coilon	295	They have languages of their own, and a king tributary to no one.
3	part3	25	Kingdom of Coilon	296	In this territory grows extremely good brazil-wood, called coilomin.
3	part3	25	Kingdom of Coilon	297	Pepper greatly abounds, being collected in the months of May, June, and July; the trees are carefully planted and irrigated.
3	part3	25	Kingdom of Coilon	298	Indigo also is very plentiful and good, being made of an herb which they place in a great vessel, then pour in water, and leave it till the juice is given out.
3	part3	25	Kingdom of Coilon	299	Being then placed in the hot sun, it boils, acquires consistence, and becomes what we see.
3	part3	25	Kingdom of Coilon	300	In this country the heat of the sun can scarcely be endured ; if you put an egg into any river, it will be boiled before you have gone any great distance.
3	part3	25	Kingdom of Coilon	301	Hither resort many merchants from Manji, Arabia, and the Levant, bringing quantities of goods, and carrying away those of the country.
3	part3	25	Kingdom of Coilon	302	There are various animals different from all others in the world; such as a black lion, without either spot or mark ; parrots of nu-_ merous kinds, some white as snow, with red beak and feet ; others red and white, most lovely ; and some extremely small, and also very beautiful.
3	part3	25	Kingdom of Coilon	303	The peacocks are much larger, handsomer, and of a different species from ours.
3	part3	25	Kingdom of Coilon	304	The domestic fowls are also peculiar; in short, they have all things, fruits, beasts, and birds, dissimilar to ours, and both handsomer and better.
3	part3	25	Kingdom of Coilon	305	They have no grain but rice, and make a wine from sugar, which is good, and intoxicates sooner than that from grapes.
3	part3	25	Kingdom of Coilon	306	Every thing necessary to support life abounds.
3	part3	25	Kingdom of Coilon	307	Here are a number of skilful astrologers and physicians, who know how to preserve the human body in health.
3	part3	25	Kingdom of Coilon	308	Both sexes are completely black, and wear no covering except a fine cloth about the middle.
3	part3	25	Kingdom of Coilon	309	Their behaviour to each other shows little sense of propriety.
3	part3	25	Kingdom of Coilon	310	A man will marry his cousin-german, the widow of his father, and even of his brother ; this is the custom among all the people of India.
3	part3	26	Comari (Cape Comorin)	311	Comari is a country of India, remarkable in this respect, that the north-star, which we had not seen since leaving Java, appeared to us when thirty miles out at sea, rising about a cubit above the horizon.
3	part3	26	Comari (Cape Comorin)	312	There are few domestic, but abundance of wild animals, particularly monkeys of various shapes, some of which would almost seem to be men.
3	part3	26	Comari (Cape Comorin)	313	There are cats of a very peculiar and wonderful species, lions, leopards, and ounces in great numbers.
3	part3	26	Comari (Cape Comorin)	314	I will now proceed to Eli.
3	part3	27	Eli or Dely	315	Eli is a kingdom, about 300 miles west of Comari, The people are subject to a king, idolaters, with a peculiar language, and independent of foreigners, I will tell you fully their customs and manners, which you will understand better, as we approach nearer home.
3	part3	27	Eli or Dely	316	There is no port except a large river, with a good entrance.
3	part3	27	Eli or Dely	317	Pepper grows in great abundance, and there isa considerable produce of ginger and other spices.
3	part3	27	Eli or Dely	318	The king is very rich, but not powerful in men; yet his dominions have such strong approaches, that he has no dread of invasion.
3	part3	27	Eli or Dely	319	If any vessel destined for another port is driven hither by stress of weather, the people seize and possess themselves of all its cargo, saying, “You were going to another place, but God sends you and yourstome”.
3	part3	27	Eli or Dely	320	In this they think themselves quite guiltless.
3	part3	27	Eli or Dely	321	Ships come from Manji and other parts in the summer, load in eight days, and depart as soon as possible, there being no port, but dangerous sandbanks.
3	part3	27	Eli or Dely	322	Those of Manji are least apprehensive, being provided with large wooden anchors.
3	part3	27	Eli or Dely	323	There are here lions and other wild beasts, with good hunting.
3	part3	28	Melibar or Malabar	324	Melibar is a great kingdom towards the westward, with a sovereign and languages of its own.
3	part3	28	Melibar or Malabar	325	The people are idolaters, and subject to no foreigner.
3	part3	28	Melibar or Malabar	326	Here the northstar, at its greatest height, appears two cubits above the water.
3	part3	28	Melibar or Malabar	327	From this and an adjacent province named Gozurat, there issue annually a body of upwards of a hundred vessels, who capture other ships and plunder the merchants.
3	part3	28	Melibar or Malabar	328	Being sea-robbers, they carry with them their wives and children, and remain together all the summer, doing great injury to trade.
3	part3	28	Melibar or Malabar	329	These wicked corsairs form what they call a ladder on the sea ; twenty of them place themselves five miles from each other, and thus command a hundred miles in extent.
3	part3	28	Melibar or Malabar	330	When a merchantman comes in view, a light is kindled, which is repeated by one after another; so that no vessel sailing here can escape them.
3	part3	28	Melibar or Malabar	331	The mariners, however, knowing well their wicked customs, come well armed and prepared, and fight a desperate battle, often beating them off with loss ; but at other times fall into their hands.
3	part3	28	Melibar or Malabar	332	The pirates then take the ship with all the goods, but do no injury to the men, saying to them, “ Go and collect another cargo, that we may have a chance of getting it too”.
3	part3	28	Melibar or Malabar	333	In this country is a vast abundance of pepper, and also of ginger, with a good supply of cinnamon and other spices, also cubebs and cocoa-nuts.
3	part3	28	Melibar or Malabar	334	Cotton cloths, the most beautiful and delicate in the whole world, are here manufactured, with other valuable articles.
3	part3	28	Melibar or Malabar	335	t To purchase these goods, the merchants from other quarters bring copper, which they use as ballast ; cloths of silk and gold, sandal-wood, and other spices.
3	part3	28	Melibar or Malabar	336	Ships come even from the great province of Manji; and the dealers here convey the goods to various quarters in the west, whence the most valuable are forwarded to Alexandria.
3	part3	28	Melibar or Malabar	337	Having told you now of Melibar, we shall go to Gozurat, but it would be too tedious to inform you of all the cities of these countries, they are so very numerous.
3	part3	29	Kingdom of Gozurat	338	Gozurat, too, is a great kingdom to the west, having languages and a king of its own, and subject to no other.
3	part3	29	Kingdom of Gozurat	339	Here the north-star rises to the apparent height of six cubits.
3	part3	29	Kingdom of Gozurat	340	The greatest pirates in the world live here, and have a most wicked custom ; after taking a merchant, they make him drink tamarinds and sea-water, then examine carefully if he voids any pearls or precious stones, which are alleged to be usually swallowed on such emergencies.
3	part3	29	Kingdom of Gozurat	341	There is in this land a great quantity of pepper and indigo, with a good deal of ginger.
3	part3	29	Kingdom of Gozurat	342	Cotton also abounds, and the trees which bear it, when twenty years old, rise to the height of six paces; but the produce is then unfit to be spun, and can only be used for quilting.
3	part3	29	Kingdom of Gozurat	343	Before twelve years, it is well fitted for the former purpose.
3	part3	29	Kingdom of Gozurat	344	"t An immense quantity of ""dressed leather is prepared from the skins of the goat, the buffalo, the wild ox, unicorn, and various other animals, and it is largely exported to Arabia and adjoining regions."
3	part3	29	Kingdom of Gozurat	345	Coverlets of red leather are also framed, with representations of birds and beasts, most delicately interwoven with gold and silver thread.
3	part3	29	Kingdom of Gozurat	346	They are wonderfally beautiful, and being used by the Saracens for sleeping upon, are worth ten mares of silver.
3	part3	29	Kingdom of Gozurat	347	There are also cushions woven with gold, valued atten marcs.
3	part3	29	Kingdom of Gozurat	348	In short, this leather is embroidered for royal use, more delicately than in any other part of the world.
3	part3	3	Idolatry and Cruelty of the Japanese	349	The idolaters of Cathay, of Manji, and of these isles, have all a uniform worship ; their idols have heads respectively of the dog, the hog, the sheep, and various other animals, Some have a head and four faces, others three heads, one in the proper place, and one on each shoulder.
3	part3	3	Idolatry and Cruelty of the Japanese	350	Certain images have four, ten, and even a thousand hands, and these last are held in peculiar reverence.
3	part3	3	Idolatry and Cruelty of the Japanese	351	"‘When the Christians ask them why they form idols in so strange a manner, they reply,—""Our ancestors left them to us, and we will leave them to our children”."
3	part3	3	Idolatry and Cruelty of the Japanese	352	The actions of these beings are so various and diabolical, that they must not be mentioned in this book, because it would be a wicked thing in Christians to read them.
3	part3	3	Idolatry and Cruelty of the Japanese	353	I shall only mention, that any idolater of these isles, when he captures an enemy, who cannot procure a ransom in money, invites his friends, who cook and eat the prisoner, reckoning his flesh the most delicate food that can be obtained.
3	part3	30	Tana (Bombay)	354	Tana is a great kingdom in the west ; the inhabitants idolaters, with a language of their own, under a sovereign subject to no other.
3	part3	30	Tana (Bombay)	355	It does not produce pepper, or such spices as the other provinces ; but yields incense, not white, but of a brown colour.
3	part3	30	Tana (Bombay)	356	t There is a great trade in leather finely dressed, also in good cotton, both raw and made into cloth.
3	part3	30	Tana (Bombay)	357	The merchants import gold, silver, brass, and other goods necessary for these kingdoms, receiving various articles in return.
3	part3	30	Tana (Bombay)	358	But I have a bad thing to tell you ; for many pirates issue hence, scouring the sea, and greatly injuring the sailors; and the king sanctions their conduct, having made an agreement, that they bring to him all the horses captured, which are very numerous, being in great request over all India.
3	part3	30	Tana (Bombay)	359	But gold, silver, precious stones, and the rest of the cargo, belong to themselves.
3	part3	30	Tana (Bombay)	360	Now this is bad and very unjust conduct.
3	part3	30	Tana (Bombay)	361	Let us leave this country and speak of Cambaia.
3	part3	31	Kingdom of Cambais	362	This is a great kingdom to the west ; the people idolaters, with a language of their own, and a ruler subject to no other.
3	part3	31	Kingdom of Cambais	363	Here the north-star appears more fully, as it always does the farther you go westward.
3	part3	31	Kingdom of Cambais	364	This region is rich and productive, particularly in excellent indigo; also cotton, both raw and manufactured, which is exported to many other countries.
3	part3	31	Kingdom of Cambais	365	I may add, many hides are dressed, and worked with a skill nowhere surpassed ; also other articles too tedious to enumerate.
3	part3	31	Kingdom of Cambais	366	The foreign merchants bring mostly gold, silver, and brass.
3	part3	31	Kingdom of Cambais	367	The people are not pirates, but honest ; living by trade and manufacture.
3	part3	31	Kingdom of Cambais	368	And now I will tell you of Semenat.
3	part3	32	Kingdom of Semenat (Sumnaut)	369	This is a great country to the westward.
3	part3	32	Kingdom of Semenat (Sumnaut)	370	The inhabitants are idolaters, with languages of their own, and @ monarch subject to no other.
3	part3	32	Kingdom of Semenat (Sumnaut)	371	They are not pirates, but live by trade and industry, as good men ought to do.
3	part3	32	Kingdom of Semenat (Sumnaut)	372	‘The country is rich, and frequented by many merchants.
3	part3	32	Kingdom of Semenat (Sumnaut)	373	The people, however, are fierce and cruel idolaters.
3	part3	32	Kingdom of Semenat (Sumnaut)	374	Kesmacoran is a kingdom with a sovereign and languages of itsown.
3	part3	32	Kingdom of Semenat (Sumnaut)	375	The people are idolaters, and raise abundance of rice, on which and on flesh and milk they subsist.
3	part3	32	Kingdom of Semenat (Sumnaut)	376	There is a great trade by sea and land, but nothing else worth mentioning.
3	part3	32	Kingdom of Semenat (Sumnaut)	377	Now this is the last province found in India, in proceeding between west and north-west ; and all the kingdoms already described, from Maabar to this, belong to that India which is called the Greater, and is the first of any in the world.
3	part3	32	Kingdom of Semenat (Sumnaut)	378	I have, however, only mentioned those on the seacoast, since to treat of the inland ones would have been too tedious.
3	part3	32	Kingdom of Semenat (Sumnaut)	379	I shall therefore proceed to notice certain islands, also belonging to India, and first two called Male and Female.
3	part3	33	Islands called Male and Female	380	The isle called Male is full 500 miles out at sea, south of Kesmacoran.
3	part3	33	Islands called Male and Female	381	The people are baptized Christians, attached to the law and customs of the Old Testament ; they are very reserved in their intercourse with their wives.
3	part3	33	Islands called Male and Female	382	All the latter, indeed, dwell in another isle which is called Female.
3	part3	33	Islands called Male and Female	383	The men go and reside there three months in the year—March, April, and May—when they return to their own residence, and spend the remaining nine months in labour.
3	part3	33	Islands called Male and Female	384	In this isle is found very fine and beautifulamber.
3	part3	33	Islands called Male and Female	385	The people live on rice, milk, and flesh, and excel in fishing, capturing enough both for their own food and for exportation.
3	part3	33	Islands called Male and Female	386	They have no ruler except a bishop subject to the Archbishop of Scotra, and have languages of their own.
3	part3	33	Islands called Male and Female	387	The isle where their wives reside is thirty miles distant ; but they could not live if they spent the whole year with them.
3	part3	33	Islands called Male and Female	388	The sons remain with their mothers till the of fourteen, when they go to join their fathers in their separate abode.
3	part3	34	Isle of Socotra	389	About 500 miles south from these isles you find that of Scotra, the people of which are baptized Christians, and have an archbishop.
3	part3	34	Isle of Socotra	390	Ambergris is very plentiful, being voided from the entrails of whales, which are pursued most actively, in order to obtain this precious article.
3	part3	34	Isle of Socotra	391	They strike into the animal a barbed iron 80 firmly that it cannot be drawn out.
3	part3	34	Isle of Socotra	392	A long line attached enables them to discover the place where the dead fish lies, and drag it to the shore, when they extract from its belly the ambergris, and from its head several casks of oil.
3	part3	34	Isle of Socotra	393	Fine cotton cloth is made; and abundance of good salt fish prepared.
3	part3	34	Isle of Socotra	394	The people subsist on rice, milk, and flesh; and go naked after the manner of the other idolatrous Indians.
3	part3	34	Isle of Socotra	395	To this island come many ships and merchants ; and indeed all those destined for Aden touch there.
3	part3	34	Isle of Socotra	396	The archbishop has no connexion with the See of Rome, but is subject to a primate resident at Bagdad, who appoints him, as well as sends mandates to bishops and prelates in other quarters of the world.
3	part3	34	Isle of Socotra	397	Hither, too, repair many corsairs with their ships, to sell their booty, and find a ready market, because the Christians, knowing it to have been abstracted from idolaters and Saracens, scruple not to purchase.
3	part3	34	Isle of Socotra	398	They perform many other marvellous enchantments, which it would be wrong to relate; they would excite such amazement.
3	part3	34	Isle of Socotra	399	We shall therefore leave them, and describe the island of Madagascar.
3	part3	35	Madagascar	400	This is an island towards the south, about a thousand miles from Scotra.
3	part3	35	Madagascar	401	The people are Saracens, adoring Mohammed ; and they have four sheiks, or old men, who rule the entirecountry.
3	part3	35	Madagascar	402	This is really one of the noblest and greatest islands in the world, being reputed 4000 miles in circuit.
3	part3	35	Madagascar	403	In no region are so many elephants bred, and their teeth sold, as here and in Zanghibar.
3	part3	35	Madagascar	404	No flesh is eaten but that of camels, of which an incredible number are killed every day ; and being supposed better and more wholesome than any other, it is used if possible during the whole year.
3	part3	35	Madagascar	405	t The red sandal grows here to the height of our forest trees, and is sold with advantage to foreigners.
3	part3	35	Madagascar	406	Ambergris also abounds, from the number of whales which, as you know, yield that substance.
3	part3	35	Madagascar	407	There are leopards, ounces, and lions ; likewise various other animals, such as stags, wild goats, and deer, some of great size.
3	part3	35	Madagascar	408	The birds are equally various, several wonderfully different from ours.
3	part3	35	Madagascar	409	Many ships arrive with abundance of goods, as cloths of silk and gold, which are profitably exchanged for those of the country.
3	part3	35	Madagascar	410	Mariners, however, cannot reach the other islands lying south of this and of Zanghibar, owing to the violence of the current running in this direction.
3	part3	35	Madagascar	411	It is such, that while vessels can come hither from Malabar in twenty days, they spend three months in returning.
3	part3	35	Madagascar	412	Now I must mention, that in these southern isles, the birds called griffon are reported to exist, and to appear at certain seasons ; yet they are not formed as we describe and paint them, half-bird, half-lion, but exactly like the eagle, only immeasurably larger.
3	part3	35	Madagascar	413	They are represented so huge and powerful, as to take up the elephant and carry him high into the air, then let him drop, whereby he is at once killed, and they feed upon his carcass.
3	part3	35	Madagascar	414	It is asserted that their wings are twelve paces long, and when spread out, extend thirty paces across ; they are thick in proportion.
3	part3	35	Madagascar	415	I must add, that the khan sent messengers to obtain information about the country, and also the release of one of his subjects who had been made prisoner.
3	part3	35	Madagascar	416	They and the captive related to him many great wonders of these strange isles, and brought teeth of a wild boar, inconeeivably large: I assure you, he found them to weigh fourteen pounds.
3	part3	35	Madagascar	417	You may thus judge as to the size of the boar ; and indeed some are equal to a buffalo.
3	part3	35	Madagascar	418	There are also giraffes and wild asses, and other beasts and birds wonderfully different from ours.
3	part3	35	Madagascar	419	To return to the griffon; the people .
3	part3	35	Madagascar	420	of the island do not know it by that name, but call it always ruc; but we, from their extraordinary size, certainly conclude them to be griffons.
3	part3	35	Madagascar	421	Having nothing more to tell of this island, I will go on to that of Zanghibar.
3	part3	36	Coast of Zanghibar	422	This is a very great and noble island, about 2000 miles in circuit.
3	part3	36	Coast of Zanghibar	423	The people are all idolaters, have languages and a king of their own, and are subject to no other power.
3	part3	36	Coast of Zanghibar	424	They are not very tall, but so broad and thick, that in this respect they appear like giants ; and they are likewise immensely strong, bearing as large a burden as four other men, which is really no wonder, for they eat as much as five.
3	part3	36	Coast of Zanghibar	425	They are perfectly black, and go naked, with the exception of a cloth round the waist.
3	part3	36	Coast of Zanghibar	426	Their mouth is so wide, their nose so turned up, their lips and eyes so big, that they are horrible to behold,and any one meeting them in another country would believe them devils.
3	part3	36	Coast of Zanghibar	427	Elephants abound, and a great traffic is carried on in their teeth ; likewise lions of a peculiar species, with ounces and leopards.
3	part3	36	Coast of Zanghibar	428	In short, they have all kinds of beasts different from others in.
3	part3	36	Coast of Zanghibar	429	the world ; including sheep entirely white, with only the head black, and none of any other colour.
3	part3	36	Coast of Zanghibar	430	Here too is the giraffe, a most beautiful creature, whose shape I will describe.
3	part3	36	Coast of Zanghibar	431	Behind, it is low, and the legs very short ; while those before, and the neck, are very large, so that its head rises three paces from the ground.
3	part3	36	Coast of Zanghibar	432	The animal is small, and is quite harmless; and its colour being red and white, in circles, it is very beautiful.
3	part3	36	Coast of Zanghibar	433	t But there is a thing which I had forgotten about the elephant, that it caresses the female in the same manner as the human species.
