# CSV-File created with merge-csv.com
# -----------------------------------------------------------

chapterNo	chapterTitle	sectionNo	sectionTitle	sentence
1	PART 1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	He then finds a city called Pau-chym ;¢ all the people are idolaters, burn the bodies of their dead, and are under the great khan.
1	PART 1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	They are artificers and merchants, have abundance of silk, and make much cloth of it mixed with gold, and thus earn a sufficient livelihood.
1	PART 1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	Through all that country the paper money of the khan is circulated.
1	PART 1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	When a man sets out from Pau-chym, he travels aday and discovers a very large city named Chaym.
1	PART 1	64	Of the Cities of Koi-gan-zu, Pau-chym, and Chaym	There is great abundance of the necessaries of life ; fish beyond measure, beasts and birds for sport in great numbers, so that for a Venetian silver grosso you may purchase three pheasants.
1	PART 1	65	Of the City of Tin-gui, and its great Saltworks	Tin-gui is a pretty agreeable city, a full day’s journey from Chaym.
1	PART 1	65	Of the City of Tin-gui, and its great Saltworks	The people are idolaters, subject to the khan, and use paper money ; they have merchandise and arts, and numerous ships belonging to them.
1	PART 1	65	Of the City of Tin-gui, and its great Saltworks	It lies to the south-east, and on the left, nearly three days’ journey to the eastward, is the ocean, where salt is made in great quantities, Here is a city namedCyn-gui, large, rich, and noble, to which all the salt is brought, and the khan draws from it a revenue so wonderful that it could not be believed.
1	PART 1	66	Of the great City of Yan-gui	When a man leaves Tin-gui he proceeds a day towards the south-east,§ through a very fine country, finding towns and castles, and then comes to Yan-gui,a large and beautiful city, which has under it twenty-four, all good and of great trade.
1	PART 1	66	Of the great City of Yan-gui	Its affairs are administered by one of the twelve barons of the khan ; Messer Marco Polo, of whom this book treats, governed it three years.
1	PART 1	66	Of the great City of Yan-gui	Here are made many arms and other equipments for knights and men of war ; for in this place and around it numerous troops are quartered.
1	PART 1	66	Of the great City of Yan-gui	I will now tell you of two great provinces lying to the west, and as I shall have much to say, I will begin with Nan-ghin.
1	PART 1	67	Of the great City of Nan-ghin	Nan-ghin is a province towards the west, belonging to Manji, and is very noble and rich.
1	PART 1	67	Of the great City of Nan-ghin	The people are idolaters, use paper money, and are subject to the great khan.
1	PART 1	67	Of the great City of Nan-ghin	They live by merchandise and arts, have silk in abundance, and make cloths of it interwoven with gold, in all fashions.
1	PART 1	67	Of the great City of Nan-ghin	They have an ample supply of every kind of grain and provisions ; for the land is very fruitful.
1	PART 1	67	Of the great City of Nan-ghin	There are also lions and animals for hunting.
1	PART 1	67	Of the great City of Nan-ghin	There are many rich merchants who carry on much trade, and pay a large revenue to the great sire.
1	PART 1	67	Of the great City of Nan-ghin	But I will now go to the noble city of Sa-yan-fu, respecting which I shall have much to say.
1	PART 1	68	Of the City of Sa-yan-fu, and how it was taken	Sa-yan-fu isa large and magnificent city, having under it twelve others also great and noble; it is the seat of many valuable arts and of much merchandize.
1	PART 1	68	Of the City of Sa-yan-fu, and how it was taken	The inhabitants are idolaters; they use paper money, are subject to the khan, and burn the bodies of their dead.
1	PART 1	68	Of the City of Sa-yan-fu, and how it was taken	This city held out three years after all the rest of the province had yielded to the conqueror, who besieged it with a mighty army ; but he could approach it only on the side which lies to the north, because it was elsewhere surrounded by a large and deep lake, by which the besieged obtained abundance of provisions, The army was therefore about to abandon the siege in much grief and wrath, and this news was just brought to the khan, when Messeri Nicolo, Maffio, and Marco Polo said, —‘ we shall find a way by which the city shall be made to surrender”.
1	PART 1	68	Of the City of Sa-yan-fu, and how it was taken	The monarch, who was most eagerly bent on its capture, readily listened.
1	PART 1	68	Of the City of Sa-yan-fu, and how it was taken	Then said the two brothers and their son Marco,—“ Great sire, we have with us in our train men who will make such an engine as will discharge large stones, which the citizens will not be able to endure, and will be obliged.
1	PART 1	68	Of the City of Sa-yan-fu, and how it was taken	to yield”.
1	PART 1	68	Of the City of Sa-yan-fu, and how it was taken	The khan was much rejoiced, and desired that they should execute their plan as soon as possible.
1	PART 1	68	Of the City of Sa-yan-fu, and how it was taken	Now, they had in their company aGerman and a Nestorian Christian who were skilful in such works, and made two or three machines sufficient to throw stones of 300 pounds weight.
1	PART 1	68	Of the City of Sa-yan-fu, and how it was taken	When these were conveyed to the army and set up, they appeared to the Tartars the greatest wonder of the world.
1	PART 1	68	Of the City of Sa-yan-fu, and how it was taken	They then began discharging stones into the city, which struck the houses, broke and destroyed every thing, and caused the utmost noise and alarm.
1	PART 1	68	Of the City of Sa-yan-fu, and how it was taken	When the inhabitants saw a calamity such as they had never witnessed before, they knew not what to think or say.
1	PART 1	68	Of the City of Sa-yan-fu, and how it was taken	They met in council, and concluded that they must be all killed, unless they submitted.
1	PART 1	68	Of the City of Sa-yan-fu, and how it was taken	They therefore intimated to the lord of the host that they would surrender on the same terms that others had done.
1	PART 1	68	Of the City of Sa-yan-fu, and how it was taken	This was agreed to, and Sa-yan-fu came under the power of the great khan, through the interposition of Messeri Nicolo, Maffio, and Marco ; and it was not a small service, for this town and province are among the best in his possession, and he draws from them a great revenue.
1	PART 1	68	Of the City of Sa-yan-fu, and how it was taken	Now, we shall leave this subject and treat of a city called Sin-gui.
1	PART 1	69	Of the City of Sin-gui and the River Kiang, and the Multitude of Cities on that River	When a man leaves Yan-gui and goes fifteen miles  south-east, he perceives a certain city named Sin-gui, which is not very extensive, but has great merchandise and much shipping.
1	PART 1	69	Of the City of Sin-gui and the River Kiang, and the Multitude of Cities on that River	The people are idolaters, use paper money, and are subject to the khan.
1	PART 1	69	Of the City of Sin-gui and the River Kiang, and the Multitude of Cities on that River	‘That city stands upon a river, named Kiang, which is the largest in the world ; being in some places ten miles broad, and upwards of a hundred days’ journey in length.
1	PART 1	69	Of the City of Sin-gui and the River Kiang, and the Multitude of Cities on that River	Through it the inhabitants have a lucrative trade, which yields a large revenue to the khan.
1	PART 1	69	Of the City of Sin-gui and the River Kiang, and the Multitude of Cities on that River	And on account of the many cities on it, the ships navigating and the goods conveyed by means of it are more numerous and valuable than in all the rivers of Christendom and the adjacent seas beside.
1	PART 1	69	Of the City of Sin-gui and the River Kiang, and the Multitude of Cities on that River	I tell you Ihave seen at that city no fewer than 5000 ships sailing at once on its stream.
1	PART 1	69	Of the City of Sin-gui and the River Kiang, and the Multitude of Cities on that River	For that river flows through sixteen provinces, and has more than two hundred great towns on its banks, The ships are covered, and have only one mast ; yet they are of heavy burden, and carry each from 4000 to 12,000 cantars.
1	PART 1	69	Of the City of Sin-gui and the River Kiang, and the Multitude of Cities on that River	They have ropes composed of cane for drawing them through the water ; those belonging to the larger vessels are thick, and fifteen paces in length, being cloven at the end, and bound together in such a way as to make a cord 300 paces long.
1	PART 1	7	His Opinions as to the Christian Religion	The grand khan, having obtained this splendid victory, returned with great pomp and triumph to his capital of Kambalu.
1	PART 1	7	His Opinions as to the Christian Religion	He arrived there in November, and remained till after March, in which month our festival of Easter occurred.
1	PART 1	7	His Opinions as to the Christian Religion	Aware that this was one of our most solemn periods, he commanded all the Christians to attend him, bringing with them their book containing the four gospels.
1	PART 1	7	His Opinions as to the Christian Religion	He caused it, in a very respectful manner, to be repeatedly perfumed with incense, ordering all his nobles present to do the same.
1	PART 1	7	His Opinions as to the Christian Religion	Such was the custom upon each of the two great festivals of Easter and Christmas; and he followed the same course as that pursued by the Saracens, Jews, and idolaters.
1	PART 1	7	His Opinions as to the Christian Religion	Being asked the reason of this conduct, he replied,— “there are four great prophets revered and worshipped by different classes of mankind.
1	PART 1	7	His Opinions as to the Christian Religion	The Christians hold Christ as their divinity ; the Saracens, Mohammed ; the Jews, Moses; and the idolaters, Sogomombar Khan, their most distinguished idol.
1	PART 1	7	His Opinions as to the Christian Religion	I honour and respect all the four, and seek aid from them, as any one of them may really be supreme in heaven”.
1	PART 1	7	His Opinions as to the Christian Religion	Yet, from the behaviour of his majesty towards the Christians, he evidently believed their faith the best and truest ; observing, that it enjoined nothing on its professors that was not full of virtue and holiness.
1	PART 1	7	His Opinions as to the Christian Religion	He would not indeed allow the cross to be borne before them in processions, because, as he said, on it so exalted a person had been nailed and put to death.
1	PART 1	7	His Opinions as to the Christian Religion	Some may ask, why if thus partial to the true faith, he did not openly embrace it?
1	PART 1	7	His Opinions as to the Christian Religion	He stated his reason to Nicolo and Maffio Polo, when, on his sending them ambassadors to the Pope, they ventured to address to him a few words on the subject.
1	PART 1	7	His Opinions as to the Christian Religion	“ Why,” said he, “should I become a Christian?
1	PART 1	7	His Opinions as to the Christian Religion	You must yourselves see that the professors of that faith now in this country are ignorant and weak, unable to do any thing extraordinary, while the idolaters have power to do whatever they please.
1	PART 1	7	His Opinions as to the Christian Religion	While I am seated at table, the cups, filled with wine or other beverage, come to me from the middle of the hall spontaneously, without being touched by any human hand.
1	PART 1	7	His Opinions as to the Christian Religion	They are able to control bad weather, and force it to retire to any quarter of the heavens; they can perform other wonderful things of the same nature.
1	PART 1	7	His Opinions as to the Christian Religion	You have witnessed their idols exercising the faculty of speech, and predicting whatever events are inquired into.
1	PART 1	7	His Opinions as to the Christian Religion	Should I become a convert and profess Christianity, the nobles of my court, and others disinclined to the faith, will ask what adequate motives have induced me to be baptized.
1	PART 1	7	His Opinions as to the Christian Religion	‘What wonders, what miracles, they will say, have its ministers performed!
1	PART 1	7	His Opinions as to the Christian Religion	But the idolaters declare, that their exhibitions are made through their own holiness and the might of their idols.
1	PART 1	7	His Opinions as to the Christian Religion	To this I shall be unable to make any answer, and be considered as labouring under a grievous mistake, while the heathen teachers, by the profound art which they display, may easily accomplish my death.
1	PART 1	7	His Opinions as to the Christian Religion	Return, however, to your pontiff, and present to him my request, that he would send a hundred persons learned in your law, who, when confronted with the others, will be able to control them, and while proving themselves endowed with similar skill, shall render their antagonists unable in their presence to carry on these practices.
1	PART 1	7	His Opinions as to the Christian Religion	On witnessing this, I will interdict the exercise of their religion, and suffer myself to be baptized.
1	PART 1	7	His Opinions as to the Christian Religion	This example will be followed by all my nobility, and by my subjects in general ; so that the Christians in these regions will become more numerous than those inhabiting yourowncountry”.
1	PART 1	7	His Opinions as to the Christian Religion	From this language it evidently appears that had the pope sent out persons duly qualified to preach the gospel, the great khan would have embraced that faith, for which he certainly entertained a strong predilection.
1	PART 1	70	Of the City of Cai-gui	Cai-gui is a small city towards the south-east,situated upon the bank of theabove-mentioned river ; allthe people are idolaters, subject to the khan, and use paper money.
1	PART 1	70	Of the City of Cai-gui	Here are collected large quantities of corn and rice ; and there is a passage by water to the city of Kambalu and the court of the khan; grain from this place forms a considerable part of the provision required by hiscourt.
1	PART 1	70	Of the City of Cai-gui	The monarch made this communication by digging long and deep canals from one river to another, and from lake to lake, so that a large ship may pass through.
1	PART 1	70	Of the City of Cai-gui	And by the side of this water-channel goes a road, so that you may take either the one or the other, as is most convenient.
1	PART 1	70	Of the City of Cai-gui	In the middle of that river, opposite the city, is an isle of rocks, on which is a monastery of idolaters, where there are 200 monks, who serve a very great number of gods, Now, let us cross the river, and tell of a city named Cin-ghian-fu.
1	PART 1	71	Of the City of Cin-ghian-fu	Cin-ghian-fu is a city of Manji, and the peaple are such as we have already described, idolaters, and subjects of the great khan.
1	PART 1	71	Of the City of Cin-ghian-fu	They are artificers, merchants, and hunters, raise much grain, and make cloths of silk and gold.
1	PART 1	71	Of the City of Cin-ghian-fu	Here are two churches of Nestorian Christians, formed in the year 1278 ; which happened because at that time the governor under the khan was a Nestorian, named Marsarchis, and he caused these two edifices to be built.
1	PART 1	71	Of the City of Cin-ghian-fu	Now, let us go to the great city of Cin-ghin-gui.
1	PART 1	72	Of the City of Cin-ghin-gui, and of a dreadful Slaughter	When a man leaves Cin-ghian-fu, and travels three or four days south-east, he always discovers cities and castles, with much merchandise ; the people are all idolaters, subject to the khan, and use paper money.
1	PART 1	72	Of the City of Cin-ghin-gui, and of a dreadful Slaughter	Then he comes to the city of Cin-ghin-guit great and noble, the people idolaters, and subject to the khan; they have abundance of provisions, produce and manufacture a vast quantity of silk.
1	PART 1	72	Of the City of Cin-ghin-gui, and of a dreadful Slaughter	And here I will tell you a wicked thing which the people of this city did, but it cost them dear.
1	PART 1	72	Of the City of Cin-ghin-gui, and of a dreadful Slaughter	When Bayam, called the chief of the Hundred Eyes, conquered all the province, and took the capital itself, he sent a body of troops to reduce this place.
1	PART 1	72	Of the City of Cin-ghin-gui, and of a dreadful Slaughter	It surrendered, and the soldiers entered and found such good wine, that they drank till they were intoxicated, and became quite insensible.
1	PART 1	72	Of the City of Cin-ghin-gui, and of a dreadful Slaughter	When the men of the city saw them in this condition, that very night they slew them all, so that not one escaped.
1	PART 1	72	Of the City of Cin-ghin-gui, and of a dreadful Slaughter	When Bayam the commander heard of this disloyal conduct, he sent an army who took the town, and put all the inhabitants to the sword.
1	PART 1	72	Of the City of Cin-ghin-gui, and of a dreadful Slaughter	Now, let us go on, and I will tell you of another named Sin-gui.
1	PART 1	73	Of the City of Sin-gui, of Un-gui, and of Ughim	Sin-gui is a very great and noble city.
1	PART 1	73	Of the City of Sin-gui, of Un-gui, and of Ughim	The people are idolaters, subject to the great khan, and use paper money.
1	PART 1	73	Of the City of Sin-gui, of Un-gui, and of Ughim	Most of them live by merchandise and arts, raise much silk, make cloths of it interwoven with gold very costly and fine.
1	PART 1	73	Of the City of Sin-gui, of Un-gui, and of Ughim	The townis forty miles in circuit, and the number of inhabitants is so great, that no person can count them, and if they were men-at-arms, those of the province of Manji would conquer the whole world; they are not so, however, but prudent merchants, and, as already observed, skilful in all the arts.
1	PART 1	73	Of the City of Sin-gui, of Un-gui, and of Ughim	They have also many persons learned in natural science, good physicians, and able philosophers.
1	PART 1	73	Of the City of Sin-gui, of Un-gui, and of Ughim	The city has 1600 stone bridges under which a galley might pass; and in the mountains adjacent grow rhubarb and ginger in such abundance, that for a Venetian grosso you may buy forty pounds of the latter, fresh and good.
1	PART 1	73	Of the City of Sin-gui, of Un-gui, and of Ughim	Sin-gui has under it sixteen large cities of arts and trade.
1	PART 1	73	Of the City of Sin-gui, of Un-gui, and of Ughim	Its name signifies the earth, and another large town near it is called heaven, and these appellations they derive from their great nobleness.
1	PART 1	73	Of the City of Sin-gui, of Un-gui, and of Ughim	Now, let us depart from this place, and I will tell you of another city called Un-gui.
1	PART 1	73	Of the City of Sin-gui, of Un-gui, and of Ughim	t It is a day’s journey from Sin-gui, and is large and good, with merchandise and arts ; but there is nothing so remarkable about it as to be worth describing ; therefore we shall go on to delineate another called Ughim.
1	PART 1	73	Of the City of Sin-gui, of Un-gui, and of Ughim	It is great and rich; the men are idolaters, subject to the great khan, use paper money, and have abundance of all things.
1	PART 1	73	Of the City of Sin-gui, of Un-gui, and of Ughim	There is nothing else worth mentioning ; therefore I will go on to tell you of the noble city of Kin-sai, which is the capital of the kingdom of Manji.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	When a man leaves Ughim, and goes three days, he observes many noble and rich cities and castles, with great merchandise.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	The people are all.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	idolaters, subject to the khan, use paper money, and have abundant means of subsistence.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	At the end of these three days, he finds a very noble city named Kin-sai,which means in our language the city of heaven.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	And now I will tell you all its nobleness; for without doubt it is the largest city in the world.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	And I will give you the account which was written by the Queen of Manji to Bayam, who conquered that kingdora, to be transmitted to his master, who thereby might be persuaded not to destroy it.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	And this letter contained the truth, as I Marco saw with my own eyes.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	t It related, that the city of Kin-sai is 100 miles in circumference, and has 12,000 stone bridges; and beneath the greater part of these a large ship might pass, and beneath the others a smaller one.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	And you need not wonder there are so many bridges; because the city is wholly on the water, and surrounded by it like Venice.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	It contains twelve arts or trades, and each trade has 12,000 stations or houses; and in each station there are of masters and labourers at least ten, in some fifteen, thirty, and even forty, because this town supplies many others round it.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	The merchants are so numerous and go rich, that their wealth can neither be told nor believed.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	They, their ladies, and the heads of the trades do nothing with their own hands, but live as cleanly and delicately as if they were kings.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	These females also are of angelic beauty, and live in the most elegant manner.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	But it is established that no one can practise any other art than that which his father followed, even though he were worth 100,000 bezants.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	To the south of that city is a lake, full thirty miles in circuit; and all around it are beautiful palaces and houses, so wonderfully built that nothing can possibly surpass them ; they belong to the great and noble.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	men of the city.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	There are also abbeys and monasteries of idolaters in great numbers.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	In the middle of the lake are two islands, on one of which stands a palace, so wonderfully adorned that it seems worthy of belonging to the emperor.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	Whoever wishes to celebrate a marriage or other festival, goes thither, where he finds dishes, plates, and all implements necessary for the occasion.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	The city of Kin-sai contains many beautiful houses, and one great stone tower, to which the pedple convey all their property when the houses take fire, as often happens, because many of them are of wood.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	They are idolaters, subject to the great khan, and use paper money.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	They eat the flesh of dogs and other beasts, such as no Christian would touch for the world, Qn each of the said 12,000 bridges, ten men keep guard day and night, so that no one may dare to raise a disturbance, or commit theft or homicide.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	I will tell you another thing, that in the middle of the city is a mound, on which stands a tower, wherein is placed a wooden table, against which a man strikes with a hammer, so that it is heard to a great distance ; this he does when there.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	is an alarm of fire, or any kind of danger or disturbance.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	The great khan causes that city to be most strongly guarded, because it is the capital of all the province of Manji, and he derives from it vast treasure and revenue ; he is likewise afraid of any revolt.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	All the streets are paved with stones and bricks ; and so are the high roads of Manji, on which account men may travel very pleasantly either on horseback or on foot.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	In this city, too, are 4000 baths, in which the citizens, both men and women, take great delight, and frequently resort thither, because they keep their persons very cleanly.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	They are the largest and most beautiful baths in the world, insomuch that 100 of either sex may bathe in them at once.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	Twenty-five miles from thence is the ocean, between south and east ; and there is a city named Gan-fu,which has a very fine port, with large ships, and much merchandise of immense value from India and other quarters.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	Past this city to the port flows a stately river, by which the ships can come up to it, and which runs thither from a great distance.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	The khan has divided the whole province of Manji into nine large kingdoms, all of which pay him annual tribute.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	In Gan-fu resides one of the kings, who has under him 140 cities.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	I will tell you a thing you will much wonder at, that in this province there are 1200 towns, and in each a garrison amounting to 1000, 10,000, 20,000, and in some instances to 30,000 men.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	But do not suppose these are all Tartar cavalry ; for part are infantry and sent from Cathay.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	But the riches and profit which the khan derives from the province of Manji is so great that no mah could dare to mention it, nor would any one believe him; and therefore I shall be silent.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	1 will tell you, however, some of the customs of Manji.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	One is, that whenever a boy or girl is born, the day, hour, and minute are written down, also the sign and planet under which the birth takes place, so that all may know their nativity.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	And when any one wishes to undertake a journey, or do any thing else of importance, he repairs to the astrologer, states these particulars, and asks if he should go or act otherwise.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	And they are often thus diverted from their journeys and other designs ; for these astrologers are skilful in their arts and diabolical enchantments, and tell them many things which they implicitly believe, Another custom is, that when a body is to be burned, all the relations dress themselves in canvass to express grief, and go with the corpse, beating instruments, and making songs and prayers to their idols.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	When they come to the place where the ceremony is to be performed, they frame images of men, women, camels, horses, clothes, money, and various other things, all of cards.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	When the fire is fully lighted, they throw in all these things, saying that the dead will enjoy them in the other world, and that the honour now done to him will be done there also by idols.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	In this city of Kin-sai is a palace of the king who fled, which is the noblest and most beautiful in the world.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	It is a square, ten miles in circuit, surrounded by a lofty wall, within which are gardens abounding in all the most delicate fruits, fountains, and lakes supplied with many kinds of fish.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	In the middle is the edifice itself, large and beautiful, with a hall so extensive that a vast number of persons can sit down at table.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	That hall is painted all over with gold and azure, representing many stories, in which are beasts, birds, knights, ladies, and various wonders.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	Nothing can be seen upon the walls and roof but these ornaments.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	There are twenty others of similar dimensions, such that 10,000 men can conveniently sit at table ; and they are covered and worked in gold very nobly.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	This palace contains also 1000 chambers.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	In the city are 160 toman of fires, that is, of houses ; and the toman is 10,000, making 1,600,000 houses, among which are many great and rich palaces.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	There is only one  church of Nestorian Christians.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	Each man of that city,  as also of the others, has written on his door the name of  his wife, his children, of his sons' wives, his slaves, and  of all his household ; and when any one is horn, he adds  the name, and when he dies, takes it away.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	Thus the  governor of each city knows the names of every person  in it ; and this practice is followed in all the towns of  Manji and Cathay.
1	PART 1	74	Of the most noble and wonderful City of Kin-sai and of its Population, Trades, Lake, Villas, and splendid Palace	The same account is given of the  strangers who reside for a time in their houses, both when  they come and when they go ; and by that means the  great khan knows whoever arrives and departs, which  is of great advantage.
1	PART 1	75	Farther Particulars of that City	There are within the city ten principal squares or market-places,besides which, numberless shops run along the streets.
1	PART 1	75	Farther Particulars of that City	These squares are each half a mile in length, and have in front the main street, forty paces wide, and reaching in a straight line from one end of the city to the other.
1	PART 1	75	Farther Particulars of that City	Thus they are, altogether, two miles in circuit, and four miles distant from each other.
1	PART 1	75	Farther Particulars of that City	The street is crossed by many low and convenient bridges.
1	PART 1	75	Farther Particulars of that City	Parallel to it, but on the opposite side to the squares, is a very large canal, and on its bank capacious warehouses, built of stone, to accommodate the merchants from India and other countries, and receive their goods; this situation being chosen as convenient with regard to the market-squares.
1	PART 1	75	Farther Particulars of that City	Each of these, on three days in every week, contains an assemblage of from 40,000 to 50,000 persons, who bring for sale every desirable article of provision, There appears abundance of all kinds of game, roebucks, stags, fallow-deer, hares, and rabbits, with partridges, pheasants, francolins, quails, common fowls, capons, ducks and geese almost innumerable ; these last being so easily bred on the lake, that for a Venetian silver grosso you may buy a couple of geese and two pairs of ducks.
1	PART 1	75	Farther Particulars of that City	In the same place are also the shambles, where cattle, as oxen, calves, kids, and lambs, are killed for the tables of the rich and of magistrates.
1	PART 1	75	Farther Particulars of that City	These markets afford at all seasons a great variety of herbs and fruits ; in particular, uncommonly large pears, weighing each ten pounds,white in the inside like paste, and very fragrant.
1	PART 1	75	Farther Particulars of that City	The peaches also, both yellow and white, are in their season of delicious flavour.
1	PART 1	75	Farther Particulars of that City	Grapes are not cultivated, but very good ones are brought dried from other districts.
1	PART 1	75	Farther Particulars of that City	Wine is not esteemed by the natives, who are accustomed to their own liquor, prepared from rice and various spices.
1	PART 1	75	Farther Particulars of that City	From the sea, twenty-five miles distant, a vast supply of fish is conveyed on the river; and the lake also contains abundance, the taking of which affords constant employment tonumerous fishermen.
1	PART 1	75	Farther Particulars of that City	The species vary according to the season, and the offal carried thither from the city renders them large and rich.
1	PART 1	75	Farther Particulars of that City	In short, the quantity in the market is so immense, that you would think it impossible it could find purchasers ; yet in a few hours it is all disposed of, s0 many inhabitants are there who can afford to indulge in such luxuries.
1	PART 1	75	Farther Particulars of that City	They eat fish and flesh at one meal.
1	PART 1	75	Farther Particulars of that City	Each of the ten squares is surrounded with lofty dwellinghouses ; the lower part being made into shops, where manufactures of every kind are carried on, and imported articles are sold, as spices, drugs, toys, and pearls.
1	PART 1	75	Farther Particulars of that City	In some shops is kept only the country wine, which is constantly made fresh, and served out at a moderate price.
