chapterNo,chapterTitle,sectionNo,sectionTitle,sentence,sentence_cleaned
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","The jesters willingly undertook the affair, and setting out with the proffered assistance, subdued this province of Mien.",jesters willingly undertook affair setting proffered assistance subdued province mien
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","When they came to that noble city, and saw these splendid edifices, they admired exceedingly, and sent to the great khan an account of their beauty, and of the manner in which they were constructed, asking if he wished them to be demolished, and the gold and silver sent tohim.",came noble city saw splendid edifices admired exceedingly sent great khan account beauty manner constructed asking wished demolished gold silver sent tohim
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","The monarch, on hearing this, commanded that they should not be destroyed, since the king had erected them to commemorate his greatness, and no Tartar touches any thing belonging to a dead man.",monarch hearing commanded destroyed since king erected commemorate greatness tartar touches thing belonging dead man
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King",They were therefore to continue in the same condition as they now stood.,therefore continue condition stood
1,PART 1,51,"Of the City of Mien, and the most beautiful Tomb of the the King","This province contains elephants, wild oxen large and beautiful, stags, deer, and other animals, Now, let me tell you of another which is called Bangala.",province contains elephants wild oxen large beautiful stags deer animals let tell another called bangala
1,PART 1,52,Of the Province of Bangala,"This is a province towards the south, which, in the year 1290, while I, Marco, was at the court of the great khan, was not yet conquered, but the army: was there, ready to march for that purpose.",province towards south year 1290 marco court great khan yet conquered army ready march purpose
1,PART 1,52,Of the Province of Bangala,"It has a king and languages of its own, and the people are most wicked idolaters.",king languages people wicked idolaters
1,PART 1,52,Of the Province of Bangala,They are on the confines of India.,confines india
1,PART 1,52,Of the Province of Bangala,"The barons and lords of that country have oxen as tall as elephants, but not so weighty ; and live on flesh and rice.",barons lords country oxen tall elephants weighty live flesh rice
1,PART 1,52,Of the Province of Bangala,"They have great abundance of silk, with which they carry on extensive manufactures ; also ginger, sugar, and many other costly spices.",great abundance silk carry extensive manufactures also ginger sugar many costly spices
1,PART 1,52,Of the Province of Bangala,"This place is visited by numerous merchants, who purchase slaves, make them eunuchs, and then either sell or convey them to other places.",place visited numerous merchants purchase slaves make eunuchs either sell convey places
1,PART 1,53,Of the Province of Kangigu,"Kangigut is a province towards the east, subject to aking; the people are all idolaters; have a language of their own ; and owning the supremacy of the great khan, they pay him an annual tribute.",kangigut province towards east subject aking people idolaters language owning supremacy great khan pay annual tribute
1,PART 1,53,Of the Province of Kangigu,"The king is so luxurious as to have 300 wives, for as soon as he hears of a beautiful woman in the country he takes her to himself.",king luxurious 300 wives soon hears beautiful woman country takes
1,PART 1,53,Of the Province of Kangigu,"The people have much gold and many precious spices ; but being far from the sea, their commodities do not bring the full value.",people much gold many precious spices far sea commodities bring full value
1,PART 1,53,Of the Province of Kangigu,They have many elephants and beasts of various other kinds.,many elephants beasts various kinds
1,PART 1,53,Of the Province of Kangigu,"All the men and women paint their bodies, the colours being worked in with the claws of lions, dragons, and eagles, and thus never effaced.",men women paint bodies colours worked claws lions dragons eagles thus never effaced
1,PART 1,53,Of the Province of Kangigu,"In this manner they stain their neck, breast, hands, limbs, and indeed their whole person.",manner stain neck breast hands limbs indeed whole person
1,PART 1,53,Of the Province of Kangigu,"This is considered extremely genteel, and the more any one is painted, the higher is his rank considered.",considered extremely genteel one painted higher rank considered
1,PART 1,53,Of the Province of Kangigu,Now let us tell you of another province named Amu.,let us tell another province named amu
1,PART 1,54,Of the Province of Amu,"Amu is also a province towards the east, subject to the great khan.",amu also province towards east subject great khan
1,PART 1,54,Of the Province of Amu,"The people are idolaters, live by pasturage and agriculture, and have a language of their own.",people idolaters live pasturage agriculture language
1,PART 1,54,Of the Province of Amu,"The ladies wear on their arms and legs valuable bracelets of gold and silver, and the men have these still finer and rarer.",ladies wear arms legs valuable bracelets gold silver men still finer rarer
1,PART 1,54,Of the Province of Amu,"They have good horses in considerable numbers, many of which the Indians purchase and sell again to much advantage.",good horses considerable numbers many indians purchase sell much advantage
1,PART 1,54,Of the Province of Amu,"They have also abundance of oxen and buffaloes, because they have extensive and good pastures; in short, they have plenty of the means of subsistence.",also abundance oxen buffaloes extensive good pastures short plenty means subsistence
1,PART 1,54,Of the Province of Amu,"From Amu to Kangigu, are fifteen days, and thence to Bangala, which is the third province behind, are thirty days.",amu kangigu fifteen days thence bangala third province behind thirty days
1,PART 1,54,Of the Province of Amu,"Now let us come to another province, which is called Tholoman, and lies eight journeys from this to the east.",let us come another province called tholoman lies eight journeys east
1,PART 1,55,Of the Province of Tholoman,Tholomant is a third province towards the east.,tholomant third province towards east
1,PART 1,55,Of the Province of Tholoman,"All the - people are idolaters, have a language of their own, and are under the great khan.",people idolaters language great khan
1,PART 1,55,Of the Province of Tholoman,"They are handsome, of rather a brown complexion, good men at arms, and have a number of cities, castles, and forts, on the top of very high mountains.",handsome rather brown complexion good men arms number cities castles forts top high mountains
1,PART 1,55,Of the Province of Tholoman,"When they die, the bodies are burned, and the bones which cannot be consumed are placed in chests and carried to the caverns of high mountains, where they are kept suspended, so that neither man nor beast can touch them.",die bodies burned bones consumed placed chests carried caverns high mountains kept suspended neither man beast touch
1,PART 1,55,Of the Province of Tholoman,"Gold is found here ; but the small money is of porcelain, which circulates in all these provinces.",gold found small money porcelain circulates provinces
1,PART 1,55,Of the Province of Tholoman,"The merchants, though few, are rich ; the people live on flesh and rice, and have many good spices.",merchants though rich people live flesh rice many good spices
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"Cyn-gui isa province likewise situated towards the east, and when a man leaves Tholoman, he goes twelve days along a river, where there are towns and castles, but nothing else worth mentioning.",cyngui isa province likewise situated towards east man leaves tholoman goes twelve days along river towns castles nothing else worth mentioning
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"At the end of these twelve days, he finds the city Sinugul, very large and noble.",end twelve days finds city sinugul large noble
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"The inhabitants are all idolaters, and subject to the great khan.",inhabitants idolaters subject great khan
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"They live by merchandise and arts, and weave cloths of the bark of trees, which make fine summer dresses.",live merchandise arts weave cloths bark trees make fine summer dresses
1,PART 1,56,Of the Province of Cyn-gui and its Lions,They are good men at arms ; but they have no money except paper.,good men arms money except paper
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"There are in this country so many lions, that if a man were to sleep out of doors, he would presently be killed and eaten by them; and at night, when a bark sails along the river, if it were not kept at a good distance from the bank, they would rush in and carry off the crew.",country many lions man sleep doors would presently killed eaten night bark sails along river kept good distance bank would rush carry crew
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"However, though these animals be so large and dangerous, the natives have a wonderful manner of defending themselves; for the dogs of that country are so daring, that they will assault a large one, and, seconded by a man, will kill him.",however though animals large dangerous natives wonderful manner defending dogs country daring assault large one seconded man kill
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"I will tell you how: when a man is on horseback with two of these dogs, as soon as they see a lion, they throw themselves behind him, and bite his thighs and body.",tell man horseback two dogs soon see lion throw behind bite thighs body
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"The lion turns furiously round, but they wheel about with him so swiftly, that he cannot reach them.",lion turns furiously round wheel swiftly reach
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"He then retreats till he comes to a tree, against which he places his back, and turns his face to the dogs; but they continue always biting him from behind, and making him turn round and round.",retreats till comes tree places back turns face dogs continue always biting behind making turn round round
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"Meantime the man discharges arrows without ceasing, till the animal falls down dead, and thus one man and two spirited dogs are sufficient to kill a large lion.",meantime man discharges arrows without ceasing till animal falls dead thus one man two spirited dogs sufficient kill large lion
1,PART 1,56,Of the Province of Cyn-gui and its Lions,"The inhabitants of this province have a good deal of silk, and a great trade is carried on to all quarters along the river.",inhabitants province good deal silk great trade carried quarters along river
1,PART 1,57,"Arrival at Sin-din-fa, and Journey back to Gin-gui","Continuing to journey on its banks for twelve days more, we discover a number of cities and castles.",continuing journey banks twelve days discover number cities castles
1,PART 1,57,"Arrival at Sin-din-fa, and Journey back to Gin-gui","The people are idolaters, subject to the great khan, and use paper money.",people idolaters subject great khan use paper money
1,PART 1,57,"Arrival at Sin-din-fa, and Journey back to Gin-gui","Some are good at arms, others are merchants and artificers.",good arms others merchants artificers
1,PART 1,57,"Arrival at Sin-din-fa, and Journey back to Gin-gui","At the end of the twelve days, the traveller comes to Sin-din-fu,of which mention has been made above.",end twelve days traveller comes sindinfuof mention made
1,PART 1,57,"Arrival at Sin-din-fa, and Journey back to Gin-gui","He then rides seventy days through provinces and lands which we formerly went over, and have already described.",rides seventy days provinces lands formerly went already described
1,PART 1,57,"Arrival at Sin-din-fa, and Journey back to Gin-gui","At the end of that period, he comes to Gin-gui, where we formerly were.",end period comes gingui formerly
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","From Gin-gui or Geo-gui a man travels four days, finding a variety of cities and castles.",gingui geogui man travels four days finding variety cities castles
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","The people are great artificers and merchants, subject to the mighty khan, and use papermoney.",people great artificers merchants subject mighty khan use papermoney
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","At the end of the four days you come to Ca-cian-fu,a large and noble city, lying to the south, in the province of Cathay.",end four days come cacianfua large noble city lying south province cathay
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","The inhabitants are subject to the same monarch, are all idolaters, and burn the bodies of their dead.",inhabitants subject monarch idolaters burn bodies dead
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","They have a good supply of silk, which they make into different kinds of cloth.",good supply silk make different kinds cloth
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","A large river flows past it, along which great abundance of merchandiseisconveyed toKambalu, with whichit is made to communicate by the digging of many canals.",large river flows past along great abundance merchandiseisconveyed tokambalu whichit made communicate digging many canals
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli",Now let.,let
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli",us pass to another city called Cian-glu.,us pass another city called cianglu
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","The natives are idolaters, subject to the khan, use paper money, and burn the bodies of their dead.",natives idolaters subject khan use paper money burn bodies dead
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","In that city, salt is made very extensively, and I will tell you how.",city salt made extensively tell
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","There isa species of earth full of it, and they pile it up in heaps, upon which they throw a great quantity of water, to saturate it with the mineral.",isa species earth full pile heaps upon throw great quantity water saturate mineral
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","They next boil it in large cauldrons of iron, till it evaporates, and leaves a white and minute salt, which is exported to all the countries round.",next boil large cauldrons iron till evaporates leaves white minute salt exported countries round
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","Five days’ journey from Cian-glu is Cian-gli, + where are many cities and castles.",five days’ journey cianglu ciangli many cities castles
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","It is a town of Ca~ thay, and the whole people are idolaters, subject to the khan, and use paper money.",town ca thay whole people idolaters subject khan use paper money
1,PART 1,58,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","Through the middle of that territory flows a great river, on which is conveyed much merchandise of various kinds.",middle territory flows great river conveyed much merchandise various kinds
1,PART 1,59,Condi-fu—Rebellion against the Great Khan,"In departing from Cian-gli, we come in six days to Condi-fu,a great city, which the khan conquered by force of arms, but still it is the noblest in the province.",departing ciangli come six days condifua great city khan conquered force arms still noblest province
1,PART 1,59,Condi-fu—Rebellion against the Great Khan,"t There is a wonderful abundance of silk, as well as orchards with many delicate fruits, and the situation is delightful ; it has also under it fifteen other cities of great importance and commerce, whence it derives high honour and dignity.",wonderful abundance silk well orchards many delicate fruits situation delightful also fifteen cities great importance commerce whence derives high honour dignity
1,PART 1,59,Condi-fu—Rebellion against the Great Khan,"In the year 1273, the khan gave to Litan, one of his barons, 70,000 horse to defend and secure that city; but when the said baron had remained some time in the country, he arranged with certain men to betray it, and rebel against his lord.",year 1273 khan gave litan one barons 70000 horse defend secure city said baron remained time country arranged certain men betray rebel lord
1,PART 1,59,Condi-fu—Rebellion against the Great Khan,"‘When the khan knew this, he sent two of his commanders, Aguil and Mongatai, with many troops, against the traitor.",‘when khan knew sent two commanders aguil mongatai many troops traitor
1,PART 1,59,Condi-fu—Rebellion against the Great Khan,"On their approach, the rebel went forth to meet.",approach rebel went forth meet
1,PART 1,59,Condi-fu—Rebellion against the Great Khan,"them with his forces, consisting of a hundred thousand cavalry and many infantry, both of the country and of those he had brought with him ; and there wasa very great battle between him and those two chiefs.",forces consisting hundred thousand cavalry many infantry country brought wasa great battle two chiefs
1,PART 1,59,Condi-fu—Rebellion against the Great Khan,"Litan was killed, with many others; and the khan caused all those who had been guilty to be put to death, and spared the lives of the rest.",litan killed many others khan caused guilty put death spared lives rest
1,PART 1,59,Condi-fu—Rebellion against the Great Khan,Now let us tell of another country named Sin-gui.,let us tell another country named singui
1,PART 1,6,Kablai silences the Mockery of the Jews and Saracens,"When themonarch had achieved this triumph, the Saracens, Pagans, Jews, and other generations of men who believe not in God, expressed wonder at the cross which the vanquished leader had carried on his standard, and said in derision of the Christians,—“see how the cross of your God has aided Nayan and his people”.",themonarch achieved triumph saracens pagans jews generations men believe god expressed wonder cross vanquished leader carried standard said derision christians—“see cross god aided nayan people”
1,PART 1,6,Kablai silences the Mockery of the Jews and Saracens,"They made such a noise on this subject, that it came to the ears of the prince, who was much displeased, and sending for the Christians, said to them,—if your God did not assist Nayan, he acted with great justice, because he is a good and righteous God.",made noise subject came ears prince much displeased sending christians said them—if god assist nayan acted great justice good righteous god
1,PART 1,6,Kablai silences the Mockery of the Jews and Saracens,"Nayan was a traitor and rebel against his lord, and therefore God did well in not assisting him”.",nayan traitor rebel lord therefore god well assisting him”
1,PART 1,6,Kablai silences the Mockery of the Jews and Saracens,"Then the Christians replied,—O, great sire!",christians replied—o great sire
1,PART 1,6,Kablai silences the Mockery of the Jews and Saracens,"thou hast spoken the truth, for the cross will aid nothing unjust, and he met only what he well deserved”.",thou hast spoken truth cross aid nothing unjust met well deserved”
1,PART 1,6,Kablai silences the Mockery of the Jews and Saracens,"Having gained this victory, the great khan returned to his capital, Kambalu, with much festival and rejoicing.",gained victory great khan returned capital kambalu much festival rejoicing
1,PART 1,6,Kablai silences the Mockery of the Jews and Saracens,"When the other king, named Kaidu, heard how his ally had been worsted, he was struck with fear, and did not attempt to lead his army against the monarch.",king named kaidu heard ally worsted struck fear attempt lead army monarch
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","When a man has gone south from Condi-fu, he finds cities and castles, many animals of the chase and birds, with a vast abundance of all productions, and then comes to Sin-gui,t which is noble, great, and beautiful, with much merchandise and many arts; the whole people are idolaters, subject to the khan, and use paper money.",man gone south condifu finds cities castles many animals chase birds vast abundance productions comes singuit noble great beautiful much merchandise many arts whole people idolaters subject khan use paper money
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","They have a river which is of great utility, because the people of the country have divided the stream which comes from the south into two parts; one goes eastward towards Manji, the other westward towards Cathay ; and the land has thus a wonderful number of ships, though not of large size, with which they convey goods to other provinces, and bring thence an almost incredible quantity of merchandise.",river great utility people country divided stream comes south two parts one goes eastward towards manji westward towards cathay land thus wonderful number ships though large size convey goods provinces bring thence almost incredible quantity merchandise
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","When a man departs from Sin-gui and goes eight days to the south, he finds many rich cities and castles.",man departs singui goes eight days south finds many rich cities castles
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","The peopleare idolaters,subject to the khan ; they burn the bodies of their dead, and use paper money.",peopleare idolaterssubject khan burn bodies dead use paper money
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","At the end of eight days he arrives at a town named Lin-gui,} great and noble, with men-at-arms, and also arts and merchandise.",end eight days arrives town named lingui great noble menatarms also arts merchandise
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui",Here are wild animals and every kind of provision in abundance.,wild animals every kind provision abundance
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","When he departs from Lin-gui, he goes three days to the south, finding cities and castles under the powerful khan ; the people idolatrous, and burning the bodies of their dead.",departs lingui goes three days south finding cities castles powerful khan people idolatrous burning bodies dead
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui",There is much excellent hunting of birds and beasts.,much excellent hunting birds beasts
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","At the end of these three days, he discovers a very good city named Pin-gui.",end three days discovers good city named pingui
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","The people have all things necessary for subsistence, raise much silk, and pay a large revenue to the sovereign.",people things necessary subsistence raise much silk pay large revenue sovereign
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui",A great quantity of merchandise is laden here for the province of Manji.,great quantity merchandise laden province manji
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","When a man has departed from Pin-gui, and travelled two days with his face to the south, through beautiful and rich countries, he finds the city of Cin-gui,t very large, and full of merchandise and arts.",man departed pingui travelled two days face south beautiful rich countries finds city cinguit large full merchandise arts
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","The people are wholly idolatrous, burn the bodies of their dead, their money is paper, and they are under the khan.",people wholly idolatrous burn bodies dead money paper khan
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui",They have much grain and grass.,much grain grass
1,PART 1,60,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","When a man leaves Cin-gui, he finds cities, villages, and castles, with handsome dogs and good pasturage ; the people being such as are above described.",man leaves cingui finds cities villages castles handsome dogs good pasturage people described
1,PART 1,61,Of the great River Kara-moran,"At the end of two days a man finds the great river called Kara-moran, coming from the lands of Prester John.",end two days man finds great river called karamoran coming lands prester john
1,PART 1,61,Of the great River Kara-moran,"It is full, broad, and so deep that a large ship can pass through its channel; and there are on it full 15,000 vessels, all belonging to the khan, meant for conveying his goods when he goes to the islands of the sea, which is distant about a day’s journey.",full broad deep large ship pass channel full 15000 vessels belonging khan meant conveying goods goes islands sea distant day’s journey
1,PART 1,61,Of the great River Kara-moran,"And each of these ships requires fifteen mariners, and carries fifteen horses with their riders, provisions, and every thing else necessary for them.",ships requires fifteen mariners carries fifteen horses riders provisions every thing else necessary
1,PART 1,61,Of the great River Kara-moran,"$ When a man passes that river, he enters the province of Manji, and I will tell you how it was conquered by the khan.",man passes river enters province manji tell conquered khan
1,PART 1,62,"Of the Province of Manji, and how it was made subject to the Great Khan","In the extensive province of Manji there was a lord and king named Facfur, who, excepting the great khan, was the mightiest sovereign in the world, the most powerful in money and people ; but the men are not good at arms, nor have horses trained to war, nor experience in battle and military operations, otherwise they would never have lost so strong a country.",extensive province manji lord king named facfur excepting great khan mightiest sovereign world powerful money people men good arms horses trained war experience battle military operations otherwise would never lost strong country
1,PART 1,62,"Of the Province of Manji, and how it was made subject to the Great Khan","All the lands are surrounded by waters so deep that they cannot be passed unless by bridges, and the chief cities are encompassed by broad ditches filled with water.",lands surrounded waters deep passed unless bridges chief cities encompassed broad ditches filled water
1,PART 1,62,"Of the Province of Manji, and how it was made subject to the Great Khan","The khan, however, in the year of our Lord 1273,sent one of his barons, Bayam Cingsan, which means Bayam with the Hundred Eyes: for the King of Manji had found out by astrology, that he could lose his kingdom only by a man having a hundred eyes.",khan however year lord 1273sent one barons bayam cingsan means bayam hundred eyes king manji found astrology could lose kingdom man hundred eyes
1,PART 1,62,"Of the Province of Manji, and how it was made subject to the Great Khan","This Bayam marched with a very great force, many ships, horse and foot, and came to the first city of Manji, called Koi-gan-zu, which we will presently describe.",bayam marched great force many ships horse foot came first city manji called koiganzu presently describe
1,PART 1,62,"Of the Province of Manji, and how it was made subject to the Great Khan",He called upon it to surrender ; but the people refused.,called upon surrender people refused
1,PART 1,62,"Of the Province of Manji, and how it was made subject to the Great Khan","He then went to another city, which also refused, and so he passed five, leaving them behind, because he knew that the khan was sending a large additional force.",went another city also refused passed five leaving behind knew khan sending large additional force
1,PART 1,62,"Of the Province of Manji, and how it was made subject to the Great Khan","He took, however, the sixth by storm, and then successively reduced other twelve ; after which he marched direct to the capital of the kingdom, called Kin-sai, where the king and queen resided.",took however sixth storm successively reduced twelve marched direct capital kingdom called kinsai king queen resided
1,PART 1,62,"Of the Province of Manji, and how it was made subject to the Great Khan","When the monarch saw this great army, he was struck with such terror that he fled from the continent with many of his people, having 1000 ships, and sought refuge among the islands.",monarch saw great army struck terror fled continent many people 1000 ships sought refuge among islands
1,PART 1,62,"Of the Province of Manji, and how it was made subject to the Great Khan","The queen, however, remained and defended herself as well as she could against Bayam.",queen however remained defended well could bayam
1,PART 1,62,"Of the Province of Manji, and how it was made subject to the Great Khan","But having at length asked what was the name of that commander, and being told it was Bayam with the Hundred Eyes, she remembered the prophecy mentioned above, and immediately surrendered the city to him.",length asked name commander told bayam hundred eyes remembered prophecy mentioned immediately surrendered city
1,PART 1,62,"Of the Province of Manji, and how it was made subject to the Great Khan","Presently all the cities of Manji yielded, and the whole world does not contain such a kingdom, and I will now describe its magnificence.",presently cities manji yielded whole world contain kingdom describe magnificence
1,PART 1,63,Of the Piety and Justice of the King towards his Subjects,"This King Facfur maintained 15,000 poor children, because in that province many areexposed as soon as they are born by parents who cannot support them; so, when a rich man had no issue, he went to the king and got asmany as he pleased.",king facfur maintained 15000 poor children province many areexposed soon born parents support rich man issue went king got asmany pleased
1,PART 1,63,Of the Piety and Justice of the King towards his Subjects,"And when the boys and girls came of age, the king married them together, and gave them the means of living ; and thus were educated 20,000 males or females annually.",boys girls came age king married together gave means living thus educated 20000 males females annually
1,PART 1,63,Of the Piety and Justice of the King towards his Subjects,"He did another thing : when he went through any place and saw two fine houses, and by the side of them a small one, he inquired why the first were greater than the other ; and being told that it be longed to a poor man, who could not afford to build one larger, presently he gave him money enough to enable him to do so, He made himself be served by more than 1000 domestic servants of both sexes.",another thing went place saw two fine houses side small one inquired first greater told longed poor man could afford build one larger presently gave money enough enable made served 1000 domestic servants sexes
1,PART 1,63,Of the Piety and Justice of the King towards his Subjects,"He maintained his kingdom in such justice, that no evil was done, and all commodities could be left unguarded except by the royal equity.",maintained kingdom justice evil done commodities could left unguarded except royal equity
1,PART 1,63,Of the Piety and Justice of the King towards his Subjects,Now I have given you an account of the king ; I will tell you of the queen.,given account king tell queen
1,PART 1,63,Of the Piety and Justice of the King towards his Subjects,"She was led to the great khan, who made her be honoured and served asa powerful sovereign ; but the king, her husband, never came out of the islands of the ocean, and died there, and thus the whole kingdom remained with the khan.",led great khan made honoured served asa powerful sovereign king husband never came islands ocean died thus whole kingdom remained khan
1,PART 1,63,Of the Piety and Justice of the King towards his Subjects,"Now let us tell of the province of Manji, and the manners and customs of the people ; beginning with the city of Koi-gan-zu.",let us tell province manji manners customs people beginning city koiganzu
1,PART 1,64,"Of the Cities of Koi-gan-zu, Pau-chym, and Chaym","Koi-gan-zu is a great, rich, and noble city, at the entrance of the province of Manji, lying to the south.",koiganzu great rich noble city entrance province manji lying south
1,PART 1,64,"Of the Cities of Koi-gan-zu, Pau-chym, and Chaym","The whole people are subject to the khan; they are idolaters, and burn the bodies of their dead.",whole people subject khan idolaters burn bodies dead
1,PART 1,64,"Of the Cities of Koi-gan-zu, Pau-chym, and Chaym","It lies on the river Kara-moran, and hence is full of ships ; for many merchants bring their commodities thither to be distributed throughout other cities.",lies river karamoran hence full ships many merchants bring commodities thither distributed throughout cities
1,PART 1,64,"Of the Cities of Koi-gan-zu, Pau-chym, and Chaym",It is the capital of the province.,capital province
1,PART 1,64,"Of the Cities of Koi-gan-zu, Pau-chym, and Chaym","Here is made a very great quantity of salt, which is supplied thence to forty different towns; the khan has a large revenue from this and other trades here carried on.",made great quantity salt supplied thence forty different towns khan large revenue trades carried
1,PART 1,64,"Of the Cities of Koi-gan-zu, Pau-chym, and Chaym",t And now let me tell you of another city called Pau-chym.,let tell another city called pauchym
1,PART 1,64,"Of the Cities of Koi-gan-zu, Pau-chym, and Chaym","‘When a man departs from Koi-gan-zu, he goes a whole day along a causeway finely built of stone, and on each side is a large water, so that it is impossible to enter the province unless by this causeway.",‘when man departs koiganzu goes whole day along causeway finely built stone side large water impossible enter province unless causeway
1,PART 1,64,"Of the Cities of Koi-gan-zu, Pau-chym, and Chaym","He then finds a city called Pau-chym ;¢ all the people are idolaters, burn the bodies of their dead, and are under the great khan.",finds city called pauchym � people idolaters burn bodies dead great khan
1,PART 1,64,"Of the Cities of Koi-gan-zu, Pau-chym, and Chaym","They are artificers and merchants, have abundance of silk, and make much cloth of it mixed with gold, and thus earn a sufficient livelihood.",artificers merchants abundance silk make much cloth mixed gold thus earn sufficient livelihood
1,PART 1,64,"Of the Cities of Koi-gan-zu, Pau-chym, and Chaym",Through all that country the paper money of the khan is circulated.,country paper money khan circulated
1,PART 1,64,"Of the Cities of Koi-gan-zu, Pau-chym, and Chaym","When a man sets out from Pau-chym, he travels aday and discovers a very large city named Chaym.",man sets pauchym travels aday discovers large city named chaym
1,PART 1,64,"Of the Cities of Koi-gan-zu, Pau-chym, and Chaym","There is great abundance of the necessaries of life ; fish beyond measure, beasts and birds for sport in great numbers, so that for a Venetian silver grosso you may purchase three pheasants.",great abundance necessaries life fish beyond measure beasts birds sport great numbers venetian silver grosso may purchase three pheasants
1,PART 1,65,"Of the City of Tin-gui, and its great Saltworks","Tin-gui is a pretty agreeable city, a full day’s journey from Chaym.",tingui pretty agreeable city full day’s journey chaym
1,PART 1,65,"Of the City of Tin-gui, and its great Saltworks","The people are idolaters, subject to the khan, and use paper money ; they have merchandise and arts, and numerous ships belonging to them.",people idolaters subject khan use paper money merchandise arts numerous ships belonging
1,PART 1,65,"Of the City of Tin-gui, and its great Saltworks","It lies to the south-east, and on the left, nearly three days’ journey to the eastward, is the ocean, where salt is made in great quantities, Here is a city namedCyn-gui, large, rich, and noble, to which all the salt is brought, and the khan draws from it a revenue so wonderful that it could not be believed.",lies southeast left nearly three days’ journey eastward ocean salt made great quantities city namedcyngui large rich noble salt brought khan draws revenue wonderful could believed
1,PART 1,66,Of the great City of Yan-gui,"When a man leaves Tin-gui he proceeds a day towards the south-east,§ through a very fine country, finding towns and castles, and then comes to Yan-gui,a large and beautiful city, which has under it twenty-four, all good and of great trade.",man leaves tingui proceeds day towards southeast� fine country finding towns castles comes yanguia large beautiful city twentyfour good great trade
1,PART 1,66,Of the great City of Yan-gui,"Its affairs are administered by one of the twelve barons of the khan ; Messer Marco Polo, of whom this book treats, governed it three years.",affairs administered one twelve barons khan messer marco polo book treats governed three years
1,PART 1,66,Of the great City of Yan-gui,Here are made many arms and other equipments for knights and men of war ; for in this place and around it numerous troops are quartered.,made many arms equipments knights men war place around numerous troops quartered
1,PART 1,66,Of the great City of Yan-gui,"I will now tell you of two great provinces lying to the west, and as I shall have much to say, I will begin with Nan-ghin.",tell two great provinces lying west shall much say begin nanghin
1,PART 1,67,Of the great City of Nan-ghin,"Nan-ghin is a province towards the west, belonging to Manji, and is very noble and rich.",nanghin province towards west belonging manji noble rich
