chapterNo	chapterTitle	sectionNo	sectionTitle	sentence	sentence_cleaned
1	PART 1	29	The Care and Bounty of the Monarch towards his Subjects	Thus there cannot be any severe famine ; for he does it through all his dominions; he bestows also great charity on many poor families in Kambalu ; and when he hears of individuals who have not food to eat, he causes grain to be given tothem.	thus severe famine dominions bestows also great charity many poor families kambalu hears individuals food eat causes grain given tothem
1	PART 1	29	The Care and Bounty of the Monarch towards his Subjects	Bread is not refused at the court throughout the whole year to any who come to beg for it; and on this account he is adored as a god by his people.	bread refused court throughout whole year come beg account adored god people
1	PART 1	29	The Care and Bounty of the Monarch towards his Subjects	His majesty provides them also with raiment out of his tithes of wool, silk, and hemp.	majesty provides also raiment tithes wool silk hemp
1	PART 1	29	The Care and Bounty of the Monarch towards his Subjects	These materials he causes to be woven into different sorts of cloth, in a house erected for that purpose, where every artisan is obliged to work one day in the week for his service.	materials causes woven different sorts cloth house erected purpose every artisan obliged work one day week service
1	PART 1	29	The Care and Bounty of the Monarch towards his Subjects	Garments made of the stuffs thus manufactured are given to destitute families for their winter and summer dresses, A dress is also prepared for his armies ; and in every city a quantity of woollen cloth is woven, being defrayed from the tithes there levied.	garments made stuffs thus manufactured given destitute families winter summer dresses dress also prepared armies every city quantity woollen cloth woven defrayed tithes levied
1	PART 1	29	The Care and Bounty of the Monarch towards his Subjects	It must be observed, that the Tartars, according to their original customs, when they had not yet adopted the religion of the idolaters, never bestowed alms ; but when applied to by any necessitous person, repelled him with reproachful expressions, saying,— begone with your complaints of a bad season, God has sent it to you, and had he loved you, as he evidently loves me, you would have similarly prospered.	must observed tartars according original customs yet adopted religion idolaters never bestowed alms applied necessitous person repelled reproachful expressions saying— begone complaints bad season god sent loved evidently loves would similarly prospered
1	PART 1	29	The Care and Bounty of the Monarch towards his Subjects	But since some of the wise men among the idolaters, especially the baksi, have represented to his majesty, that to provide for the poor is a good work and highly grateful to their deities, he has bestowed charity in the manner now described, so that, at his court, none are denied food who come to ask for it.	since wise men among idolaters especially baksi represented majesty provide poor good work highly grateful deities bestowed charity manner described court none denied food come ask
1	PART 1	29	The Care and Bounty of the Monarch towards his Subjects	He has also so arranged that in all the highways by which messengers, merchants, and other persons travel, trees are planted at short distances on both sides of the road, and are so tall that they can be seen from a great distance.	also arranged highways messengers merchants persons travel trees planted short distances sides road tall seen great distance
1	PART 1	29	The Care and Bounty of the Monarch towards his Subjects	They serve thus both to show the way and afford a grateful shade.	serve thus show way afford grateful shade
1	PART 1	29	The Care and Bounty of the Monarch towards his Subjects	This is done whenever the nature of the soil admits of plantation ; but when the route lies through sandy deserts or over rocky mountains, he has ordered stones to be set up, or columns erected, to guide the traveller.	done whenever nature soil admits plantation route lies sandy deserts rocky mountains ordered stones set columns erected guide traveller
1	PART 1	29	The Care and Bounty of the Monarch towards his Subjects	Officers of rank are appointed, whose duty it is to take care that these matters be properly arranged, and the roads kept constantly in good order.	officers rank appointed whose duty take care matters properly arranged roads kept constantly good order
1	PART 1	29	The Care and Bounty of the Monarch towards his Subjects	Besides other motives, the great khan is influenced by the declaration of his soothsayers and astrologers, that those who plant trees receive long life as their reward.	besides motives great khan influenced declaration soothsayers astrologers plant trees receive long life reward
1	PART 1	3	Kublai prepares to meet him	When Kublai learned these things, he was not at all alarmed, but declared, that he wished he might never wear a crown, nor hold sway over a kingdom, if he did not bring the traitors to an evil death.	kublai learned things alarmed declared wished might never wear crown hold sway kingdom bring traitors evil death
1	PART 1	3	Kublai prepares to meet him	He therefore made his whole army be prepared in twenty-two days, and so secretly, that nothing was known beyond his own council.	therefore made whole army prepared twentytwo days secretly nothing known beyond council
1	PART 1	3	Kublai prepares to meet him	He raised full 360,000 mounted soldiers, and 100,000 infantry ; and the reason of their number not being greater, was, that they consisted only of his huntsmen, and those immediately round his person, the rest being employed in carrying on distant wars ; for if he could have assembled his whole host, the multitude would have been such as no man could have numbered.	raised full 360000 mounted soldiers 100000 infantry reason number greater consisted huntsmen immediately round person rest employed carrying distant wars could assembled whole host multitude would man could numbered
1	PART 1	3	Kublai prepares to meet him	He then called his astrologers, and asked of them if he would be victorious ; they answered, that he would do to his enemies according to his pleasure.	called astrologers asked would victorious answered would enemies according pleasure
1	PART 1	30	Liquor used for Wine in Cathay	You must know that the greater part of the people of Cathay drink a wine made of rice and many good spices, and prepare it in such a way that it is more agreeable to drink than any other liquid.	must know greater part people cathay drink wine made rice many good spices prepare way agreeable drink liquid
1	PART 1	30	Liquor used for Wine in Cathay	It is clear and beautiful, and it makes a man drunk sooner than any other wine, for it is extremely hot.	clear beautiful makes man drunk sooner wine extremely hot
1	PART 1	31	Stones which are burnt instead of Wood	It may be observed, also, that throughout the whole province of Cathay, there are a kind of black stones cut from the mountains in veins, which burn like logs.	may observed also throughout whole province cathay kind black stones cut mountains veins burn like logs
1	PART 1	31	Stones which are burnt instead of Wood	They maintain the fire better than wood.	maintain fire better wood
1	PART 1	31	Stones which are burnt instead of Wood	If you put them on in the evening, they will preserve it the whole night, and will be found burning in the morning.	put evening preserve whole night found burning morning
1	PART 1	31	Stones which are burnt instead of Wood	Throughout the whole of Cathay this fuel is used.	throughout whole cathay fuel used
1	PART 1	31	Stones which are burnt instead of Wood	t They have also wood indeed ; but the stones are much less expensive.	also wood indeed stones much less expensive
1	PART 1	32	The Astrologers of Kambalu—the Tartar Computation of Time	The city of Kambalu contains, inclusive of Christians, Saracens, and Kataians, about 5000 astrologers and soothsayers, whom the emperor provides with food and clothing, as he does the poor families; and they are constantly practising their art.	city kambalu contains inclusive christians saracens kataians 5000 astrologers soothsayers emperor provides food clothing poor families constantly practising art
1	PART 1	32	The Astrologers of Kambalu—the Tartar Computation of Time	They have astrolabes, on which are delineated the planetary signs, the hours of passing the meridian, and their successive aspects during the whole year.	astrolabes delineated planetary signs hours passing meridian successive aspects whole year
1	PART 1	32	The Astrologers of Kambalu—the Tartar Computation of Time	The astrologers of each separate sect annually examine their respective tables, to ascertain thence the course of the heavenly bodies, and their relative positions for every lunation.	astrologers separate sect annually examine respective tables ascertain thence course heavenly bodies relative positions every lunation
1	PART 1	32	The Astrologers of Kambalu—the Tartar Computation of Time	From the paths and configurations of the planets in the several signs, they foretell the state of the weather and the peculiar phenomena which are to occur in each month.	paths configurations planets several signs foretell state weather peculiar phenomena occur month
1	PART 1	32	The Astrologers of Kambalu—the Tartar Computation of Time	In one, for instance, there will be thunder and storms; in another earthquakes; ina third violent lightning and rain ; in a fourth pestilence, mortality, war, discord, conspiracy.	one instance thunder storms another earthquakes ina third violent lightning rain fourth pestilence mortality war discord conspiracy
1	PART 1	32	The Astrologers of Kambalu—the Tartar Computation of Time	What they find in their astrolabes they predict, adding, however, that God may at his pleasure do either more or less than they have announced.	find astrolabes predict adding however god may pleasure either less announced
1	PART 1	32	The Astrologers of Kambalu—the Tartar Computation of Time	Their annual prophecies are written on small squares called takuini, which are sold at a moderate price to all persons anxious to search into futurity.	annual prophecies written small squares called takuini sold moderate price persons anxious search futurity
1	PART 1	32	The Astrologers of Kambalu—the Tartar Computation of Time	Those whose announcements prove more generally correct are accounted the most perfect masters of their art, and consequently held in the highest honour.	whose announcements prove generally correct accounted perfect masters art consequently held highest honour
1	PART 1	32	The Astrologers of Kambalu—the Tartar Computation of Time	When any one projects a great work, a long journey for commercial purposes, or any other undertaking, the probable success of which he is desirous to learn, he goes to one of these astrologers, informs him of the time at which he intends to set out, and inquires what aspect the heavens then exhibit.	one projects great work long journey commercial purposes undertaking probable success desirous learn goes one astrologers informs time intends set inquires aspect heavens exhibit
1	PART 1	32	The Astrologers of Kambalu—the Tartar Computation of Time	The astrologer replies, that before he can answer, he must be informed of the year, month, and hour of his nativity, on learning which he examines how the constellation that was then in the ascendant corresponds with the aspect of the celestial bodies at the time of the ‘inquiry.	astrologer replies answer must informed year month hour nativity learning examines constellation ascendant corresponds aspect celestial bodies time ‘inquiry
1	PART 1	32	The Astrologers of Kambalu—the Tartar Computation of Time	Upon this comparison he founds his prediction as to the favourable or unfavourable issue of the enterprise.	upon comparison founds prediction favourable unfavourable issue enterprise
1	PART 1	32	The Astrologers of Kambalu—the Tartar Computation of Time	The Tartars compute time by a cycle of twelve years, the first of which they name the lion ; the second, the ox; the third, the dragon ; the fourth, the dog; and so on till all the twelve have elapsed.	tartars compute time cycle twelve years first name lion second ox third dragon fourth dog till twelve elapsed
1	PART 1	32	The Astrologers of Kambalu—the Tartar Computation of Time	When any one,therefore, is asked the year in which he was born, he answers, it was in that of the lion, on such a day, and at such an hour and minute; all of which had been carefully noted in a book.	onetherefore asked year born answers lion day hour minute carefully noted book
1	PART 1	32	The Astrologers of Kambalu—the Tartar Computation of Time	When the years of the cycle are completed, they begin again with the first, and constantly go over the same round.	years cycle completed begin first constantly go round
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	These people are idolaters, and each person has, for the object of worship, a tablet fixed against an elevated part of the wall of his apartment, having a name written on it which denotes the high, heavenly, and mighty God, and this they daily worship, burning incense before it.	people idolaters person object worship tablet fixed elevated part wall apartment name written denotes high heavenly mighty god daily worship burning incense
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	Raising their hands, and beating their faces three times against the floor, they entreat from him the blessings of sound understanding and bodily health, addressing no other petition.	raising hands beating faces three times floor entreat blessings sound understanding bodily health addressing petition
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	Below, on the floor, they have a statue named Natigai, considered as the god of terrestrial objects, or of whatever is produced on the earth.	floor statue named natigai considered god terrestrial objects whatever produced earth
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	They suppose him to have a wife and children, and worship him in the same manner with incense, lifting their hands, and bending to the ground.	suppose wife children worship manner incense lifting hands bending ground
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	They pray to him for good weather, plentiful crops, increase of family, and other such objects, They believe the soul to be so far immortal, that immediately after death it enters another body, and according as a man’s actions in this life have been virtuous or wicked, his future state will be progressively more or less fortunate.	pray good weather plentiful crops increase family objects believe soul far immortal immediately death enters another body according man’s actions life virtuous wicked future state progressively less fortunate
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	If he has been poor, yet acted worthily and respectably, he will be born anew, first of a lady, becoming himeelf a gentleman ; then of a woman of rank, becoming a nobleman, and he will continually ascend in the scale of existence till he becomes united with the divinity.	poor yet acted worthily respectably born anew first lady becoming himeelf gentleman woman rank becoming nobleman continually ascend scale existence till becomes united divinity
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	Onthe contrary, if a gentleman’s son have acted unworthily, he will, at his next birth, become a clown, and at length a dog ; descending always to a condition more vile than the former.	onthe contrary gentleman’s son acted unworthily next birth become clown length dog descending always condition vile former
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	They converse courteously, accosting each other with politeness and with countenances expressive of pleasure ; they have a well-bred air, and a manner of eating particularly cleanly.	converse courteously accosting politeness countenances expressive pleasure wellbred air manner eating particularly cleanly
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	The utmost reverence is shown to parents ; and should any child treat his with disrespect, or neglect to assist them, there is a public tribunal having for its especial object to punish the crime of -filial ingratitude.	utmost reverence shown parents child treat disrespect neglect assist public tribunal especial object punish crime filial ingratitude
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	Malefactors, when found guilty, after being apprehended and thrown into prison, are strangled ; but such as remain till the expiry of three years, a time appointed by his majesty for a general release, are set at liberty, having however a brand fixed on one of the cheeks, by which they may be recognised.	malefactors found guilty apprehended thrown prison strangled remain till expiry three years time appointed majesty general release set liberty however brand fixed one cheeks may recognised
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	The great khan has prohibited all gambling and other species of fraud, to which this people are addicted beyond any other upon earth; and as a reason for this prohibition, he tells them in his edict, “ I subdued you by the power of my sword, and consequently whatever you possess belongs of right to me; in gambling, therefore, you sport with my property”.	great khan prohibited gambling species fraud people addicted beyond upon earth reason prohibition tells edict “ subdued power sword consequently whatever possess belongs right gambling therefore sport property”
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	Yet he does not, by the right thus claimed, take any thing on an arbitrary principle.	yet right thus claimed take thing arbitrary principle
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	The orderly and regular manner in which all ranks present themselves before him deserves notice.	orderly regular manner ranks present deserves notice
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	On approaching within half a mile of his residence, they testify their reverence for his exalted rank by an humble, subdued, and quiet demeanour, so that not the least noise is heard, nor does any one call, or even speak aloud.	approaching within half mile residence testify reverence exalted rank humble subdued quiet demeanour least noise heard one call even speak aloud
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	Every man of rank carries with him, while he continues in the hall of audience, a vessel into which he spits, that he may not soil the floor; and having done so, he replaces the cover, and makes a bow.	every man rank carries continues hall audience vessel spits may soil floor done replaces cover makes bow
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	They usually take with them handsome buskins of white leather, and on reaching the court, before entering the hall, where they wait to be summoned by his majesty, put them on, giving those worn in walking to the care of the servants.	usually take handsome buskins white leather reaching court entering hall wait summoned majesty put giving worn walking care servants
1	PART 1	33	Religion and Customs of the Tartars (Chinese)	This precaution is taken that they may not sully the beautiful carpets, curiously wrought with silk and gold, and exhibiting a variety of colours.	precaution taken may sully beautiful carpets curiously wrought silk gold exhibiting variety colours
1	PART 1	34	Marco Polo’s Journey—The River Pulisangan and its beautiful Bridge	T have now to inform you that the great khan having sent Messer Marco as his ambassador into the western provinces, he departed from Kambalu, and travelled in that direction full four months.	inform great khan sent messer marco ambassador western provinces departed kambalu travelled direction full four months
1	PART 1	34	Marco Polo’s Journey—The River Pulisangan and its beautiful Bridge	You shall now hear all that he saw on that journey going and returning.	shall hear saw journey going returning
1	PART 1	34	Marco Polo’s Journey—The River Pulisangan and its beautiful Bridge	When a man leaves Kambalu and has gone ten miles, he finds a river called Pulisangan, which flows on to the ocean, and is crossed by many merchants with their goods, Over it is a grand stone bridge, which has not its equal in the world ; it is 300 paces long and eight broad, and ten horsemen can ride abreast over it.	man leaves kambalu gone ten miles finds river called pulisangan flows ocean crossed many merchants goods grand stone bridge equal world 300 paces long eight broad ten horsemen ride abreast
1	PART 1	34	Marco Polo’s Journey—The River Pulisangan and its beautiful Bridge	It has twenty-four arches, supported by piers in the water, and is wholly of marble, finely wrought into columns in the manner that I will tell you.	twentyfour arches supported piers water wholly marble finely wrought columns manner tell
1	PART 1	34	Marco Polo’s Journey—The River Pulisangan and its beautiful Bridge	At the head of the bridge is a column of marble, above and beneath which are beautifully carved lions of the same material, and about a pace distant is another column, with its lions, and between the two are slabs of gray marble, to secure passengers from falling into the water ; and the whole bridge thus formed is the most magnificent object in the world.	head bridge column marble beneath beautifully carved lions material pace distant another column lions two slabs gray marble secure passengers falling water whole bridge thus formed magnificent object world
1	PART 1	35	The great City of Geo-gui	After leaving that bridge a man travels thirty miles westward, finding every where fine trees, villages, and inns, and then comes to a city which is named Geo-gui.	leaving bridge man travels thirty miles westward finding every fine trees villages inns comes city named geogui
1	PART 1	35	The great City of Geo-gui	The country is rich in grain, the people are all idolaters ; they live by merchandise and the arts, making cloth of gold, as well as silk, and beautiful linen.	country rich grain people idolaters live merchandise arts making cloth gold well silk beautiful linen
1	PART 1	35	The great City of Geo-gui	There are also numerous houses for the reception of strangers.	also numerous houses reception strangers
1	PART 1	35	The great City of Geo-gui	A mile beyond that city are two roads, one leading westward through Cathay, the other southward to the great province of Manji.	mile beyond city two roads one leading westward cathay southward great province manji
1	PART 1	35	The great City of Geo-gui	In riding westward through Cathay full ten days,t+ you find always handsome cities and castles, abundance of arts and merchandise, fine inns, trees, vines, and a civilized people.	riding westward cathay full ten dayst find always handsome cities castles abundance arts merchandise fine inns trees vines civilized people
1	PART 1	36	The Cities of Ta-in-fu and Pi-an-fa	At the end of this journey is a kingdom named Tain-fu,t with a capital of the same name.	end journey kingdom named tainfut capital name
1	PART 1	36	The Cities of Ta-in-fu and Pi-an-fa	It contains many arts and much merchandise, with a large supply of stores necessary for the imperial army.	contains many arts much merchandise large supply stores necessary imperial army
1	PART 1	36	The Cities of Ta-in-fu and Pi-an-fa	The district presents numerous vineyards, and being the only part of Cathay where wine is made, supplies it to the surrounding provinces.	district presents numerous vineyards part cathay wine made supplies surrounding provinces
1	PART 1	36	The Cities of Ta-in-fu and Pi-an-fa	It yields also much silk, abounding in the trees on which the worms are fed.	yields also much silk abounding trees worms fed
1	PART 1	36	The Cities of Ta-in-fu and Pi-an-fa	A degree of civilisation prevails among all the people of this country, in consequence of their frequent intercourse with the numerous towns which lie very near each other.	degree civilisation prevails among people country consequence frequent intercourse numerous towns lie near
1	PART 1	36	The Cities of Ta-in-fu and Pi-an-fa	The merchants are constantly carrying their goods from one to another, as fairs are successively held at each.	merchants constantly carrying goods one another fairs successively held
1	PART 1	36	The Cities of Ta-in-fu and Pi-an-fa	Five days’ journey beyond the ten already mentioned, there is said to be another city still larger and handsomer, named Achbaluch, where are the limits of his majesty’s hunting-ground, within which no person must sport, except princes of his family, and others whose names are inscribed on the grand falconer’s list ; beyond, all persons qualified by their rank have that liberty.	five days’ journey beyond ten already mentioned said another city still larger handsomer named achbaluch limits majesty’s huntingground within person must sport except princes family others whose names inscribed grand falconer’s list beyond persons qualified rank liberty
1	PART 1	36	The Cities of Ta-in-fu and Pi-an-fa	The khan scarcely ever follows the chase in this quarter; hence the wild animals, especially hares, multiply to such a degree, as to cause the destruction of all the growing corn.	khan scarcely ever follows chase quarter hence wild animals especially hares multiply degree cause destruction growing corn
1	PART 1	36	The Cities of Ta-in-fu and Pi-an-fa	This having come to his knowledge, he was induced to repair thither with his whole court, and prodigious quantities of game were then taken.	come knowledge induced repair thither whole court prodigious quantities game taken
1	PART 1	36	The Cities of Ta-in-fu and Pi-an-fa	Leaving Ta-in-fu, and riding westward full seven days through very fine districts, amid numerous merchants, you find a large town, named Pi-an-fu,t supported by commerce and the silk manufacture.	leaving tainfu riding westward full seven days fine districts amid numerous merchants find large town named pianfut supported commerce silk manufacture
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	Two miles west of Pi-an-fu is a famous castle, named Caya-fu,t built anciently by a king named Dor.	two miles west pianfu famous castle named cayafut built anciently king named dor
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	In this castle is a very beautiful palace, with a great hall, containing portraits, beautifully painted, of all the kings who formerly reigned in these provinces.	castle beautiful palace great hall containing portraits beautifully painted kings formerly reigned provinces
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	Having mentioned this King Dor, I will tell you a curious story of what passed between him and Prester John.	mentioned king dor tell curious story passed prester john
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	The two sovereigns being at war, Dor was in so strong a situation that the other could not reach him, and was therefore much chagrined ; upon which seven of his servants said that they would bring before him his adversary, and if he wished even alive.	two sovereigns war dor strong situation could reach therefore much chagrined upon seven servants said would bring adversary wished even alive
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	He said he should be very much obliged to them.	said much obliged
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	Having obtained this permission, they went to the king and presented themselves as strangers desirous to serve him.	obtained permission went king presented strangers desirous serve
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	He gave them an honourable welcome, and they began their duties with the utmost zeal, rendering themselves extremely acceptable.	gave honourable welcome began duties utmost zeal rendering extremely acceptable
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	After they had remained two years, he became greatly attached to them, and confided in their love as if they had been his sons.	remained two years became greatly attached confided love sons
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	Now hear what these wicked fellows did, and how difficult it is to find defence against a traitor.	hear wicked fellows difficult find defence traitor
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	The king happened to go out on an excursion with a small number of persons, among whom were these seven.	king happened go excursion small number persons among seven
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	When they had passed a river distant from the palace, seeing that the king had not attendants enough to defend him, they laid hands on him, drew their swords, and threatened to kill him unless he instantly went along with them.	passed river distant palace seeing king attendants enough defend laid hands drew swords threatened kill unless instantly went along
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	He was greatly surprised, and said to them,—What mean you by this, my sons !	greatly surprised said them—what mean sons
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	—what are you saying—whither do you wish me to go!	—what saying—whither wish go
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	” They replied :—“ We wish you to come with us to Prester John, who is our master”.	” replied —“ wish come us prester john master”
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	When Dor heard this, he almost died with grief, and said—“ ha!	dor heard almost died grief said—“ ha
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	my good friends, have I not honoured and treated you as children; why will you betray me into the hands of my enemy!	good friends honoured treated children betray hands enemy
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	This would be a most wicked and disloyal action”.	would wicked disloyal action”
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	They replied that it must be so.	replied must
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	They led him to their sovereign, who rejoiced greatly, and addressed the king in very rough language.	led sovereign rejoiced greatly addressed king rough language
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	He made no reply, not knowing what to answer; upon which, the other set him to keep his cattle, as a mark of disgrace and contempt, and during two years he performed this menial office.	made reply knowing answer upon set keep cattle mark disgrace contempt two years performed menial office
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	After that time Prester John was appeased, and resolved to spare his captive.	time prester john appeased resolved spare captive
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	He bestowed on him splendid regal vestments, paying him great honour, and saying,— Now own you were not a man capable of making war against me”.	bestowed splendid regal vestments paying great honour saying— man capable making war me”
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	’ The king then replied,—“ Sire, I always knew that I was unable to contend with you; I repent much of my former bad conduct, and promise faithfully that I will always be your friend”.	’ king replied—“ sire always knew unable contend repent much former bad conduct promise faithfully always friend”
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	Then said the christian prince,— I will impose upon you no more hardship and grief; you shall receive favour and honour”.	said christian prince— impose upon hardship grief shall receive favour honour”
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	Having then supplied him with many horses handsomely equipped, and a numerous attendance, he permitted him to go.	supplied many horses handsomely equipped numerous attendance permitted go
1	PART 1	37	The Castle of Caya-fu—Story of its King and Prester John	Dor then returned to his kingdom, and from that time was a faithful friend and servant of Prester John.	dor returned kingdom time faithful friend servant prester john
1	PART 1	38	The great River Kara-moran, and the City Ca-cian-fu	Twenty miles westward from that castle is a river called Kara-moran,t so large and broad that it cannot be crossed by a bridge, and flows on even to the ocean.	twenty miles westward castle river called karamorant large broad crossed bridge flows even ocean
1	PART 1	38	The great River Kara-moran, and the City Ca-cian-fu	On its banks are many cities and castles, likewise many merchants and manufactured goods; and in the country around ginger grows in great abundance.	banks many cities castles likewise many merchants manufactured goods country around ginger grows great abundance
1	PART 1	38	The great River Kara-moran, and the City Ca-cian-fu	The number of birds is wonderful, so that for a Venetian grosso one can buy three pheasants ; and after travelling three days, you find a noble city named Ca-cian-fu.	number birds wonderful venetian grosso one buy three pheasants travelling three days find noble city named cacianfu
1	PART 1	38	The great River Kara-moran, and the City Ca-cian-fu	The people are idolaters, as likewise those of Cathay.	people idolaters likewise cathay
1	PART 1	38	The great River Kara-moran, and the City Ca-cian-fu	It is a city of great merchandise and many arts.	city great merchandise many arts
1	PART 1	38	The great River Kara-moran, and the City Ca-cian-fu	They have abundance of silk, with cloth of gold of all fashions.	abundance silk cloth gold fashions
1	PART 1	38	The great River Kara-moran, and the City Ca-cian-fu	I will go on to tell you of the capital of the kingdom.	go tell capital kingdom
1	PART 1	39	The City of Quen-gian-fu	When a man has left the city of Ca-cian-fu, and travelled eight days westward, he finds always cities and castles, merchandise and arts, pleasure-grounds and houses; and the whole country is full of mulberries, producing abundance of silk.	man left city cacianfu travelled eight days westward finds always cities castles merchandise arts pleasuregrounds houses whole country full mulberries producing abundance silk
1	PART 1	39	The City of Quen-gian-fu	The men are idolaters and live by labouring the ground, hunting, and hawking.	men idolaters live labouring ground hunting hawking
1	PART 1	39	The City of Quen-gian-fu	At the end of the eight days he comes to the noble city of Quen-gian-fu,t capital of a kingdom anciently magnificent and powerful, and which had many noble and valiant kings.	end eight days comes noble city quengianfut capital kingdom anciently magnificent powerful many noble valiant kings
1	PART 1	39	The City of Quen-gian-fu	At present the crown is held by Mangalu, a son of the greatkhan.	present crown held mangalu son greatkhan
1	PART 1	39	The City of Quen-gian-fu	That city is rich in merchandise and manufactures, particularly of implements for the supply of an army; likewise every thing necessary for the subsistence of man.	city rich merchandise manufactures particularly implements supply army likewise every thing necessary subsistence man
1	PART 1	39	The City of Quen-gian-fu	The people are all idolaters.	people idolaters
1	PART 1	39	The City of Quen-gian-fu	Westward isa beautiful palace of King Mangalu, which I will describe to you.	westward isa beautiful palace king mangalu describe
1	PART 1	39	The City of Quen-gian-fu	It lies ina great plain watered by a river, as also by many lakes and fountains.	lies ina great plain watered river also many lakes fountains
1	PART 1	39	The City of Quen-gian-fu	A wall five miles in circuit, surrounded with battlements, and well built, encloses this splendid edifice, having halls and chambers adorned with beaten gold.	wall five miles circuit surrounded battlements well built encloses splendid edifice halls chambers adorned beaten gold
1	PART 1	39	The City of Quen-gian-fu	Mangalu exercises his dominion with great justice, and is much beloved by his people ; the residents in the district enjoy great amusement in hawking and hunting.	mangalu exercises dominion great justice much beloved people residents district enjoy great amusement hawking hunting
1	PART 1	4	Description of the Battle	The great khan having assembled these forces, took his departure, and in twenty days came to a vast plain, where Nayan had assembled all his troops, amounting to 400,000 warriors.	great khan assembled forces took departure twenty days came vast plain nayan assembled troops amounting 400000 warriors
1	PART 1	4	Description of the Battle	The khan took much care to scour the paths, and intercept all who could have carried the intelligence ; so that when he approached at dawn of day, the rebel was lying asleep in bed with a favourite wife, not having the least dread of his arrival, and, consequently, no guard on any side of the camp.	khan took much care scour paths intercept could carried intelligence approached dawn day rebel lying asleep bed favourite wife least dread arrival consequently guard side camp
1	PART 1	4	Description of the Battle	Kublai then advanced, having a tower fixed upon four elephants, whereon were placed his ensigns, so that he could be seen by the whole army.	kublai advanced tower fixed upon four elephants whereon placed ensigns could seen whole army
1	PART 1	4	Description of the Battle	His men, divided into bands of twenty thousand, surrounded in a moment the adverse force, each soldier having a footman on the crupper behind him, with a bow in his hand.	men divided bands twenty thousand surrounded moment adverse force soldier footman crupper behind bow hand
1	PART 1	4	Description of the Battle	When Nayan and his men saw their camp thus encircled by the khan and his host, they were seized with amaze ; yet they ran to arms, formed themselves in order of battle, and were soon prepared to strike.	nayan men saw camp thus encircled khan host seized amaze yet ran arms formed order battle soon prepared strike
1	PART 1	4	Description of the Battle	Then began the beating on many instruments, and singing with loud voices; for it is the custom of the Tartars, that until the horn termed naccar is winded the troops do not engage.	began beating many instruments singing loud voices custom tartars horn termed naccar winded troops engage
1	PART 1	4	Description of the Battle	But when that grand trumpet of the great khan was sounded, all the other performers began playing, and raising their voices very loud, making a noise that was truly most wonderful.	grand trumpet great khan sounded performers began playing raising voices loud making noise truly wonderful
1	PART 1	4	Description of the Battle	Then the two armies rushed against each other with sword, spear, and lance, while the footmen were prepared with bow and quiver.	two armies rushed sword spear lance footmen prepared bow quiver
1	PART 1	4	Description of the Battle	The battle was fierce and cruel; the arrows filled the air like rain ; horses and horsemen were seen falling to the ground; and the tumult was such, that if Jove had thundered, he could not have been heard.	battle fierce cruel arrows filled air like rain horses horsemen seen falling ground tumult jove thundered could heard
