	chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Gazzeter Location	Gazzeter Person
266	3	PART 1	20	Hindoo Customs and Superstitions	267	Another custom is, that when a man has committed a crime, and is condemned to die, he expresses a wish to devote himself in honour of a certain divinity, to which the king consents.					
267	3	PART 1	20	Hindoo Customs and Superstitions	268	"Then his relations and friends place him on a wagon, giving him twelve knives, and lead him through the city, calling out, "" This brave man is about to kill himself for the love of the great idol."""					
268	3	PART 1	20	Hindoo Customs and Superstitions	269	"When they come to the place of execution, he takes a knife and cries aloud, "" I kill myself for the love of such a deityù""."					
269	3	PART 1	20	Hindoo Customs and Superstitions	270	He then, with different knives, strikes himself in one arm, then in the other, next in the stomach, and so on till he expires, when the relations burn his body with great joy.					
270	3	PART 1	20	Hindoo Customs and Superstitions	271	I must tell you another custom of this country, that when a man is dead, and his body burned, his wife throws herself into the fire with her lord ; 					
271	3	PART 1	20	Hindoo Customs and Superstitions	272	she is then much praised by the people, and many ladies follow the example.					
272	3	PART 1	20	Hindoo Customs and Superstitions	273	The men also of this kingdom adore idols, and many worship the ox, saying, he is a valuable animal, and on no account would they kill him, or eat his flesh.					
273	3	PART 1	20	Hindoo Customs and Superstitions	274	Yet there is a race named gaui who eat it, butas they dare not slay the animal, they use only those that die a natural or accidental death.					
274	3	PART 1	20	Hindoo Customs and Superstitions	275	All the people, too, anoint their houses with its dung.					
275	3	PART 1	20	Hindoo Customs and Superstitions	276	"It is the custom also that the king, barons, and other persons sit upon the ground, and when asked why they decline a more honourable seat, they say, "" We came from earth, and must return to it, and cannot too much honour this common motherù."""					
276	3	PART 1	20	Hindoo Customs and Superstitions	277	These gaui who eat beef are the persons by whose ancestors St Thomas the apostle was killed; 		St Thomas			
277	3	PART 1	20	Hindoo Customs and Superstitions	278	hence none of this lineage can enter the place where he lies buried, nor could twenty men force them in, nor ten hold them there, on account of the virtue of that sacred body.					
278	3	PART 1	20	Hindoo Customs and Superstitions	279	In this country there grows no grain but rice.					
279	3	PART 1	20	Hindoo Customs and Superstitions	280	It is remarkable that large fine horses in process of breeding produce only ponies with twisted legs, unfit for riding, and good for nothing.					
280	3	PART 1	20	Hindoo Customs and Superstitions	281	The people go to battle with lance and shield, entirely naked ;					
281	3	PART 1	20	Hindoo Customs and Superstitions	282	 yet are they not valiant and courageous, but mean and cowardly.					
282	3	PART 1	20	Hindoo Customs and Superstitions	283	They kill no animals of any description ; 					
283	3	PART 1	20	Hindoo Customs and Superstitions	284	but when they wish to eat their flesh, make them be slain by the Saracens and other nations, whose laws and customs are different.					
284	3	PART 1	20	Hindoo Customs and Superstitions	285	Both men and women wash the whole body in water twice every day, morning and evening, and till then will neither eat nor drink.					
285	3	PART 1	20	Hindoo Customs and Superstitions	286	He who omits this observance is regarded as we do a heretic.					
286	3	PART 1	20	Hindoo Customs and Superstitions	287	Very severe justice is executed upon those who commit murder or any other trespass.					
287	3	PART 1	20	Hindoo Customs and Superstitions	288	When a creditor has repeatedly applied for payment and been deceived by fallacious promises, he takes the following course.					
288	3	PART 1	20	Hindoo Customs and Superstitions	289	He draws a circle round the debtor, who dares not move beyond it, till he has either made payment or given good security ; 					
289	3	PART 1	20	Hindoo Customs and Superstitions	290	and should he attempt to escape, he becomes liable to capital punishment.					
290	3	PART 1	20	Hindoo Customs and Superstitions	291	Marco himself, when returning homeward through this country, was eyewitness to a remarkable transaction of this nature.		Marco			
291	3	PART 1	20	Hindoo Customs and Superstitions	292	The king owed a sum of money to a foreign merchant, and being frequently solicited, he put him off with empty promises.					
292	3	PART 1	20	Hindoo Customs and Superstitions	293	One day, when his majesty was riding out, the creditor took the opportunity of describing such a circle round his person.					
293	3	PART 1	20	Hindoo Customs and Superstitions	294	On seeing what had been done, the monarch immediately stopped, and did not move from the spot till the demand was satisfied.					
294	3	PART 1	20	Hindoo Customs and Superstitions	295	The people viewed with admiration this conduct, and pronounced their sovereign well entitled to the epithet of just.					
295	3	PART 1	20	Hindoo Customs and Superstitions	296	Most persons abstain from drinking wine, and reject the testimony or guarantee of those who indulge in it ;					
296	3	PART 1	20	Hindoo Customs and Superstitions	297	also of mariners, accounted a reckless and desperate race.					
297	3	PART 1	20	Hindoo Customs and Superstitions	298	Dissolute conduct is practised without censure.					
298	3	PART 1	20	Hindoo Customs and Superstitions	299	The heat is wonderful, and is the cause of their going naked.					
299	3	PART 1	20	Hindoo Customs and Superstitions	300	No rain falls except in June, July, and August, and were not the air cooled by showers during these three months, it would be impossible to live.					
300	3	PART 1	20	Hindoo Customs and Superstitions	301	Many are skilled in an art which they call physiognomy, which consists in knowing men or women, their qualities good or bad, by merely seeing them.					
301	3	PART 1	20	Hindoo Customs and Superstitions	302	They regard augury beyond any people in the world ; 					
302	3	PART 1	20	Hindoo Customs and Superstitions	303	for, I assure you, if a man sets out on a journey, and meets an omen deemed unlucky, he often turns back.					
303	3	PART 1	20	Hindoo Customs and Superstitions	304	Whenever a boy or girl is born, the father or mother causes the nativity to be written out, the day, month, and hour, and these are interpreted by astrologers learned in enchantment and the magical art.					
304	3	PART 1	20	Hindoo Customs and Superstitions	305	As soon as a son attains the age of thirteen, he is set at liberty, and no longer allowed to remain in his father's house.					
305	3	PART 1	20	Hindoo Customs and Superstitions	306	He receives from twenty to twenty-four groats of their money, and is then considered capable of earning his own subsistence by some trade.					
306	3	PART 1	20	Hindoo Customs and Superstitions	307	These boys, accordingly, run about in all directions throughout the day, buying and selling.					
307	3	PART 1	20	Hindoo Customs and Superstitions	308	During the pearl-fishery, they frequent the beach and purchase from the fishermen five or six small ones, which they carry to the merchant, who, on account of the heat, has remained seated in his house.					
308	3	PART 1	20	Hindoo Customs and Superstitions	309	They tell him what they have paid, and demand a reasonable profit, which he usually gives.					
309	3	PART 1	20	Hindoo Customs and Superstitions	310	The day's business being over, they carry provision to their mothers, who prepare and dress it for their dinner ; 					
310	3	PART 1	20	Hindoo Customs and Superstitions	311	but they do not depend at all on their father for a maintenance.					
311	3	PART 1	20	Hindoo Customs and Superstitions	312	Here, and throughout all India, the birds and beasts are different from ours, except one bird, which is the quail.			India		
312	3	PART 1	20	Hindoo Customs and Superstitions	313	They have also bald owls, which fly in the night ; 					
313	3	PART 1	20	Hindoo Customs and Superstitions	314	they have neither wings nor feathers, and are as large as an eagle.					
314	3	PART 1	20	Hindoo Customs and Superstitions	315	The eagles are black like crows, larger than ours, expert both at flying and hawking.					
315	3	PART 1	20	Hindoo Customs and Superstitions	316	Another thing worth mentioning is, that they feed their horses with flesh and many other dishes cooked with rice.					
316	3	PART 1	20	Hindoo Customs and Superstitions	317	Their monasteries are filled with idols, to whom many young girls are devoted by their parents.					
317	3	PART 1	20	Hindoo Customs and Superstitions	318	They must go to the monastery whenever required by the superior, which is usually several times a-week.					
318	3	PART 1	20	Hindoo Customs and Superstitions	319	They there sing, dance, and make great rejoicings.					
319	3	PART 1	20	Hindoo Customs and Superstitions	320	These young ladies also prepare savoury dishes of flesh and other food, which they carry to the sanctuary, and place before the idol as much as would make a good meal for a great lord.					
320	3	PART 1	20	Hindoo Customs and Superstitions	321	They then dance, sing, and rejoice, till time has been given for him to feed on the substance of the meat, when they take and eat it themselves, with great rejoicing.					
321	3	PART 1	20	Hindoo Customs and Superstitions	322	These ladies, who are very numerous, continue the same mode of life till after their marriage.					
322	3	PART 1	20	Hindoo Customs and Superstitions	323	Having given you this full account of the manners, customs, and doings of this kingdom, we shall depart and tell of another, named Mutfili.			Mutfili		
323	3	PART 1	21	Masulipatam-Diamonds of Golconda	324	At this kingdom we arrive after departing from Maabar and travelling northward about a thousand miles.	Mutfili		Maabar	Maabar	
324	3	PART 1	21	Masulipatam-Diamonds of Golconda	325	It is subject to a queen of great wisdom, whose husband died forty years ago, and her love to him was such that she has never married another.					
325	3	PART 1	21	Masulipatam-Diamonds of Golconda	326	During this whole term, she has ruled the nation with great equity, and been beloved beyond measure by her people.					
326	3	PART 1	21	Masulipatam-Diamonds of Golconda	327	They are idolaters and independent ; 					
327	3	PART 1	21	Masulipatam-Diamonds of Golconda	328	they live on rice, flesh, and milk.					
328	3	PART 1	21	Masulipatam-Diamonds of Golconda	329	In this kingdom, you must know, is found the diamond ; 					
329	3	PART 1	21	Masulipatam-Diamonds of Golconda	330	there are several mountains, among which, during rain, water flows with great turbulence, and through wide caverns; 					
330	3	PART 1	21	Masulipatam-Diamonds of Golconda	331	and when the shower ceases, men search through the ground previously inundated, and find the gems. 					
331	3	PART 1	21	Masulipatam-Diamonds of Golconda	332	In summer, there is not a drop of water, and the heat can scarcely be endured, while fierce and venomous serpents inspire great fear; 					
332	3	PART 1	21	Masulipatam-Diamonds of Golconda	333	yet those who venture thither discover valuable diamonds.					
333	3	PART 1	21	Masulipatam-Diamonds of Golconda	334	There is also an extensive and deep valley, so enclosed by rocks as to be quite inaccessible; 					
334	3	PART 1	21	Masulipatam-Diamonds of Golconda	335	but the people throw in pieces of flesh, to which the diamonds adhere.					
335	3	PART 1	21	Masulipatam-Diamonds of Golconda	336	Now you must observe, there are a number of white eagles, which, when they see the flesh in the bottom of the valley, fly thither, seize and carry it to different spots.					
336	3	PART 1	21	Masulipatam-Diamonds of Golconda	337	The men are on the watch, and as soon as they see the bird with the spoil in its mouth, raise loud cries, when, being terrified, it flies away and drops the meat, which they take up, and find the diamond attached.					
337	3	PART 1	21	Masulipatam-Diamonds of Golconda	338	Even when the prey has been swallowed, they watch where the excrement is voided, and obtain in this way not a few jewels.					
338	3	PART 1	21	Masulipatam-Diamonds of Golconda	339	Now this is the only country in the world containing these precious stones ; and do not suppose that the best come to our christian countries ;					
339	3	PART 1	21	Masulipatam-Diamonds of Golconda	340	 they are carried to the great khan and other lords of those regions, whose ample treasure enables them to purchase.		Khan			Khan
340	3	PART 1	21	Masulipatam-Diamonds of Golconda	341	I must mention, too, that here are made the most beautiful and valuable cotton cloths in the world ; also the thinnest and most delicate, resembling our spiders' webs.					
341	3	PART 1	21	Masulipatam-Diamonds of Golconda	342	They have abundance of animals, and the largest sheep in the world, with plentiful subsistence of everykind.					
342	3	PART 1	21	Masulipatam-Diamonds of Golconda	343	I must now describe the place containing the body of the apostle St Thomas.		St Thomas			
343	3	PART 1	22	St Thomas (Madras), Legends respecting him	344	This is in a small town of Maabar, containing few inhabitants, and seldom visited by merchants, there being little trade, and the roads difficult.	St Thomas 		Maabar	Maabar	
344	3	PART 1	22	St Thomas (Madras), Legends respecting him	345	Many Christians and Saracens, however, resort thither in pilgrimage: the latter esteem him a great saint, and even assert that he was a Mohammedan.		Mohammedan			
345	3	PART 1	22	St Thomas (Madras), Legends respecting him	346	But I will now relate a wonder.					
346	3	PART 1	22	St Thomas (Madras), Legends respecting him	347	The Christians, who repair to that shrine, take from the place a red earth, carry it into their country, and give a small portion to any person sick of a fever, who is presently cured.					
347	3	PART 1	22	St Thomas (Madras), Legends respecting him	348	But I have now a miracle to tell ; 					
348	3	PART 1	22	St Thomas (Madras), Legends respecting him	349	for about the year 1288, a baron of this district had a great quantity of rice, and filled with it all the houses around the church.					
349	3	PART 1	22	St Thomas (Madras), Legends respecting him	350	The pilgrims having thus no place to lodge, prayed him much to desist ; 					
350	3	PART 1	22	St Thomas (Madras), Legends respecting him	351	but being fierce and proud, he paid no regard to their entreaty.					
351	3	PART 1	22	St Thomas (Madras), Legends respecting him	352	"Next night, accordingly, Messer St Thomas appeared to him with a fork in his hand, which he thrust forcibly against his throat, causing severe pain, and saying, "" If you do not forthwith empty my houses, you shall die an evil deathù."""		Messer St Thomas			
352	3	PART 1	22	St Thomas (Madras), Legends respecting him	353	He disappeared, and the baron rose early in the morning, related the apparition, and caused all the buildings to be emptied.					
353	3	PART 1	22	St Thomas (Madras), Legends respecting him	354	The Christians greatly rejoiced, and honoured this great apostle.					
354	3	PART 1	22	St Thomas (Madras), Legends respecting him	355	I could relate other wonderful cures effected on persons labouring under various bodily infirmities; 					
355	3	PART 1	22	St Thomas (Madras), Legends respecting him	356	but I will now merely describe his death.					
356	3	PART 1	22	St Thomas (Madras), Legends respecting him	357	He had left his hermitage in the wood, and was engaged in prayer, while around were a number of peacocks, which are more numerous here than elsewhere in the world.					
357	3	PART 1	22	St Thomas (Madras), Legends respecting him	358	Now an idolatrous Gaui, aiming at one of these birds, let fly an arrow without seeing the saint, whom, however, it struck on the right side ; 					
358	3	PART 1	22	St Thomas (Madras), Legends respecting him	359	and finding himself thus wounded, he very mildly adored his Creator, and soon after expired.					
359	3	PART 1	22	St Thomas (Madras), Legends respecting him	360	But before coming hither, he had converted many people in Nubia,as I will afterwards narrate.			Nubia		
360	3	PART 1	22	St Thomas (Madras), Legends respecting him	361	When a child in this province is born, they anoint him every day with the oil of sesame, which makes him become blacker than at birth; 					
361	3	PART 1	22	St Thomas (Madras), Legends respecting him	362	for whoever is most deeply tinted is honoured in proportion.					
362	3	PART 1	22	St Thomas (Madras), Legends respecting him	363	Indeed, these people paint their god and all their idols black, and their devils white as snow.					
363	3	PART 1	22	St Thomas (Madras), Legends respecting him	364	The men, when they go to battle, place such faith in the ox as a holy thing, that they take the hair of the wild bull, and if they fight on a horse, attach it to the neck ; if on foot, to their shield ; thinking themselves thus better secured against every danger.					
364	3	PART 1	22	St Thomas (Madras), Legends respecting him	365	Hence, the hair of this animal sells at a considerable price.					
365	3	PART 1	23	Lar ; the Bramins	366	Lar is a province lying westward of this place, and thence came originally all the Abraiamain in the world.	Lar		Lar	Lar	
366	3	PART 1	23	Lar ; the Bramins	367	These are the best and most honest of all merchants, and would not on any account tell a lie.					
367	3	PART 1	23	Lar ; the Bramins	368	They neither eat flesh nor drink wine, are faithful to their wives, and lead every way very virtuous lives.					
368	3	PART 1	23	Lar ; the Bramins	369	They take nothing from any one, and do nothing that could be considered a sin.					
369	3	PART 1	23	Lar ; the Bramins	370	They are all known by a silk thread worn over the shoulder, and tied beneath the opposite arm, so that it passes across both the breast and back.					
370	3	PART 1	23	Lar ; the Bramins	371	They have a rich king, who readily purchases precious stones, and enjoins that the merchants shall offer to him all the pearls brought from Maabar, for which he pays double the cost.			Maabar	Maabar	
371	3	PART 1	23	Lar ; the Bramins	372	They therefore procure them in large quantities.					
372	3	PART 1	23	Lar ; the Bramins	373	They are idolaters,and regard omens from birds and beasts more than any other nation in the world.					
373	3	PART 1	23	Lar ; the Bramins	374	I will tell you one of their customs: when one wishes to treat for any merchandise, he rises and observes his shadow in the sun ; 					
374	3	PART 1	23	Lar ; the Bramins	375	and if it be of the due length, on that day, according to certain rules, he makes his bargain ; 					
375	3	PART 1	23	Lar ; the Bramins	376	but if it be not long enough, he will not buy a single article.					
376	3	PART 1	23	Lar ; the Bramins	377	If they go to a house for this purpose, and see one of the animals named tarantula, which here greatly abound, they observe if it comes to them from a lucky quarter, in which case they buy ; 					
377	3	PART 1	23	Lar ; the Bramins	378	but if otherwise, they give up the transaction and go away.					
378	3	PART 1	23	Lar ; the Bramins	379	Nay, I assure you, if one leaving his house hears a man sneeze in a manner that does not appear lucky, he stops and re-enters.					
379	3	PART 1	23	Lar ; the Bramins	380	Even if on his road he sees a swallow approaching from the right or left, in an unlucky manner, he returns.					
380	3	PART 1	23	Lar ; the Bramins	381	Their teeth are very good, through the use of an herb, which makes them look extremely well, and is very salutary.					
381	3	PART 1	23	Lar ; the Bramins	382	They never bleed from the vein or any other part, yet perfectly preserve their health.					
382	3	PART 1	23	Lar ; the Bramins	383	There are among them an order named cuigui, who live to an extraordinary age, even 150 or 200 years, yet can perform all the service of the monastery and idols as well as younger men.					
383	3	PART 1	23	Lar ; the Bramins	384	This is owing to their great abstinence in eating and drinking ; 					
384	3	PART 1	23	Lar ; the Bramins	385	for they subsist mostly on rice and milk.					
385	3	PART 1	23	Lar ; the Bramins	386	They mingle also quick silver and sulphur, making a beverage which they drink from their infancy, saying that it lengthens their lives.					
386	3	PART 1	23	Lar ; the Bramins	387	There is also in this kingdom a religious order of more rigid cuigui, observing the strictest abstinence, leading a very rude and severe life, and going perfectly naked.					
387	3	PART 1	23	Lar ; the Bramins	388	They adore the ox, and many wear on their forehead a small effigy of one in copper or bronze gilded.					
388	3	PART 1	23	Lar ; the Bramins	389	They also burn the dung, and reduce it to a powder, with which they reverentially anoint many parts of their body, as Christians use holy water.					
389	3	PART 1	23	Lar ; the Bramins	390	They eat neither from spoon nor platter, but from large leaves, mostly of the apple of paradise.					
390	3	PART 1	23	Lar ; the Bramins	391	Even these must be dry ; 					
391	3	PART 1	23	Lar ; the Bramins	392	for if green, they are said to have a soul, which it would be sin to kill; 					
392	3	PART 1	23	Lar ; the Bramins	393	and they would rather die than commit towards any animal an action believed unlawful.					
393	3	PART 1	23	Lar ; the Bramins	394	When asked why they feel no shame in going naked, they say, because they wish to have nothing belonging to this world, which they entered without clothing ; 					
394	3	PART 1	23	Lar ; the Bramins	395	and committing no sin, they have no reason to be ashamed.					
395	3	PART 1	23	Lar ; the Bramins	396	Besides, they kill no living creature, neither fly nor flea, nor hog nor worm, considering they have souls.					
396	3	PART 1	23	Lar ; the Bramins	397	They will sleep on the earth without any covering, whence it is a great wonder they do not die, much more that they enjoy so long a life.					
397	3	PART 1	23	Lar ; the Bramins	398	They fast the whole year round, drinking only water.					
398	3	PART 1	23	Lar ; the Bramins	399	Some reside in the monastery to serve the gods;					
399	3	PART 1	23	Lar ; the Bramins	400	 but before admission they undergo the following trial.					
400	3	PART 1	23	Lar ; the Bramins	401	The young girls offered to the idols caress these new candidates, and endeavour variously to entertain them.					
401	3	PART 1	23	Lar ; the Bramins	402	Such as appear to take any pleasure in these endearments, are rejected as unworthy ; 					
402	3	PART 1	23	Lar ; the Bramins	403	but if they show themselves totally indifferent, they are then retained.					
403	3	PART 1	23	Lar ; the Bramins	404	Such are the customs of these cruel and perfidious idolaters, who burn the bodies of their dead, because otherwise they would breed worms, which after eating the flesh would starve, and thus involve in great sin the soul to which the body belonged.					
404	3	PART 1	23	Lar ; the Bramins	405	But I will now cease saying any more about them.					
405	3	PART 1	24	City of Cail	406	Cail is a great and noble city, belonging to Asciar, eldest of the five brother-kings.	Cail	Asciar	Cail		
406	3	PART 1	24	City of Cail	407	Its port is frequented by all the ships from the west, Curmos, Quisci, Aden, and the whole of Arabia, laden with merchandise and horses.			Curmos, Quisci, Aden, Arabia	Aden	
407	3	PART 1	24	City of Cail	408	The merchants bring them hither as to a good market, frequented by purchasers from other quarters.					
408	3	PART 1	24	City of Cail	409	The king possesses immense treasures, and wears many precious stones.					
409	3	PART 1	24	City of Cail	410	He rules his nation very justly and uprightly, for which cause the merchants frequent it, and afford him great profit.					
410	3	PART 1	24	City of Cail	411	He has three hundred wives and upwards, holding it a high honour to increase their number.					
411	3	PART 1	24	City of Cail	412	When discord arises among the five brother-kings, their mother, who is still alive, rushes between them, and will not allow them to fight.					
412	3	PART 1	24	City of Cail	413	"Often, when they will not yield to her prayer, and are about to engage, she takes a knife and says, ""If you will not renounce this quarrel, I will kill myself presently, and cut away the paps with which I gave you milk."""					
413	3	PART 1	24	City of Cail	414	When the sons see this great piety in their mother, they feel themselves bound to make peace.					
414	3	PART 1	24	City of Cail	415	But as soon as she is dead, they cannot fail to quarrel and destroy each other.					
415	3	PART 1	24	City of Cail	416	All the natives here, as well as generally throughout India, have continually in their mouths the leaf called tembul.			India		
416	3	PART 1	24	City of Cail	417	It affords them gratification, and its use has become quite habitual ;					
417	3	PART 1	24	City of Cail	418	 after chewing they spit out the moisture.					
418	3	PART 1	24	City of Cail	419	The rich mix it with camphor and other aromatic drugs, and even with quick-lime.					
419	3	PART 1	24	City of Cail	420	When any one wishes to insult another in the grossest manner, he spits this juice in his face.					
420	3	PART 1	24	City of Cail	421	The injured party then hastens to the king, and declares his wish to decide the quarrel by combat.					
421	3	PART 1	24	City of Cail	422	His majesty furnishes him with a sword and small shield ;					
422	3	PART 1	24	City of Cail	423	and all the people assemble as spectators of the conflict, which is only terminated by the death of one of the parties.					
423	3	PART 1	24	City of Cail	424	They are not, however, allowed to strike with the point of the sword.					
424	3	PART 1	24	City of Cail	425	Now let us depart and tell you of the kingdom of Coilon.			Coilon	Coilon	
425	3	PART 1	25	Kingdom of Coilon	426	After departing from Maabar, and going south-west 500 miles, you arrive at Coilon.	Coilon		Maabar,Coilon	Maabar, Coilon	
426	3	PART 1	25	Kingdom of Coilon	427	The people are idolaters, yet among them are Christians and Jews.					
427	3	PART 1	25	Kingdom of Coilon	428	They have languages of their own, and a king tributary to no one.					
428	3	PART 1	25	Kingdom of Coilon	429	In this territory grows extremely good brazil-wood, called coilomin.					
429	3	PART 1	25	Kingdom of Coilon	430	Pepper greatly abounds, being collected in the months of May, June, and July; 					
430	3	PART 1	25	Kingdom of Coilon	431	the trees are carefully planted and irrigated.					
431	3	PART 1	25	Kingdom of Coilon	432	Indigo also is very plentiful and good, being made of an herb which they place in a great vessel, then pour in water, and leave it till the juice is given out.					
432	3	PART 1	25	Kingdom of Coilon	433	Being then placed in the hot sun, it boils, acquires consistence, and becomes what we see.					
433	3	PART 1	25	Kingdom of Coilon	434	In this country the heat of the sun can scarcely be endured ;					
434	3	PART 1	25	Kingdom of Coilon	435	if you put an egg into any river, it will be boiled before you have gone any great distance.					
435	3	PART 1	25	Kingdom of Coilon	436	Hither resort many merchants from Manji, Arabia, and the Levant, bringing quantities of goods, and carrying away those of the country.			Manji, Arabia,Levant	Manji	
436	3	PART 1	25	Kingdom of Coilon	437	There are various animals different from all others in the world; such as a black lion, without either spot or mark ; parrots of numerous kinds, some white as snow, with red beak and feet ; others red and white, most lovely ; and some extremely small, and also very beautiful.					
437	3	PART 1	25	Kingdom of Coilon	438	The peacocks are much larger, handsomer, and of a different species from ours.					
438	3	PART 1	25	Kingdom of Coilon	439	The domestic fowls are also peculiar; in short, they have all things, fruits, beasts, and birds, dissimilar to ours, and both handsomer and better.					
439	3	PART 1	25	Kingdom of Coilon	440	They have no grain but rice, and make a wine from sugar, which is good, and intoxicates sooner than that from grapes.					
440	3	PART 1	25	Kingdom of Coilon	441	Every thing necessary to support life abounds.					
441	3	PART 1	25	Kingdom of Coilon	442	Here are a number of skilful astrologers and physicians, who know how to preserve the human body in health.					
442	3	PART 1	25	Kingdom of Coilon	443	Both sexes are completely black, and wear no covering except a fine cloth about the middle.					
443	3	PART 1	25	Kingdom of Coilon	444	Their behaviour to each other shows little sense of propriety.					
444	3	PART 1	25	Kingdom of Coilon	445	A man will marry his cousin-german, the widow of his father, and even of his brother ; 					
445	3	PART 1	25	Kingdom of Coilon	446	this is the custom among all the people of India.			India		
446	3	PART 1	26	Comari (Cape Comorin)	447	Comari is a country of India, remarkable in this respect, that the north-star, which we had not seen since leaving Java, appeared to us when thirty miles out at sea, rising about a cubit above the horizon.	Comari		Comari,India,Java	Java	
447	3	PART 1	26	Comari (Cape Comorin)	448	There are few domestic, but abundance of wild animals, particularly monkeys of various shapes, some of which would almost seem to be men.					
448	3	PART 1	26	Comari (Cape Comorin)	449	There are cats of a very peculiar and wonderful species, lions, leopards, and ounces in great numbers.					
449	3	PART 1	26	Comari (Cape Comorin)	450	I will now proceed to Eli.			Eli	Eli	
450	3	PART 1	27	Eli or Dely	451	Eli is a kingdom, about 300 miles west of Comari.	Eli		Eli,Comari	Eli	
451	3	PART 1	27	Eli or Dely	452	 The people are subject to a king, idolaters, with a peculiar language, and independent of foreigners.					
452	3	PART 1	27	Eli or Dely	453	 I will tell you fully their customs and manners, which you will understand better, as we approach nearer home.					
453	3	PART 1	27	Eli or Dely	454	There is no port except a large river, with a good entrance.					
454	3	PART 1	27	Eli or Dely	455	Pepper grows in great abundance, and there isa considerable produce of ginger and other spices.					
455	3	PART 1	27	Eli or Dely	456	The king is very rich, but not powerful in men; 					
456	3	PART 1	27	Eli or Dely	457	yet his dominions have such strong approaches, that he has no dread of invasion.					
457	3	PART 1	27	Eli or Dely	458	"If any vessel destined for another port is driven hither by stress of weather, the people seize and possess themselves of all its cargo, saying, ""You were going to another place, but God sends you and yours to meù."""					
458	3	PART 1	27	Eli or Dely	459	In this they think themselves quite guiltless.					
459	3	PART 1	27	Eli or Dely	460	Ships come from Manji and other parts in the summer, load in eight days, and depart as soon as possible, there being no port, but dangerous sandbanks.			Manji	Manji	
460	3	PART 1	27	Eli or Dely	461	Those of Manji are least apprehensive, being provided with large wooden anchors.			Manji	Manji	
461	3	PART 1	27	Eli or Dely	462	There are here lions and other wild beasts, with good hunting.					
462	3	PART 1	28	Melibar or Malabar	463	Melibar is a great kingdom towards the westward, with a sovereign and languages of its own.	Melibar		Melibar	Melibar	
463	3	PART 1	28	Melibar or Malabar	464	The people are idolaters, and subject to no foreigner.					
464	3	PART 1	28	Melibar or Malabar	465	Here the northstar, at its greatest height, appears two cubits above the water.					
465	3	PART 1	28	Melibar or Malabar	466	From this and an adjacent province named Gozurat, there issue annually a body of upwards of a hundred vessels, who capture other ships and plunder the merchants.			Gozurat	Gozurat	
466	3	PART 1	28	Melibar or Malabar	467	Being sea-robbers, they carry with them their wives and children, and remain together all the summer, doing great injury to trade.					
467	3	PART 1	28	Melibar or Malabar	468	These wicked corsairs form what they call a ladder on the sea ; 					
468	3	PART 1	28	Melibar or Malabar	469	twenty of them place themselves five miles from each other, and thus command a hundred miles in extent.					
469	3	PART 1	28	Melibar or Malabar	470	When a merchantman comes in view, a light is kindled, which is repeated by one after another; 					
470	3	PART 1	28	Melibar or Malabar	471	so that no vessel sailing here can escape them.					
471	3	PART 1	28	Melibar or Malabar	472	The mariners, however, knowing well their wicked customs, come well armed and prepared, and fight a desperate battle, often beating them off with loss ; but at other times fall into their hands.					
472	3	PART 1	28	Melibar or Malabar	473	"The pirates then take the ship with all the goods, but do no injury to the men, saying to them, ""Go and collect another cargo, that we may have a chance of getting it too."""					
473	3	PART 1	28	Melibar or Malabar	474	In this country is a vast abundance of pepper, and also of ginger, with a good supply of cinnamon and other spices, also cubebs and cocoa-nuts.					
474	3	PART 1	28	Melibar or Malabar	475	Cotton cloths, the most beautiful and delicate in the whole world, are here manufactured, with other valuable articles.					
475	3	PART 1	28	Melibar or Malabar	476	To purchase these goods, the merchants from other quarters bring copper, which they use as ballast ; cloths of silk and gold, sandal-wood, and other spices.					
476	3	PART 1	28	Melibar or Malabar	477	Ships come even from the great province of Manji;			Manji	Manji	
477	3	PART 1	28	Melibar or Malabar	478	 and the dealers here convey the goods to various quarters in the west, whence the most valuable are forwarded to Alexandria.			Alexandria		
478	3	PART 1	28	Melibar or Malabar	479	Having told you now of Melibar, we shall go to Gozurat, but it would be too tedious to inform you of all the cities of these countries, they are so very numerous.			Melibar,Gozurat	Melibar, Gozurat	
479	3	PART 1	29	Kingdom of Gozurat	480	Gozurat, too, is a great kingdom to the west, having languages and a king of its own, and subject to no other.	Gozurat		Gozurat	Gozurat	
480	3	PART 1	29	Kingdom of Gozurat	481	Here the north-star rises to the apparent height of six cubits.					
481	3	PART 1	29	Kingdom of Gozurat	482	The greatest pirates in the world live here, and have a most wicked custom ; 					
482	3	PART 1	29	Kingdom of Gozurat	483	after taking a merchant, they make him drink tamarinds and sea-water, then examine carefully if he voids any pearls or precious stones, which are alleged to be usually swallowed on such emergencies.					
483	3	PART 1	29	Kingdom of Gozurat	484	There is in this land a great quantity of pepper and indigo, with a good deal of ginger.					
484	3	PART 1	29	Kingdom of Gozurat	485	Cotton also abounds, and the trees which bear it, when twenty years old, rise to the height of six paces; 					
485	3	PART 1	29	Kingdom of Gozurat	486	but the produce is then unfit to be spun, and can only be used for quilting.					
486	3	PART 1	29	Kingdom of Gozurat	487	Before twelve years, it is well fitted for the former purpose.					
